Tarih;Konya - Karkent;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
19.05.2021 00:00:56;35,00;6,63;230,40;20,56;22,47;10,31
19.05.2021 01:00:56;29,48;6,24;213,32;16,45;17,96;13,20
19.05.2021 02:00:56;26,50;6,08;229,82;18,10;19,78;14,29
19.05.2021 03:00:56;24,14;6,33;237,16;20,43;22,38;13,18
19.05.2021 04:00:56;26,00;6,29;218,44;18,89;20,50;12,10
19.05.2021 05:00:56;29,20;6,05;211,70;17,85;19,31;11,41
19.05.2021 06:00:56;28,91;5,90;215,62;16,16;17,74;12,58
19.05.2021 07:00:56;29,29;6,06;331,83;26,64;33,07;10,49
19.05.2021 08:00:56;33,78;6,34;466,81;39,36;50,08;8,75
19.05.2021 09:00:56;39,98;7,22;428,57;37,38;46,68;10,81
19.05.2021 10:00:56;43,86;7,68;292,74;27,10;34,95;13,77
19.05.2021 11:00:56;45,79;7,17;216,41;19,91;26,11;16,32
19.05.2021 12:00:56;47,90;8,77;214,66;18,11;22,01;17,43
19.05.2021 13:00:56;53,91;10,06;208,94;17,84;20,77;18,49
19.05.2021 14:00:56;61,18;8,28;207,16;18,64;23,03;19,47
19.05.2021 15:00:56;63,38;7,75;211,31;21,61;28,81;19,41
19.05.2021 16:00:56;62,97;7,79;212,50;18,52;24,24;20,35
19.05.2021 17:00:56;65,73;9,98;193,37;12,89;15,68;23,03
19.05.2021 18:00:56;70,08;10,96;174,63;14,57;18,52;23,36
19.05.2021 19:00:56;73,10;8,92;204,33;22,47;29,59;21,83
19.05.2021 20:00:56;76,42;8,48;247,49;28,20;36,18;19,63
19.05.2021 21:00:56;82,97;13,91;348,96;45,96;52,71;13,25
19.05.2021 22:00:56;89,46;17,15;521,13;73,15;87,98;5,48
19.05.2021 23:00:56;97,67;15,07;747,31;85,41;118,86;0,91
20.05.2021 00:00:56;109,90;13,70;1.090,72;89,83;142,34;0,10
20.05.2021 01:00:56;117,57;9,51;1.230,29;88,38;149,73;0,76
20.05.2021 02:00:56;118,72;6,80;885,17;75,35;111,08;1,51
20.05.2021 03:00:56;106,95;6,32;564,40;57,57;66,70;3,85
20.05.2021 04:00:56;85,10;6,19;477,55;43,01;49,43;6,40
20.05.2021 05:00:56;69,49;6,16;394,07;29,74;35,17;9,10
20.05.2021 06:00:56;61,86;6,53;368,73;29,34;40,25;8,23
20.05.2021 07:00:56;55,52;7,20;448,29;37,75;64,97;5,14
20.05.2021 08:00:56;61,94;7,35;517,56;41,36;78,84;5,46
20.05.2021 09:00:56;77,76;8,87;490,87;41,59;71,22;9,33
20.05.2021 10:00:56;81,25;15,53;415,60;34,08;55,86;13,24
20.05.2021 11:00:56;80,60;13,23;331,03;22,30;36,30;16,23
20.05.2021 12:00:56;81,46;6,46;269,36;16,05;21,60;18,40
20.05.2021 13:00:56;76,18;5,85;232,90;13,32;16,66;18,97
20.05.2021 14:00:56;70,83;6,52;209,84;11,30;14,11;18,63
20.05.2021 15:00:56;68,38;13,78;207,06;11,30;14,30;16,93
20.05.2021 16:00:56;64,81;19,11;201,69;11,05;14,09;16,26
20.05.2021 17:00:56;60,17;12,65;194,35;10,91;13,79;16,64
20.05.2021 18:00:56;55,55;7,86;201,46;12,05;15,17;16,45
20.05.2021 19:00:56;53,14;7,70;221,88;15,46;18,89;15,24
20.05.2021 20:00:56;53,83;6,96;266,10;23,39;26,89;13,35
20.05.2021 21:00:56;56,02;6,47;326,65;35,15;38,53;11,16
20.05.2021 22:00:56;54,69;6,13;335,76;37,22;42,09;10,49
20.05.2021 23:00:56;48,00;5,91;314,35;29,73;33,96;11,15
21.05.2021 00:00:56;38,66;5,85;300,55;26,65;28,49;10,90
21.05.2021 01:00:56;32,77;18,58;321,92;34,80;45,46;7,63
21.05.2021 02:00:56;41,78;39,78;342,28;44,81;64,88;3,87
21.05.2021 03:00:56;52,83;15,04;320,48;37,27;40,39;4,46
21.05.2021 04:00:56;46,01;6,56;297,44;28,29;30,33;6,07
21.05.2021 05:00:56;34,75;6,36;266,79;20,64;22,51;6,40
21.05.2021 06:00:56;27,51;7,89;290,14;25,27;30,91;4,41
21.05.2021 07:00:56;30,29;11,69;465,90;43,21;79,70;1,61
21.05.2021 08:00:56;56,33;12,75;615,60;53,29;104,82;1,96
21.05.2021 09:00:56;96,55;23,96;521,92;49,96;90,68;4,98
21.05.2021 10:00:56;121,50;21,26;323,15;33,75;58,64;10,13
21.05.2021 11:00:56;113,97;6,20;219,88;16,13;22,24;13,06
21.05.2021 12:00:56;98,37;6,23;217,83;13,54;17,64;12,52
21.05.2021 13:00:56;157,64;6,33;236,79;11,90;15,29;11,66
21.05.2021 14:00:56;530,59;6,54;245,56;10,44;13,16;10,52
21.05.2021 15:00:56;759,85;6,50;232,68;9,72;12,44;11,42
21.05.2021 16:00:56;391,79;6,47;231,02;10,55;13,52;12,44
21.05.2021 17:00:56;102,95;6,44;218,07;10,93;13,90;12,19
21.05.2021 18:00:56;71,29;6,31;194,45;10,54;13,37;12,70
21.05.2021 19:00:56;55,31;6,23;194,86;12,18;15,16;12,42
21.05.2021 20:00:56;40,22;6,21;235,16;17,83;20,81;11,28
21.05.2021 21:00:56;15,27;6,39;276,44;22,78;25,43;10,91
21.05.2021 22:00:56;31,07;6,51;297,49;24,03;26,66;11,40
21.05.2021 23:00:56;73,44;6,53;298,57;20,68;23,12;13,11
22.05.2021 00:00:56;65,26;6,42;266,62;13,17;15,33;14,62
22.05.2021 01:00:56;40,86;6,11;222,33;10,36;14,43;14,06
22.05.2021 02:00:56;46,70;6,09;232,34;17,95;22,22;11,19
22.05.2021 03:00:56;42,43;6,16;242,76;20,34;22,02;10,02
22.05.2021 04:00:56;29,11;12,04;218,24;21,07;21,99;9,86
22.05.2021 05:00:56;31,95;18,25;211,44;21,42;22,33;9,78
22.05.2021 06:00:56;34,73;15,11;211,25;14,34;15,22;10,14
22.05.2021 07:00:56;28,56;9,72;212,56;11,15;12,12;10,27
22.05.2021 08:00:56;22,06;6,91;238,52;13,61;15,06;10,14
22.05.2021 09:00:56;18,93;6,22;250,02;16,70;18,94;10,29
22.05.2021 10:00:56;19,76;6,19;234,58;14,45;16,69;11,47
22.05.2021 11:00:56;25,87;6,06;213,25;10,98;12,77;12,37
22.05.2021 12:00:56;30,97;5,90;190,51;10,03;12,69;12,63
22.05.2021 13:00:56;33,60;5,95;190,73;9,18;12,13;12,09
22.05.2021 14:00:56;33,45;5,88;193,66;11,41;15,15;11,43
22.05.2021 15:00:56;32,16;5,90;192,60;12,54;16,40;11,10
22.05.2021 16:00:56;37,70;5,93;188,14;9,74;12,01;11,16
22.05.2021 17:00:56;40,25;5,94;185,94;9,51;11,68;11,43
22.05.2021 18:00:56;39,33;6,01;189,53;11,58;14,88;11,35
22.05.2021 19:00:56;37,48;6,32;216,98;15,92;20,88;10,90
22.05.2021 20:00:56;30,43;6,48;244,28;19,10;23,27;10,38
22.05.2021 21:00:56;23,11;6,20;229,28;16,53;18,78;10,57
22.05.2021 22:00:56;17,79;6,14;205,13;12,34;14,08;10,69
22.05.2021 23:00:56;17,76;6,20;200,57;14,46;17,21;9,68
23.05.2021 00:00:56;23,58;6,23;196,39;13,28;15,88;9,28
23.05.2021 01:00:56;25,38;6,23;188,24;10,80;12,36;9,15
23.05.2021 02:00:56;21,46;6,27;177,76;10,76;12,22;8,61
23.05.2021 03:00:56;19,98;6,28;164,21;8,27;9,34;8,77
23.05.2021 04:00:56;20,34;6,20;168,30;8,86;9,89;8,30
23.05.2021 05:00:56;18,27;6,21;187,81;15,77;17,00;6,85
23.05.2021 06:00:56;15,78;6,22;190,03;17,73;19,03;6,27
23.05.2021 07:00:56;14,04;6,25;206,95;16,09;17,93;6,47
23.05.2021 08:00:56;16,32;6,37;200,63;16,55;18,84;7,79
23.05.2021 09:00:56;22,96;6,28;160,89;12,01;14,18;9,35
23.05.2021 10:00:56;25,49;6,16;153,60;7,67;10,18;10,04
23.05.2021 11:00:56;22,28;6,32;169,94;9,77;13,30;10,24
23.05.2021 12:00:56;22,70;6,42;179,88;11,38;15,24;10,89
23.05.2021 13:00:56;27,64;6,40;167,27;9,57;12,92;11,75
23.05.2021 14:00:56;29,58;6,31;160,11;10,40;13,85;12,15
23.05.2021 15:00:56;28,99;6,32;161,01;13,40;17,97;12,51
23.05.2021 16:00:56;29,32;6,37;159,76;15,30;20,12;12,44
23.05.2021 17:00:56;30,03;6,49;156,94;12,13;16,38;12,49
23.05.2021 18:00:56;30,01;6,72;153,43;9,76;13,80;12,95
23.05.2021 19:00:56;27,70;6,99;155,76;11,43;14,44;12,91
23.05.2021 20:00:56;24,02;7,22;167,45;12,48;14,57;12,69
23.05.2021 21:00:56;23,13;7,36;181,89;15,03;16,90;11,46
23.05.2021 22:00:56;23,45;7,25;187,67;21,20;24,61;9,08
23.05.2021 23:00:56;23,54;7,04;214,77;33,71;39,93;6,17
24.05.2021 00:00:56;25,98;7,40;306,71;49,82;60,55;2,42
24.05.2021 01:00:56;30,05;6,96;317,84;38,46;47,35;4,68
24.05.2021 02:00:56;34,77;6,22;260,51;15,20;17,25;8,34
24.05.2021 03:00:56;38,99;6,20;257,77;12,02;13,26;7,17
24.05.2021 04:00:56;39,41;6,34;268,70;14,07;15,51;6,33
24.05.2021 05:00:56;38,20;6,20;266,91;12,68;14,69;7,16
24.05.2021 06:00:56;37,31;5,78;285,56;10,40;12,29;7,63
24.05.2021 07:00:56;34,68;5,74;310,89;16,05;19,36;5,51
24.05.2021 08:00:56;33,75;5,92;294,52;19,46;24,95;5,33
24.05.2021 09:00:56;35,30;6,12;293,47;18,41;26,82;7,37
24.05.2021 10:00:56;42,37;6,10;304,71;16,68;30,22;8,78
24.05.2021 11:00:56;55,63;6,10;291,73;15,04;28,60;10,22
24.05.2021 12:00:56;64,86;6,14;270,05;17,48;26,82;11,60
24.05.2021 13:00:56;73,62;6,08;259,64;16,18;23,13;12,15
24.05.2021 14:00:56;82,05;6,03;258,39;15,35;20,72;12,61
24.05.2021 15:00:56;82,74;6,00;259,67;15,27;22,63;13,22
24.05.2021 16:00:56;81,24;6,15;257,18;15,59;29,79;13,32
24.05.2021 17:00:56;81,93;3,31;246,40;16,85;28,68;13,91
24.05.2021 18:00:56;85,56;3,45;248,25;15,53;22,00;14,33
24.05.2021 19:00:56;88,05;3,75;262,72;15,03;22,00;14,03
24.05.2021 20:00:56;86,39;3,89;286,97;21,62;27,81;12,71
24.05.2021 21:00:56;83,32;3,82;390,95;40,41;54,53;6,99
24.05.2021 22:00:56;98,89;3,95;502,45;62,69;85,27;0,29
24.05.2021 23:00:56;141,56;4,44;574,04;74,28;101,87;1,63
25.05.2021 00:00:56;167,43;4,35;669,30;78,11;115,37;0,02
25.05.2021 01:00:56;158,90;10,76;596,57;70,71;100,99;2,41
25.05.2021 02:00:56;139,74;11,69;466,24;57,40;70,61;0,76
25.05.2021 03:00:56;119,42;5,09;418,49;52,38;64,26;3,04
25.05.2021 04:00:56;104,03;3,84;368,85;43,42;54,61;4,08
25.05.2021 05:00:56;92,54;3,53;384,08;36,10;41,90;5,21
25.05.2021 06:00:56;83,40;3,45;389,94;35,30;40,30;6,10
25.05.2021 07:00:56;75,40;3,41;352,05;28,92;34,50;10,11
25.05.2021 08:00:56;71,54;3,28;378,88;27,08;35,25;12,27
25.05.2021 09:00:56;77,06;3,11;399,33;33,75;46,04;12,11
25.05.2021 10:00:56;80,76;3,21;346,29;28,24;41,30;14,09
25.05.2021 11:00:56;78,31;3,29;310,80;16,20;28,84;15,96
25.05.2021 12:00:56;78,63;3,25;296,53;18,60;33,11;17,14
25.05.2021 13:00:56;80,57;3,44;280,74;19,26;30,51;18,42
25.05.2021 14:00:56;81,11;3,42;259,23;14,92;20,42;18,20
25.05.2021 15:00:56;80,43;3,35;247,37;15,69;22,65;17,65
25.05.2021 16:00:56;76,56;3,45;241,50;13,90;25,18;19,08
25.05.2021 17:00:56;73,65;3,51;228,48;11,75;20,66;19,92
25.05.2021 18:00:56;73,24;3,58;230,39;14,44;19,92;18,47
25.05.2021 19:00:56;74,12;3,56;258,43;20,94;29,20;17,17
25.05.2021 20:00:56;89,11;3,37;282,14;32,85;42,87;14,80
25.05.2021 21:00:56;114,60;3,35;369,29;55,17;69,09;8,38
25.05.2021 22:00:56;201,61;3,68;560,48;78,62;107,66;2,96
25.05.2021 23:00:56;278,68;3,69;852,13;87,93;143,73;0,08
26.05.2021 00:00:56;194,91;3,17;792,85;78,60;122,54;2,00
26.05.2021 01:00:56;93,96;3,06;468,40;55,60;65,84;3,28
26.05.2021 02:00:56;70,04;3,37;347,81;33,09;37,41;6,76
26.05.2021 03:00:56;49,70;3,38;296,03;22,48;25,97;7,72
26.05.2021 04:00:56;38,13;4,34;372,24;36,22;41,17;2,44
26.05.2021 05:00:56;59,81;4,89;496,91;49,60;55,28;0,15
26.05.2021 06:00:56;82,61;4,52;535,86;47,79;58,34;0,33
26.05.2021 07:00:56;91,32;11,35;508,15;45,29;61,05;1,13
26.05.2021 08:00:56;107,07;15,59;553,61;46,25;68,58;1,67
26.05.2021 09:00:56;144,82;17,37;594,92;50,03;86,16;4,45
26.05.2021 10:00:56;175,33;15,48;530,12;44,59;77,41;9,10
26.05.2021 11:00:56;170,34;7,17;402,82;32,46;47,47;14,37
26.05.2021 12:00:56;152,47;5,04;302,99;24,85;29,94;17,47
26.05.2021 13:00:56;113,07;4,72;280,92;19,58;22,98;19,11
26.05.2021 14:00:56;78,57;4,37;268,18;14,90;17,59;83,58
26.05.2021 15:00:56;81,27;4,82;249,19;16,51;19,07;175,59
26.05.2021 16:00:56;89,93;5,41;243,70;19,31;22,80;181,76
26.05.2021 17:00:56;94,30;5,26;255,59;19,47;23,34;181,97
26.05.2021 18:00:56;98,68;4,99;256,30;18,49;22,23;173,42
26.05.2021 19:00:56;101,77;4,90;277,91;21,27;28,02;154,87
26.05.2021 20:00:56;108,04;5,40;345,68;36,42;45,81;121,22
26.05.2021 21:00:56;106,60;5,44;404,79;44,98;54,91;88,41
26.05.2021 22:00:56;103,44;5,18;441,49;49,01;57,63;60,75
26.05.2021 23:00:56;123,34;5,38;788,28;74,28;104,11;20,76
27.05.2021 00:00:56;154,42;5,32;1.229,88;89,13;144,14;0,15
27.05.2021 01:00:56;170,32;4,53;1.246,66;86,55;145,66;-
27.05.2021 02:00:56;169,22;4,17;892,95;78,95;117,66;5,23
27.05.2021 03:00:56;143,84;4,04;614,66;64,13;75,83;15,48
27.05.2021 04:00:56;111,75;3,57;551,24;52,20;60,10;22,35
27.05.2021 05:00:56;90,83;3,40;474,12;37,78;45,15;31,98
27.05.2021 06:00:56;78,37;3,58;464,19;37,25;45,32;29,22
27.05.2021 07:00:56;73,51;3,91;436,23;41,05;51,18;39,81
27.05.2021 08:00:56;72,77;3,69;398,48;34,88;45,90;64,17
27.05.2021 09:00:56;79,95;3,42;434,03;41,86;59,96;63,81
27.05.2021 10:00:56;95,12;3,70;405,97;34,93;52,47;80,39
27.05.2021 11:00:56;106,17;3,94;359,86;22,33;31,07;104,88
27.05.2021 12:00:56;108,34;3,79;353,54;23,10;28,53;113,78
27.05.2021 13:00:56;102,43;3,57;323,56;19,07;23,64;125,02
27.05.2021 14:00:56;91,46;3,61;298,00;16,03;20,14;134,87
27.05.2021 15:00:56;83,11;3,87;314,38;17,75;21,83;130,60
27.05.2021 16:00:56;80,24;4,09;337,17;22,11;26,04;120,15
27.05.2021 17:00:56;89,78;3,92;336,87;23,17;26,62;118,49
27.05.2021 18:00:56;102,29;12,23;348,52;26,26;33,26;111,54
27.05.2021 19:00:56;97,29;13,86;404,12;37,65;48,30;93,89
27.05.2021 20:00:56;88,62;5,08;443,73;43,84;51,68;85,86
27.05.2021 21:00:56;90,45;3,81;418,68;31,76;35,67;88,39
27.05.2021 22:00:56;89,00;3,90;434,31;26,62;29,85;78,78
27.05.2021 23:00:56;72,55;3,76;471,81;32,58;38,07;61,87
28.05.2021 00:00:56;57,68;3,70;422,56;27,65;32,58;67,23
28.05.2021 01:00:56;51,91;3,57;342,06;26,06;29,20;78,83
28.05.2021 02:00:56;46,11;3,65;359,13;28,77;33,66;61,92
28.05.2021 03:00:56;40,09;3,87;385,98;33,52;38,69;39,14
28.05.2021 04:00:56;40,64;3,75;347,73;29,11;32,49;40,56
28.05.2021 05:00:56;42,69;3,81;339,05;21,94;24,61;43,58
28.05.2021 06:00:56;38,75;3,82;316,34;20,19;22,79;50,32
28.05.2021 07:00:56;33,30;3,50;312,41;19,86;23,70;57,72
28.05.2021 08:00:56;34,27;4,66;461,32;35,59;54,69;40,28
28.05.2021 09:00:56;46,78;15,80;580,91;47,67;83,31;30,64
28.05.2021 10:00:56;64,90;23,39;497,65;43,25;72,11;54,87
28.05.2021 11:00:56;73,34;13,80;369,73;31,14;44,82;94,05
28.05.2021 12:00:56;69,92;6,38;290,77;17,52;25,09;124,40
28.05.2021 13:00:56;64,23;5,10;218,08;12,88;18,44;140,01
28.05.2021 14:00:56;59,15;4,37;167,48;11,51;14,72;140,64
28.05.2021 15:00:56;52,46;3,83;169,25;8,49;13,21;132,17
28.05.2021 16:00:56;49,91;3,60;156,92;9,29;14,27;122,53
28.05.2021 17:00:56;52,96;3,36;141,71;12,82;16,01;117,20
28.05.2021 18:00:56;55,20;3,41;153,26;14,66;18,10;112,35
28.05.2021 19:00:56;58,23;3,73;182,38;15,48;19,39;106,19
28.05.2021 20:00:56;63,40;4,17;246,46;21,76;25,73;98,87
28.05.2021 21:00:56;65,91;4,33;277,12;23,88;26,82;95,45
28.05.2021 22:00:56;63,14;4,17;263,99;19,24;21,44;95,55
28.05.2021 23:00:56;58,32;3,90;262,08;18,51;20,47;92,74
29.05.2021 00:00:56;55,98;3,60;245,14;16,12;17,94;91,43
29.05.2021 01:00:56;53,13;3,25;197,80;11,46;13,18;90,90
29.05.2021 02:00:56;49,29;3,09;163,10;8,55;10,00;91,72
29.05.2021 03:00:56;47,69;3,56;190,47;9,58;10,92;91,56
29.05.2021 04:00:56;50,44;3,77;226,22;10,22;11,62;98,62
29.05.2021 05:00:56;55,21;3,51;215,65;7,82;9,13;109,22
29.05.2021 06:00:56;55,40;3,55;197,92;6,75;8,02;111,25
29.05.2021 07:00:56;51,29;3,56;210,01;9,53;10,93;102,96
29.05.2021 08:00:56;46,89;3,44;234,73;12,89;14,97;95,96
29.05.2021 09:00:56;46,94;3,50;258,57;18,03;22,11;88,41
29.05.2021 10:00:56;62,15;3,55;270,73;20,23;24,82;89,34
29.05.2021 11:00:56;80,58;3,22;232,97;15,17;18,23;104,04
29.05.2021 12:00:56;78,44;2,93;189,56;10,63;12,74;112,90
29.05.2021 13:00:56;66,44;2,78;182,85;8,58;10,65;117,99
29.05.2021 14:00:56;54,68;2,79;184,59;9,75;12,03;119,21
29.05.2021 15:00:56;46,20;2,81;182,33;10,34;12,45;119,37
29.05.2021 16:00:56;41,06;2,68;169,60;9,57;11,42;123,56
29.05.2021 17:00:56;34,78;2,69;163,44;9,71;11,59;126,79
29.05.2021 18:00:56;28,08;2,88;169,95;10,63;12,71;126,61
29.05.2021 19:00:56;23,23;3,20;186,02;13,14;15,82;124,32
29.05.2021 20:00:56;23,94;3,37;202,55;17,32;21,00;118,13
29.05.2021 21:00:56;29,33;3,27;200,57;18,76;22,05;106,44
29.05.2021 22:00:56;33,67;3,00;188,03;16,41;18,50;97,88
29.05.2021 23:00:56;34,48;2,97;186,45;15,88;17,73;91,02
30.05.2021 00:00:56;31,16;3,10;253,86;25,61;28,14;70,92
30.05.2021 01:00:56;27,32;3,06;277,87;25,92;28,29;69,11
30.05.2021 02:00:56;25,67;3,04;242,08;15,78;17,58;82,80
30.05.2021 03:00:56;23,04;2,94;240,40;13,86;15,59;83,80
30.05.2021 04:00:56;20,63;2,85;235,65;12,93;14,25;85,01
30.05.2021 05:00:56;19,55;2,84;235,50;13,76;14,92;83,26
30.05.2021 06:00:56;18,00;2,84;237,00;14,05;15,36;77,83
30.05.2021 07:00:56;19,37;2,87;245,89;12,99;14,60;69,22
30.05.2021 08:00:56;25,02;2,78;306,27;15,78;19,48;70,86
30.05.2021 09:00:56;31,14;2,83;296,19;13,66;17,51;89,18
30.05.2021 10:00:56;34,63;5,57;229,64;8,54;11,20;106,24
30.05.2021 11:00:56;35,07;6,17;232,96;8,39;11,36;113,63
30.05.2021 12:00:56;37,34;4,03;227,89;8,18;10,67;119,04
30.05.2021 13:00:56;39,46;4,35;218,44;8,17;10,30;124,61
30.05.2021 14:00:56;38,53;4,77;223,26;7,82;9,93;130,50
30.05.2021 15:00:56;35,34;5,56;232,93;8,18;11,55;135,49
30.05.2021 16:00:56;34,75;5,36;231,55;7,46;12,97;138,04
30.05.2021 17:00:56;37,38;4,43;232,97;9,05;15,34;137,51
30.05.2021 18:00:56;37,35;4,06;244,69;12,32;18,08;134,06
30.05.2021 19:00:56;38,27;3,51;248,20;11,67;15,33;128,10
30.05.2021 20:00:56;39,16;3,32;246,95;11,21;12,79;121,20
30.05.2021 21:00:56;35,92;3,23;258,93;12,05;13,51;112,76
30.05.2021 22:00:56;34,08;3,25;263,77;11,20;12,64;107,58
30.05.2021 23:00:56;35,07;4,54;257,66;12,06;13,52;106,36
31.05.2021 00:00:56;33,00;4,50;248,52;12,87;14,28;106,49
31.05.2021 01:00:56;30,40;2,90;232,54;10,06;11,33;105,38
31.05.2021 02:00:56;29,97;3,01;243,99;11,59;13,00;77,36
31.05.2021 03:00:56;29,97;3,25;250,24;13,31;14,84;54,46
31.05.2021 04:00:56;32,81;3,25;258,79;12,74;14,51;58,58
31.05.2021 05:00:56;38,13;3,18;291,52;11,98;15,20;62,14
31.05.2021 06:00:56;45,58;3,17;323,04;17,53;21,07;51,91
31.05.2021 07:00:56;52,97;3,34;337,91;23,64;28,15;47,41
31.05.2021 08:00:56;53,64;3,36;326,98;21,15;26,61;58,28
31.05.2021 09:00:56;47,89;3,38;328,67;19,99;27,43;68,00
31.05.2021 10:00:56;44,32;3,42;304,11;21,45;29,29;85,26
31.05.2021 11:00:56;48,13;3,41;269,98;19,44;25,46;105,61
31.05.2021 12:00:56;49,99;3,82;264,84;15,52;20,54;115,49
31.05.2021 13:00:56;50,78;4,51;243,74;12,84;16,27;121,79
31.05.2021 14:00:56;56,33;4,91;226,30;12,08;16,93;126,93
31.05.2021 15:00:56;56,14;4,27;224,17;11,60;16,88;128,69
31.05.2021 16:00:56;53,77;3,50;227,27;13,17;17,97;124,67
31.05.2021 17:00:56;56,35;3,36;268,98;17,76;22,17;97,65
31.05.2021 18:00:56;57,74;3,81;412,13;30,24;39,12;57,22
31.05.2021 19:00:56;58,82;3,87;443,94;34,99;45,11;52,02
31.05.2021 20:00:56;56,58;3,12;395,14;33,16;38,43;59,23
31.05.2021 21:00:56;50,87;3,04;403,17;41,15;46,22;43,28
31.05.2021 22:00:56;54,53;5,26;393,07;46,42;58,20;22,58
31.05.2021 23:00:56;64,64;6,66;391,60;47,76;63,64;15,46
01.06.2021 00:00:56;69,10;5,20;376,42;42,23;52,39;24,06
01.06.2021 01:00:56;68,52;7,30;356,83;33,13;39,31;33,66
01.06.2021 02:00:56;68,11;7,02;321,57;23,23;27,40;47,76
01.06.2021 03:00:56;64,96;6,88;410,31;24,70;27,63;51,55
01.06.2021 04:00:56;57,17;6,77;416,13;26,26;29,18;49,31
01.06.2021 05:00:56;50,68;6,89;328,68;22,64;25,49;43,86
01.06.2021 06:00:56;48,11;6,90;383,49;27,00;32,73;31,57
01.06.2021 07:00:56;52,51;7,04;509,45;36,40;60,33;21,88
01.06.2021 08:00:56;66,42;7,38;520,65;35,12;61,09;29,19
01.06.2021 09:00:56;78,48;9,85;446,16;29,72;51,37;47,22
01.06.2021 10:00:56;84,33;12,34;407,10;27,34;47,98;65,28
01.06.2021 11:00:56;85,08;10,39;346,25;19,16;28,26;86,18
01.06.2021 12:00:56;79,71;7,90;315,49;15,49;21,06;97,49
01.06.2021 13:00:56;72,49;7,12;271,79;12,90;16,18;102,66
01.06.2021 14:00:56;67,44;6,58;223,11;10,72;13,23;105,75
01.06.2021 15:00:56;21,61;9,49;184,35;10,82;12,81;112,06
01.06.2021 16:00:56;30,20;7,08;243,19;19,71;25,91;75,36
01.06.2021 17:00:56;63,89;4,32;304,94;23,43;30,50;55,78
01.06.2021 18:00:56;72,66;4,17;334,21;18,81;22,08;59,91
01.06.2021 19:00:56;66,40;4,20;397,96;24,06;27,38;59,80
01.06.2021 20:00:56;56,36;4,19;471,99;39,15;47,08;48,02
01.06.2021 21:00:56;44,43;4,15;536,97;50,60;59,75;30,02
01.06.2021 22:00:56;38,93;4,12;528,61;43,71;49,72;28,57
01.06.2021 23:00:56;39,43;4,37;479,62;38,72;46,64;24,10
02.06.2021 00:00:56;43,42;4,70;483,52;45,11;53,59;2,56
02.06.2021 01:00:56;50,28;5,37;498,04;47,08;53,14;3,10
02.06.2021 02:00:56;52,61;9,59;495,80;49,54;59,06;9,01
02.06.2021 03:00:56;54,66;9,86;421,13;37,07;45,39;21,36
02.06.2021 04:00:56;51,14;6,82;350,17;18,75;21,59;37,33
02.06.2021 05:00:56;42,71;6,58;379,28;24,11;29,46;23,09
02.06.2021 06:00:56;40,77;6,36;402,80;26,00;31,78;14,27
02.06.2021 07:00:56;40,39;6,35;393,20;19,81;23,80;27,31
02.06.2021 08:00:56;37,88;6,61;409,97;22,64;30,51;43,09
02.06.2021 09:00:56;38,35;6,74;469,20;31,69;53,92;48,71
02.06.2021 10:00:56;43,68;11,74;457,72;30,59;54,42;58,11
02.06.2021 11:00:56;55,54;12,89;392,80;21,73;35,49;76,22
02.06.2021 12:00:56;66,79;8,42;378,65;22,20;36,24;88,62
02.06.2021 13:00:56;65,51;7,63;374,47;23,15;33,86;95,79
02.06.2021 14:00:56;60,70;7,11;359,68;23,26;31,72;100,45
02.06.2021 15:00:56;57,90;6,53;323,81;17,36;24,81;108,90
02.06.2021 16:00:56;51,52;6,19;289,96;10,63;13,99;114,24
02.06.2021 17:00:56;43,80;6,15;280,50;8,38;13,51;112,55
02.06.2021 18:00:56;37,56;6,13;275,62;9,84;15,54;112,81
02.06.2021 19:00:56;35,22;6,16;308,87;18,13;22,26;107,94
02.06.2021 20:00:56;37,24;6,31;376,47;27,48;32,72;94,85
02.06.2021 21:00:56;41,24;6,59;430,85;41,68;50,51;72,79
02.06.2021 22:00:56;46,37;6,83;453,55;46,73;55,56;59,39
02.06.2021 23:00:56;46,89;6,96;418,99;35,02;40,96;67,84
03.06.2021 00:00:56;41,63;6,81;357,06;24,44;28,76;69,19
03.06.2021 01:00:56;36,98;6,72;327,81;24,42;27,26;56,39
03.06.2021 02:00:56;35,14;7,01;274,35;20,84;23,16;60,16
03.06.2021 03:00:56;31,31;6,97;273,91;20,56;23,13;57,79
03.06.2021 04:00:56;25,33;6,86;332,03;29,12;31,97;38,24
03.06.2021 05:00:56;21,39;6,97;345,47;31,48;33,83;27,12
03.06.2021 06:00:56;23,45;7,02;324,47;29,57;32,24;24,42
03.06.2021 07:00:56;30,44;7,16;313,46;32,07;38,68;35,27
03.06.2021 08:00:56;35,32;12,19;330,65;30,20;41,16;42,04
03.06.2021 09:00:56;36,30;12,99;359,95;24,26;37,47;44,50
03.06.2021 10:00:56;39,96;18,38;394,78;30,21;46,47;50,26
03.06.2021 11:00:56;46,05;20,50;367,65;28,57;42,98;65,71
03.06.2021 12:00:56;50,33;11,74;306,42;19,61;27,40;94,03
03.06.2021 13:00:56;52,12;9,62;293,95;17,86;22,45;117,45
03.06.2021 14:00:56;55,47;8,72;310,48;21,68;28,04;132,63
