Tarih;Konya Laboratuvar Yaygýnlaþtýrma;;;;;
;PM10 ( l/dk );SO2 ( mg/m3 );CO ( mg/m3 );NO2 ( mg/m3 );NOX ( mg/m3 );O3 ( mg/m3 )
26.03.2021 13:00:56;11,34;-;267,13;-;-;11,68
26.03.2021 14:00:56;11,34;3,51;-;-;-;-
26.03.2021 15:00:56;7,18;170,54;7.897,61;172,75;344,03;189,22
26.03.2021 16:00:56;0,00;31,80;56,04;4,64;5,42;95,12
26.03.2021 17:00:56;0,00;0,06;58,94;5,09;6,29;96,02
26.03.2021 18:00:56;0,00;0,27;77,42;6,64;8,49;93,04
26.03.2021 19:00:56;5,40;0,38;86,17;7,42;8,19;89,45
26.03.2021 20:00:56;5,58;0,00;80,79;7,81;8,93;86,47
26.03.2021 21:00:56;9,12;-;111,60;9,06;10,35;84,44
26.03.2021 22:00:56;13,90;0,60;130,00;8,15;9,91;80,59
26.03.2021 23:00:56;16,27;1,05;141,91;11,30;12,96;75,98
27.03.2021 00:00:56;14,35;1,91;132,64;8,39;9,33;76,42
27.03.2021 01:00:56;11,34;3,42;233,93;6,80;7,87;72,34
27.03.2021 02:00:56;11,35;3,21;229,64;9,02;10,41;72,72
27.03.2021 03:00:56;11,23;1,86;185,57;6,25;7,11;75,88
27.03.2021 04:00:56;9,19;1,57;182,40;5,51;6,04;77,12
27.03.2021 05:00:56;10,39;5,08;297,90;10,52;11,24;70,52
27.03.2021 06:00:56;11,45;4,01;380,88;11,91;12,73;67,08
27.03.2021 07:00:56;12,77;5,31;508,01;21,47;22,80;54,04
27.03.2021 08:00:56;12,93;3,01;235,88;8,97;10,70;71,27
27.03.2021 09:00:56;10,09;3,55;243,28;9,64;11,94;72,36
27.03.2021 10:00:56;8,47;6,57;425,11;26,14;34,40;59,63
27.03.2021 11:00:56;13,64;11,20;473,26;35,13;46,58;56,36
27.03.2021 12:00:56;29,76;4,02;245,37;11,32;13,43;76,94
27.03.2021 13:00:56;24,65;2,19;202,42;9,56;12,84;80,31
27.03.2021 14:00:56;18,40;2,05;191,15;6,70;8,11;81,31
27.03.2021 15:00:56;15,76;-;209,72;10,04;12,31;-
27.03.2021 16:00:56;12,85;2,45;-;12,17;14,38;82,73
27.03.2021 17:00:56;15,09;4,05;256,17;17,38;20,09;77,79
27.03.2021 18:00:56;11,87;2,83;266,01;16,73;20,26;77,30
27.03.2021 19:00:56;11,60;3,37;283,37;18,02;20,63;76,51
27.03.2021 20:00:56;11,85;5,28;317,30;20,50;22,52;67,72
27.03.2021 21:00:56;11,86;7,87;406,11;34,94;38,69;53,81
27.03.2021 22:00:56;-;6,78;450,34;27,91;30,19;56,46
27.03.2021 23:00:56;19,54;6,32;450,51;24,93;26,70;56,10
28.03.2021 00:00:56;19,92;8,74;591,65;29,48;32,15;48,25
28.03.2021 01:00:56;26,33;7,62;385,11;18,97;20,12;53,63
28.03.2021 02:00:56;30,20;6,31;354,57;13,61;14,45;54,78
28.03.2021 03:00:56;25,97;8,15;572,59;17,96;19,21;40,40
28.03.2021 04:00:56;23,22;8,88;772,75;23,84;26,27;29,23
28.03.2021 05:00:56;22,53;8,93;750,95;29,91;31,61;24,82
28.03.2021 06:00:56;25,46;8,73;938,72;38,52;41,47;10,90
28.03.2021 07:00:56;30,08;7,26;853,27;30,66;32,84;15,71
28.03.2021 08:00:56;30,18;9,92;718,06;29,60;36,44;29,14
28.03.2021 09:00:56;29,86;12,06;514,73;30,51;39,74;43,07
28.03.2021 10:00:56;33,26;6,41;305,03;16,46;21,78;68,51
28.03.2021 11:00:56;26,39;2,48;228,13;12,40;15,34;78,20
28.03.2021 12:00:56;19,34;1,51;190,61;8,67;10,74;83,38
28.03.2021 13:00:56;20,92;1,60;207,56;10,28;13,02;83,95
28.03.2021 14:00:56;22,44;1,95;209,51;10,82;13,88;88,02
28.03.2021 15:00:56;22,01;1,81;201,75;10,60;13,51;91,54
28.03.2021 16:00:56;21,62;1,33;194,00;9,25;11,73;93,42
28.03.2021 17:00:56;16,89;2,46;226,64;9,79;11,63;89,67
28.03.2021 18:00:56;16,85;2,28;203,30;11,33;13,59;85,69
28.03.2021 19:00:56;15,03;4,71;262,82;16,35;18,65;81,63
28.03.2021 20:00:56;18,50;7,80;378,22;24,19;26,76;70,52
28.03.2021 21:00:56;22,01;8,11;315,57;18,87;20,26;55,19
28.03.2021 22:00:56;23,86;9,19;389,30;18,99;20,63;51,33
28.03.2021 23:00:56;24,12;7,90;293,39;18,28;19,63;51,09
29.03.2021 00:00:56;26,36;5,05;239,21;14,45;15,88;54,06
29.03.2021 01:00:56;21,63;8,61;324,55;12,46;13,56;56,63
29.03.2021 02:00:56;18,82;6,55;311,57;12,39;13,40;58,48
29.03.2021 03:00:56;23,88;3,23;237,55;9,78;10,69;58,13
29.03.2021 04:00:56;19,02;2,71;233,00;9,86;10,78;59,49
29.03.2021 05:00:56;16,52;2,58;224,68;7,79;8,57;61,09
29.03.2021 06:00:56;14,70;2,09;196,29;7,32;8,11;61,87
29.03.2021 07:00:56;15,54;2,25;261,46;9,36;10,97;59,24
29.03.2021 08:00:56;11,98;8,58;971,45;77,25;119,86;16,80
29.03.2021 09:00:56;22,12;8,11;646,72;41,69;59,52;42,17
29.03.2021 10:00:56;21,99;4,32;302,36;18,71;24,58;72,19
29.03.2021 11:00:56;29,78;4,86;426,46;36,45;47,79;69,89
29.03.2021 12:00:56;35,61;4,04;356,11;34,05;44,51;69,41
29.03.2021 13:00:56;32,35;1,94;225,94;17,41;22,20;82,51
29.03.2021 14:00:56;30,94;1,94;216,81;11,38;14,17;87,21
29.03.2021 15:00:56;27,59;2,25;208,14;11,83;14,78;89,59
29.03.2021 16:00:56;24,70;2,58;221,47;13,16;16,98;88,97
29.03.2021 17:00:56;21,38;2,20;213,33;14,55;18,15;91,21
29.03.2021 18:00:56;23,51;2,22;225,46;14,85;17,36;93,46
29.03.2021 19:00:56;19,88;3,86;294,60;20,07;22,54;88,35
29.03.2021 20:00:56;17,00;8,39;467,90;38,35;42,72;61,81
29.03.2021 21:00:56;25,73;4,71;276,93;16,28;18,81;68,31
29.03.2021 22:00:56;27,52;4,74;269,40;15,63;17,78;70,10
29.03.2021 23:00:56;24,41;14,42;631,46;30,36;32,84;50,69
30.03.2021 00:00:56;26,20;5,30;289,67;16,84;18,65;64,62
30.03.2021 01:00:56;27,71;3,10;225,37;11,32;12,31;59,21
30.03.2021 02:00:56;28,83;2,64;182,66;9,51;10,26;61,96
30.03.2021 03:00:56;22,57;1,84;159,01;7,37;7,99;59,24
30.03.2021 04:00:56;18,53;1,97;171,62;6,89;7,41;61,49
30.03.2021 05:00:56;18,13;4,56;488,01;18,64;19,61;41,91
30.03.2021 06:00:56;18,46;3,68;437,44;23,62;24,89;36,46
30.03.2021 07:00:56;21,35;4,28;582,42;31,55;35,07;23,65
30.03.2021 08:00:56;21,89;3,79;545,76;43,57;55,03;13,45
30.03.2021 09:00:56;27,72;3,10;695,74;49,66;68,08;10,93
30.03.2021 10:00:56;40,50;3,07;734,31;42,96;54,98;16,28
30.03.2021 11:00:56;41,52;3,42;496,96;47,82;64,66;17,22
30.03.2021 12:00:56;42,41;5,84;465,30;52,82;67,73;26,32
30.03.2021 13:00:56;39,65;4,72;340,19;32,55;46,13;44,60
30.03.2021 14:00:56;34,92;3,86;311,68;27,77;35,98;51,39
30.03.2021 15:00:56;36,93;3,90;343,37;27,40;33,94;52,44
30.03.2021 16:00:56;31,12;4,43;349,89;31,16;36,75;53,86
30.03.2021 17:00:56;32,94;3,60;301,80;26,30;31,17;59,82
30.03.2021 18:00:56;35,00;3,29;340,42;30,46;36,13;57,41
30.03.2021 19:00:56;27,11;3,45;347,44;31,64;36,39;54,84
30.03.2021 20:00:56;26,58;4,84;413,54;39,44;45,46;45,66
30.03.2021 21:00:56;35,47;5,23;405,68;36,00;39,65;50,70
30.03.2021 22:00:56;35,48;8,18;514,20;34,07;36,86;49,88
30.03.2021 23:00:56;29,37;12,35;579,94;29,59;31,65;51,21
31.03.2021 00:00:56;33,89;7,85;466,93;25,67;27,50;55,52
31.03.2021 01:00:56;33,51;3,09;317,55;16,83;18,33;69,10
31.03.2021 02:00:56;27,20;3,32;337,18;13,03;14,09;67,85
31.03.2021 03:00:56;23,24;2,64;273,82;10,12;10,96;57,47
31.03.2021 04:00:56;19,34;4,42;305,16;11,90;12,85;51,14
31.03.2021 05:00:56;17,25;3,20;355,89;12,49;13,54;55,18
31.03.2021 06:00:56;17,86;1,08;242,46;9,25;10,14;63,83
31.03.2021 07:00:56;20,05;1,26;295,36;13,04;14,51;53,97
31.03.2021 08:00:56;17,89;2,30;339,31;23,01;27,77;43,84
31.03.2021 09:00:56;13,25;2,26;339,20;21,37;25,65;45,50
31.03.2021 10:00:56;28,50;2,40;322,40;18,60;22,53;48,32
31.03.2021 11:00:56;25,94;3,04;311,71;16,38;21,27;50,38
31.03.2021 12:00:56;25,46;3,17;270,89;12,68;16,25;55,40
31.03.2021 13:00:56;26,69;2,80;262,71;12,70;16,51;55,55
31.03.2021 14:00:56;38,20;3,13;261,44;11,75;15,12;61,13
31.03.2021 15:00:56;31,46;2,79;270,29;13,30;16,65;64,69
31.03.2021 16:00:56;30,74;2,89;257,99;13,06;16,07;71,52
31.03.2021 17:00:56;26,44;3,48;264,71;15,07;18,32;72,63
31.03.2021 18:00:56;31,69;3,35;299,55;20,39;24,40;69,43
31.03.2021 19:00:56;28,32;3,20;307,84;25,27;28,95;65,89
31.03.2021 20:00:56;28,67;3,03;325,74;22,52;25,23;56,38
31.03.2021 21:00:56;27,16;2,75;424,87;28,63;32,20;51,15
31.03.2021 22:00:56;31,52;1,11;262,35;10,70;11,88;69,44
31.03.2021 23:00:56;25,45;1,82;312,06;10,35;11,62;70,33
01.04.2021 00:00:56;18,97;2,13;282,17;14,79;16,51;61,60
01.04.2021 01:00:56;15,55;3,25;217,36;10,46;11,53;56,13
01.04.2021 02:00:56;12,43;2,45;230,84;8,86;9,75;60,20
01.04.2021 03:00:56;9,56;3,25;393,58;13,06;14,13;49,92
01.04.2021 04:00:56;10,07;4,44;589,68;18,78;20,05;29,74
01.04.2021 05:00:56;13,46;4,19;670,61;32,23;34,34;15,18
01.04.2021 06:00:56;22,58;4,17;784,76;27,21;29,36;26,47
01.04.2021 07:00:56;22,59;2,57;551,72;21,42;24,17;32,80
01.04.2021 08:00:56;31,78;11,72;632,39;51,96;64,09;14,93
01.04.2021 09:00:56;30,91;5,05;487,02;37,31;46,67;26,34
01.04.2021 10:00:56;32,40;5,69;463,76;34,84;42,93;32,64
01.04.2021 11:00:56;28,00;7,53;804,02;76,26;108,89;10,45
01.04.2021 12:00:56;54,38;8,33;770,03;71,54;101,08;14,31
01.04.2021 13:00:56;61,87;8,20;643,91;50,22;66,50;30,52
01.04.2021 14:00:56;70,22;9,64;559,12;38,11;53,05;52,60
01.04.2021 15:00:56;62,50;6,00;447,68;31,26;41,98;68,88
01.04.2021 16:00:56;62,87;5,41;469,02;39,89;50,25;67,37
01.04.2021 17:00:56;61,47;5,13;409,55;34,98;40,66;70,01
01.04.2021 18:00:56;49,10;4,48;354,32;29,78;34,90;67,52
01.04.2021 19:00:56;40,13;3,91;334,64;29,16;33,24;-
01.04.2021 20:00:56;36,45;5,19;367,90;28,79;32,70;60,55
01.04.2021 21:00:56;30,58;2,28;271,49;17,53;20,63;75,34
01.04.2021 22:00:56;25,91;1,33;207,08;8,79;10,19;84,38
01.04.2021 23:00:56;23,58;2,15;321,62;12,39;14,10;78,79
02.04.2021 00:00:56;18,12;2,63;455,84;23,37;25,65;61,30
02.04.2021 01:00:56;15,56;1,32;247,33;14,39;15,82;64,31
02.04.2021 02:00:56;11,51;2,19;307,70;13,56;14,90;53,31
02.04.2021 03:00:56;8,46;3,78;534,16;12,89;14,06;49,47
02.04.2021 04:00:56;6,57;6,65;572,67;12,77;13,94;41,09
02.04.2021 05:00:56;8,84;3,24;422,82;13,40;14,68;40,93
02.04.2021 06:00:56;7,77;5,30;857,66;25,25;27,44;27,22
02.04.2021 07:00:56;9,85;6,33;1.231,02;50,75;59,92;6,92
02.04.2021 08:00:56;15,56;9,48;1.447,40;78,10;125,82;5,40
02.04.2021 09:00:56;26,29;10,11;898,44;43,14;62,80;35,89
02.04.2021 10:00:56;26,90;9,40;690,90;93,70;209,91;36,93
02.04.2021 11:00:56;29,98;7,90;762,64;101,61;207,47;36,78
02.04.2021 12:00:56;31,60;3,76;424,60;59,82;99,86;65,22
02.04.2021 13:00:56;28,84;2,04;256,69;13,60;17,54;87,46
02.04.2021 14:00:56;26,47;4,77;409,25;24,94;33,42;80,32
02.04.2021 15:00:56;31,00;5,72;459,50;32,71;41,07;73,56
02.04.2021 16:00:56;31,06;4,15;360,53;27,11;32,43;77,36
02.04.2021 17:00:56;35,50;2,88;281,35;18,55;23,06;81,61
02.04.2021 18:00:56;32,40;4,35;353,50;23,26;28,00;76,42
02.04.2021 19:00:56;37,03;4,88;377,38;21,14;23,90;73,27
02.04.2021 20:00:56;29,00;5,41;376,80;15,28;17,47;68,01
02.04.2021 21:00:56;20,45;5,92;347,15;16,04;18,27;65,08
02.04.2021 22:00:56;14,44;3,43;268,36;13,11;14,71;63,93
02.04.2021 23:00:56;12,95;2,84;243,93;13,45;15,05;59,65
03.04.2021 00:00:56;13,91;2,49;231,19;8,80;10,05;61,45
03.04.2021 01:00:56;12,23;1,98;211,55;9,38;10,38;55,72
03.04.2021 02:00:56;13,44;2,08;226,85;8,46;9,37;57,00
03.04.2021 03:00:56;17,61;4,98;414,30;14,28;15,53;43,73
03.04.2021 04:00:56;19,39;3,16;291,42;14,22;15,59;51,82
03.04.2021 05:00:56;20,83;3,45;322,11;9,89;10,80;60,37
03.04.2021 06:00:56;17,78;3,91;305,96;10,17;11,07;58,86
03.04.2021 07:00:56;18,50;4,73;481,30;22,59;24,75;45,22
03.04.2021 08:00:56;27,36;4,11;239,55;15,40;18,48;63,13
03.04.2021 09:00:56;25,90;3,98;211,51;11,88;14,34;68,53
03.04.2021 10:00:56;30,86;3,01;266,37;15,44;20,13;71,80
03.04.2021 11:00:56;32,71;3,41;264,51;13,16;17,32;76,90
03.04.2021 12:00:56;25,98;2,74;234,36;9,29;11,65;84,72
03.04.2021 13:00:56;25,98;2,27;216,04;9,48;12,72;88,06
03.04.2021 14:00:56;32,23;1,80;189,19;7,73;9,76;91,11
03.04.2021 15:00:56;27,42;1,65;183,66;7,20;8,85;91,57
03.04.2021 16:00:56;20,43;1,55;178,88;7,63;9,26;91,25
03.04.2021 17:00:56;21,34;1,01;141,56;5,17;6,72;84,13
03.04.2021 18:00:56;16,96;1,20;147,87;4,94;5,87;85,77
03.04.2021 19:00:56;12,96;2,20;169,69;7,61;8,90;85,21
03.04.2021 20:00:56;9,29;6,23;252,22;12,13;14,02;69,95
03.04.2021 21:00:56;17,84;4,15;193,85;7,44;8,72;74,72
03.04.2021 22:00:56;18,66;3,53;193,79;8,39;9,68;73,92
03.04.2021 23:00:56;18,42;2,14;169,54;5,34;6,22;77,69
04.04.2021 00:00:56;16,51;2,17;165,09;5,81;7,01;77,83
04.04.2021 01:00:56;13,53;2,08;75,57;4,55;5,37;80,41
04.04.2021 02:00:56;13,14;1,43;76,93;4,24;4,97;82,61
04.04.2021 03:00:56;10,95;1,09;64,84;3,82;4,42;83,85
04.04.2021 04:00:56;17,45;1,00;70,99;3,90;4,43;84,35
04.04.2021 05:00:56;14,57;1,31;75,59;4,27;4,81;84,62
04.04.2021 06:00:56;11,33;1,16;62,70;3,60;4,12;85,09
04.04.2021 07:00:56;17,42;1,37;55,75;3,84;4,44;84,62
04.04.2021 08:00:56;14,70;2,01;100,93;7,53;8,58;84,68
04.04.2021 09:00:56;15,47;1,99;128,75;9,06;10,86;81,96
04.04.2021 10:00:56;18,93;2,66;169,96;11,39;13,93;79,99
04.04.2021 11:00:56;15,10;1,16;65,21;4,47;5,54;84,36
04.04.2021 12:00:56;14,93;1,01;61,91;5,08;6,32;82,23
04.04.2021 13:00:56;14,44;1,31;60,61;4,71;5,89;81,11
04.04.2021 14:00:56;18,68;1,76;51,43;4,71;5,86;80,37
04.04.2021 15:00:56;18,69;1,37;55,48;5,13;6,60;78,63
04.04.2021 16:00:56;22,65;0,95;44,19;4,50;5,87;75,51
04.04.2021 17:00:56;23,06;1,12;53,52;4,79;6,22;75,32
04.04.2021 18:00:56;21,38;1,27;46,90;4,44;5,64;78,02
04.04.2021 19:00:56;17,91;2,10;87,07;7,66;8,93;74,61
04.04.2021 20:00:56;27,64;2,83;69,66;7,52;8,61;72,97
04.04.2021 21:00:56;25,94;4,45;151,00;9,95;11,05;68,00
04.04.2021 22:00:56;22,21;3,47;128,25;12,04;13,33;62,31
04.04.2021 23:00:56;24,75;5,45;181,74;13,95;15,09;61,38
05.04.2021 00:00:56;24,63;5,03;256,47;17,70;19,76;52,12
05.04.2021 01:00:56;24,32;5,46;406,09;17,54;19,32;52,34
05.04.2021 02:00:56;27,72;4,09;214,70;7,53;8,44;62,62
05.04.2021 03:00:56;28,45;3,29;159,99;7,52;8,24;65,61
05.04.2021 04:00:56;30,07;5,56;341,05;13,43;14,43;56,28
05.04.2021 05:00:56;31,32;5,22;358,02;10,86;11,83;59,51
05.04.2021 06:00:56;34,71;5,18;379,08;13,37;14,51;52,55
05.04.2021 07:00:56;34,33;5,15;305,20;19,29;22,41;54,53
05.04.2021 08:00:56;32,42;4,89;361,13;27,54;33,45;47,86
05.04.2021 09:00:56;32,47;5,37;518,39;45,24;62,40;29,61
05.04.2021 10:00:56;42,19;9,76;615,59;47,37;65,35;35,85
05.04.2021 11:00:56;45,27;2,67;202,33;11,32;14,22;75,31
05.04.2021 12:00:56;52,13;2,27;167,40;7,33;9,62;78,76
05.04.2021 13:00:56;49,84;2,10;185,22;8,81;11,50;78,12
05.04.2021 14:00:56;46,15;2,19;177,45;9,80;12,99;77,36
05.04.2021 15:00:56;49,85;2,23;176,18;10,07;12,69;75,63
05.04.2021 16:00:56;46,61;2,39;173,28;9,88;12,69;74,54
05.04.2021 17:00:56;47,55;1,80;165,11;8,12;10,18;75,31
05.04.2021 18:00:56;41,99;1,44;146,07;6,79;8,64;75,39
05.04.2021 19:00:56;36,47;1,29;142,42;5,92;7,25;74,44
05.04.2021 20:00:56;35,86;3,46;247,03;18,30;20,81;60,12
05.04.2021 21:00:56;27,90;3,07;247,43;15,90;18,30;61,98
05.04.2021 22:00:56;26,52;6,17;308,91;16,18;18,07;62,44
05.04.2021 23:00:56;24,13;14,82;709,77;41,93;45,22;31,46
06.04.2021 00:00:56;29,00;14,40;655,88;31,76;35,19;35,18
06.04.2021 01:00:56;37,75;11,81;803,51;36,10;38,87;25,06
06.04.2021 02:00:56;45,04;6,62;511,55;20,95;22,65;31,64
06.04.2021 03:00:56;46,85;5,33;337,06;14,45;15,86;42,10
06.04.2021 04:00:56;37,13;4,32;334,01;11,82;13,12;46,97
06.04.2021 05:00:56;32,68;3,66;311,21;12,96;14,23;38,60
06.04.2021 06:00:56;33,35;5,47;457,75;14,44;16,10;38,28
06.04.2021 07:00:56;27,42;7,54;628,21;33,74;40,17;18,36
06.04.2021 08:00:56;28,97;8,61;932,49;55,81;81,39;9,23
06.04.2021 09:00:56;38,29;8,37;928,96;58,38;102,53;22,77
06.04.2021 10:00:56;43,72;8,44;824,78;81,38;132,33;11,18
06.04.2021 11:00:56;45,65;15,31;1.503,63;103,64;171,12;12,11
06.04.2021 12:00:56;55,79;3,86;457,01;37,18;49,95;46,09
06.04.2021 13:00:56;51,38;2,71;298,15;-;31,40;54,98
06.04.2021 14:00:56;46,23;3,23;311,25;22,74;31,66;57,91
06.04.2021 15:00:56;46,60;1,67;213,04;13,44;18,17;67,07
06.04.2021 16:00:56;50,51;3,83;223,96;7,41;-;62,18
06.04.2021 17:00:56;69,48;0,85;308,10;7,62;10,13;59,12
06.04.2021 18:00:56;94,63;0,91;330,97;11,28;14,42;55,05
06.04.2021 19:00:56;99,03;0,85;357,71;13,68;17,00;51,38
06.04.2021 20:00:56;110,45;3,44;465,91;28,08;32,54;36,83
06.04.2021 21:00:56;114,65;4,11;452,15;25,01;28,13;42,72
06.04.2021 22:00:56;109,76;4,22;474,07;20,37;22,47;52,30
06.04.2021 23:00:56;92,44;8,52;710,64;28,19;32,12;37,85
07.04.2021 00:00:56;83,67;6,02;560,53;22,07;23,63;44,70
07.04.2021 01:00:56;83,51;1,37;227,17;14,23;15,40;64,39
07.04.2021 02:00:56;78,41;1,44;199,20;7,50;8,57;76,67
07.04.2021 03:00:56;68,73;1,85;188,65;6,53;7,25;76,61
07.04.2021 04:00:56;59,02;3,55;313,43;10,69;12,12;66,13
07.04.2021 05:00:56;49,82;3,20;314,81;10,39;11,52;61,45
07.04.2021 06:00:56;49,99;2,36;228,71;8,00;8,89;74,99
07.04.2021 07:00:56;47,32;1,87;169,44;6,09;7,06;87,09
07.04.2021 08:00:56;57,08;3,04;358,18;26,19;31,20;69,22
07.04.2021 09:00:56;77,09;2,31;324,03;28,33;36,31;67,41
07.04.2021 10:00:56;91,17;1,24;211,61;13,99;18,08;81,65
07.04.2021 11:00:56;108,37;1,37;194,46;9,01;11,87;92,43
07.04.2021 12:00:56;109,16;0,95;189,32;6,29;7,95;95,88
07.04.2021 13:00:56;92,32;0,88;197,58;8,67;11,12;97,79
07.04.2021 14:00:56;69,26;0,90;198,68;11,04;14,35;97,56
07.04.2021 15:00:56;55,62;1,15;189,99;7,59;9,67;98,65
07.04.2021 16:00:56;46,75;1,17;188,44;5,15;6,73;99,14
07.04.2021 17:00:56;40,84;1,09;189,65;8,09;9,92;98,57
07.04.2021 18:00:56;41,53;1,51;193,19;7,92;9,35;98,18
07.04.2021 19:00:56;41,07;1,69;234,96;15,62;17,57;89,38
07.04.2021 20:00:56;30,86;1,80;233,84;17,97;20,01;80,49
07.04.2021 21:00:56;32,53;3,01;277,26;20,64;22,51;72,15
07.04.2021 22:00:56;33,49;2,00;200,63;11,49;12,79;78,82
07.04.2021 23:00:56;31,70;1,59;214,75;8,11;9,41;84,89
08.04.2021 00:00:56;29,41;1,57;182,74;7,95;8,94;85,61
08.04.2021 01:00:56;30,77;1,69;147,69;8,36;9,08;81,58
08.04.2021 02:00:56;28,72;0,86;85,53;6,82;7,53;85,03
08.04.2021 03:00:56;27,05;0,75;83,40;4,47;4,99;82,97
08.04.2021 04:00:56;24,12;0,44;76,13;4,65;5,23;80,62
08.04.2021 05:00:56;23,32;3,14;241,16;15,83;16,80;54,81
08.04.2021 06:00:56;35,47;8,67;435,94;35,81;37,51;19,04
08.04.2021 07:00:56;39,95;7,92;567,20;43,24;49,57;12,53
08.04.2021 08:00:56;42,90;7,14;721,48;51,59;66,93;12,75
08.04.2021 09:00:56;50,81;7,13;734,85;73,89;108,05;10,08
08.04.2021 10:00:56;63,54;7,77;664,96;67,57;99,52;20,74
08.04.2021 11:00:56;63,06;10,93;980,87;-;158,84;22,46
08.04.2021 12:00:56;68,96;6,04;624,11;73,48;102,27;45,94
08.04.2021 13:00:56;66,09;7,92;599,88;68,12;92,23;61,61
08.04.2021 14:00:56;73,55;8,44;336,51;37,03;-;81,16
08.04.2021 15:00:56;66,76;3,79;241,46;21,47;27,62;91,36
08.04.2021 16:00:56;59,35;0,79;160,42;10,79;14,75;89,97
08.04.2021 17:00:56;42,44;0,44;122,82;7,52;9,90;85,39
08.04.2021 18:00:56;33,10;0,31;109,62;6,97;8,73;84,19
08.04.2021 19:00:56;33,44;0,43;99,69;6,59;8,14;82,88
08.04.2021 20:00:56;25,52;0,71;92,15;8,50;10,23;82,06
08.04.2021 21:00:56;18,05;2,05;115,14;12,38;14,36;73,10
08.04.2021 22:00:56;21,58;2,71;115,88;7,98;9,09;71,30
08.04.2021 23:00:56;24,41;1,96;85,80;6,67;7,93;72,83
09.04.2021 00:00:56;23,08;2,77;304,55;26,08;32,56;38,74
09.04.2021 01:00:56;23,01;2,12;457,42;38,57;42,69;16,39
09.04.2021 02:00:56;26,14;4,06;316,59;21,75;23,80;32,00
09.04.2021 03:00:56;25,46;1,97;236,19;13,71;15,34;36,82
09.04.2021 04:00:56;24,95;1,85;251,85;12,54;14,13;35,21
09.04.2021 05:00:56;26,49;1,76;222,04;11,55;13,05;39,26
09.04.2021 06:00:56;27,14;1,23;239,98;13,34;14,84;37,17
09.04.2021 07:00:56;20,64;0,89;206,34;11,86;13,45;42,23
09.04.2021 08:00:56;15,62;0,72;270,63;22,30;25,97;31,07
09.04.2021 09:00:56;11,33;0,85;190,49;7,76;10,15;48,46
09.04.2021 10:00:56;7,96;1,17;331,21;29,58;36,78;32,88
09.04.2021 11:00:56;8,43;1,54;368,56;30,11;38,45;35,41
09.04.2021 12:00:56;10,93;1,80;295,47;21,93;27,67;43,46
09.04.2021 13:00:56;10,08;0,76;238,26;18,16;22,76;47,60
09.04.2021 14:00:56;9,35;0,99;168,72;7,27;9,23;61,49
09.04.2021 15:00:56;7,50;1,36;188,11;9,61;12,13;64,43
09.04.2021 16:00:56;8,95;1,25;189,34;8,79;10,93;70,98
09.04.2021 17:00:56;7,24;0,98;206,23;10,43;13,18;70,19
09.04.2021 18:00:56;5,82;1,27;195,94;11,67;14,62;68,61
09.04.2021 19:00:56;4,50;1,30;251,96;15,34;18,27;62,98
09.04.2021 20:00:56;8,43;1,18;264,93;19,04;23,24;56,54
09.04.2021 21:00:56;7,61;0,77;225,55;15,68;20,89;55,01
09.04.2021 22:00:56;10,72;0,49;196,57;11,02;13,15;56,19
09.04.2021 23:00:56;8,92;0,55;191,85;7,27;8,74;60,09
10.04.2021 00:00:56;7,55;0,47;185,12;6,68;8,07;58,52
10.04.2021 01:00:56;7,41;0,38;209,37;5,85;6,81;58,07
10.04.2021 02:00:56;7,49;0,29;201,92;4,93;5,80;65,37
10.04.2021 03:00:56;6,05;0,35;200,96;4,17;5,15;69,00
10.04.2021 04:00:56;4,92;0,26;207,13;4,24;5,04;70,14
10.04.2021 05:00:56;4,43;0,33;209,39;4,09;4,81;71,17
10.04.2021 06:00:56;3,44;0,32;204,44;4,30;4,95;71,22
10.04.2021 07:00:56;7,66;0,51;210,83;4,72;5,48;71,82
10.04.2021 08:00:56;7,27;0,47;214,45;4,43;5,49;75,30
10.04.2021 09:00:56;8,02;0,90;220,05;5,07;6,41;74,91
10.04.2021 10:00:56;6,23;1,47;224,77;4,96;6,64;73,15
10.04.2021 11:00:56;4,84;1,41;226,94;5,29;6,86;73,52
10.04.2021 12:00:56;4,43;1,55;228,33;5,68;7,43;78,99
10.04.2021 13:00:56;11,52;1,16;224,72;5,99;7,49;81,37
10.04.2021 14:00:56;15,01;1,27;230,50;7,19;9,23;80,46
10.04.2021 15:00:56;12,41;1,52;220,60;6,40;8,22;79,98
10.04.2021 16:00:56;14,74;1,69;221,05;7,07;9,45;79,64
10.04.2021 17:00:56;13,73;1,48;245,80;8,04;10,05;77,74
10.04.2021 18:00:56;18,69;1,83;239,09;8,27;9,95;79,03
10.04.2021 19:00:56;15,21;1,41;216,86;10,20;12,62;78,50
10.04.2021 20:00:56;20,86;2,09;241,87;8,68;9,96;78,71
10.04.2021 21:00:56;18,10;2,11;275,62;10,39;12,15;73,39
10.04.2021 22:00:56;15,71;2,73;275,18;9,86;11,90;70,19
10.04.2021 23:00:56;16,58;1,94;248,23;7,21;8,48;68,47
11.04.2021 00:00:56;12,96;2,10;265,84;7,08;8,27;69,04
11.04.2021 01:00:56;10,22;1,97;272,84;6,09;6,88;68,63
11.04.2021 02:00:56;11,02;1,77;256,41;5,45;6,06;70,74
11.04.2021 03:00:56;8,94;1,80;242,74;4,78;5,22;72,77
11.04.2021 04:00:56;7,17;1,55;227,08;4,57;4,94;73,59
