Tarih;Konya Laboratuvar Yaygýnlaþtýrma;;;;;
;PM10 ( l/dk );SO2 ( mg/m3 );CO ( mg/m3 );NO2 ( mg/m3 );NOX ( mg/m3 );O3 ( mg/m3 )
16.01.2021 10:00:56;16,66;4,76;296,86;21,74;26,18;41,33
16.01.2021 11:00:56;15,74;3,93;332,95;20,02;24,47;38,90
16.01.2021 12:00:56;21,08;4,09;425,92;20,51;25,92;37,23
16.01.2021 13:00:56;28,01;3,93;403,41;20,20;26,10;36,03
16.01.2021 14:00:56;33,98;3,85;430,16;22,85;31,63;35,44
16.01.2021 15:00:56;44,28;3,88;436,36;24,43;31,24;32,77
16.01.2021 16:00:56;53,93;2,94;317,19;20,36;25,98;35,50
16.01.2021 17:00:56;51,80;2,26;375,29;24,63;31,28;29,12
16.01.2021 18:00:56;49,91;2,55;436,07;30,92;37,71;24,51
16.01.2021 19:00:56;49,64;2,71;559,70;33,99;39,11;18,82
16.01.2021 20:00:56;48,90;3,51;554,21;36,65;41,59;15,12
16.01.2021 21:00:56;51,94;5,58;519,60;29,86;33,48;23,09
16.01.2021 22:00:56;54,26;3,44;393,17;21,01;23,31;27,53
16.01.2021 23:00:56;49,23;4,30;456,41;24,19;27,33;23,97
17.01.2021 00:00:56;47,18;7,75;576,45;31,64;36,99;20,62
17.01.2021 01:00:56;46,49;7,04;340,05;23,35;27,84;51,21
17.01.2021 02:00:56;37,24;4,78;157,29;7,79;8,83;70,57
17.01.2021 03:00:56;26,95;4,77;163,43;7,65;8,65;69,47
17.01.2021 04:00:56;22,06;4,67;256,47;9,12;10,00;63,90
17.01.2021 05:00:56;19,29;4,54;313,48;11,10;12,17;56,54
17.01.2021 06:00:56;16,31;5,99;323,32;13,41;14,58;50,41
17.01.2021 07:00:56;14,64;5,81;497,52;44,07;51,69;27,56
17.01.2021 08:00:56;10,78;4,82;696,05;76,65;104,61;2,24
17.01.2021 09:00:56;10,87;5,70;665,87;58,25;81,65;17,73
17.01.2021 10:00:56;11,77;5,11;144,64;9,63;12,02;56,49
17.01.2021 11:00:56;10,88;10,89;532,68;41,82;57,04;30,70
17.01.2021 12:00:56;13,44;15,06;585,20;42,30;58,70;29,78
17.01.2021 13:00:56;20,64;12,02;542,13;35,72;47,82;32,94
17.01.2021 14:00:56;29,43;22,03;595,20;42,47;52,15;28,40
17.01.2021 15:00:56;33,36;13,82;562,07;47,28;58,52;27,26
17.01.2021 16:00:56;33,50;9,22;529,73;48,04;56,94;26,05
17.01.2021 17:00:56;30,95;5,83;352,51;24,35;29,48;44,27
17.01.2021 18:00:56;26,99;4,99;349,68;23,68;27,10;42,40
17.01.2021 19:00:56;22,88;5,39;362,35;22,11;25,16;43,68
17.01.2021 20:00:56;22,03;4,22;335,71;16,62;19,59;48,24
17.01.2021 21:00:56;17,00;4,41;323,50;12,80;14,85;49,35
17.01.2021 22:00:56;13,60;4,80;312,15;9,56;11,10;50,88
17.01.2021 23:00:56;12,18;5,15;338,12;10,63;12,71;49,89
18.01.2021 00:00:56;9,45;6,99;367,54;13,46;15,61;51,08
18.01.2021 01:00:56;6,61;5,78;353,87;14,99;16,49;42,53
18.01.2021 02:00:56;8,09;5,68;483,38;26,07;28,62;30,09
18.01.2021 03:00:56;10,78;7,53;635,31;28,70;30,94;24,61
18.01.2021 04:00:56;8,63;5,28;475,19;23,44;25,02;30,15
18.01.2021 05:00:56;7,06;4,95;595,99;31,40;33,14;21,61
18.01.2021 06:00:56;7,20;6,63;728,88;35,19;37,56;17,29
18.01.2021 07:00:56;7,96;3,59;470,30;19,90;22,22;26,66
18.01.2021 08:00:56;7,64;3,30;444,76;34,15;43,02;22,54
18.01.2021 09:00:56;6,96;4,86;701,52;62,12;89,33;8,65
18.01.2021 10:00:56;9,75;8,19;734,80;58,75;89,45;15,13
18.01.2021 11:00:56;15,19;12,12;557,60;42,82;60,78;26,54
18.01.2021 12:00:56;16,87;7,24;417,19;27,05;35,32;36,11
18.01.2021 13:00:56;15,04;8,10;420,07;31,37;39,95;34,64
18.01.2021 14:00:56;19,51;9,13;487,11;36,84;46,62;32,11
18.01.2021 15:00:56;27,79;4,84;367,28;24,41;31,22;36,56
18.01.2021 16:00:56;29,86;5,62;332,91;23,66;31,03;44,12
18.01.2021 17:00:56;22,97;8,29;435,44;31,77;40,10;41,84
18.01.2021 18:00:56;18,04;7,51;405,61;43,47;51,54;36,16
18.01.2021 19:00:56;17,95;9,97;502,01;54,99;61,89;26,51
18.01.2021 20:00:56;17,70;12,66;645,74;70,33;84,08;17,87
18.01.2021 21:00:56;15,50;13,08;727,02;68,33;75,29;9,14
18.01.2021 22:00:56;18,90;17,02;753,73;72,08;77,80;6,56
18.01.2021 23:00:56;28,80;17,09;642,75;60,26;65,45;17,36
19.01.2021 00:00:56;30,75;10,31;400,70;19,40;22,22;51,25
19.01.2021 01:00:56;21,65;8,34;293,81;14,83;16,63;53,50
19.01.2021 02:00:56;16,31;7,12;275,89;10,71;11,78;60,53
19.01.2021 03:00:56;13,34;6,23;269,66;11,96;12,82;60,44
19.01.2021 04:00:56;10,18;5,41;245,81;11,26;11,99;61,02
19.01.2021 05:00:56;7,58;4,86;225,68;9,80;10,49;61,37
19.01.2021 06:00:56;6,05;4,11;232,05;10,57;11,24;58,74
19.01.2021 07:00:56;4,64;6,94;278,96;14,83;16,41;55,79
19.01.2021 08:00:56;3,48;5,68;312,59;21,10;23,25;50,36
19.01.2021 09:00:56;2,91;3,38;263,00;22,70;25,99;45,23
19.01.2021 10:00:56;2,84;5,38;309,48;21,39;26,75;47,75
19.01.2021 11:00:56;3,67;7,96;294,11;19,06;26,27;55,85
19.01.2021 12:00:56;4,67;4,49;217,22;12,85;17,31;65,31
19.01.2021 13:00:56;4,58;6,02;261,59;19,19;26,21;65,63
19.01.2021 14:00:56;-;-;334,02;18,87;-;66,74
19.01.2021 15:00:56;14,05;6,41;339,72;23,22;30,22;66,74
19.01.2021 16:00:56;15,77;5,83;318,14;21,38;27,46;66,39
19.01.2021 17:00:56;14,07;5,41;324,84;24,42;30,37;63,89
19.01.2021 18:00:56;14,29;4,39;355,83;29,66;34,83;58,23
19.01.2021 19:00:56;13,02;6,21;408,73;37,97;43,86;49,53
19.01.2021 20:00:56;14,78;6,21;391,04;37,80;42,47;39,68
19.01.2021 21:00:56;17,66;4,29;444,45;24,31;26,84;44,54
19.01.2021 22:00:56;15,96;11,12;458,49;23,80;26,13;47,06
19.01.2021 23:00:56;11,61;10,52;342,62;15,22;16,62;54,03
20.01.2021 00:00:56;8,85;12,34;396,43;16,07;17,66;53,29
20.01.2021 01:00:56;7,19;8,44;318,31;14,27;15,54;50,39
20.01.2021 02:00:56;8,22;8,95;330,21;12,58;13,63;53,88
20.01.2021 03:00:56;-;5,95;-;8,20;8,61;59,02
20.01.2021 04:00:56;7,87;4,71;212,31;6,98;7,25;57,33
20.01.2021 05:00:56;5,51;4,13;193,58;7,00;7,22;61,03
20.01.2021 06:00:56;4,25;6,17;292,45;12,25;12,99;56,46
20.01.2021 07:00:56;3,54;6,73;333,13;15,24;16,71;53,32
20.01.2021 08:00:56;2,96;6,44;373,14;34,17;38,45;41,88
20.01.2021 09:00:56;4,63;9,42;544,48;51,92;65,95;28,60
20.01.2021 10:00:56;11,36;11,77;535,07;48,60;65,39;40,13
20.01.2021 11:00:56;17,08;6,68;246,97;13,00;17,36;63,14
20.01.2021 12:00:56;15,12;5,40;227,42;10,06;13,06;66,89
20.01.2021 13:00:56;13,69;5,31;246,73;11,45;14,61;67,41
20.01.2021 14:00:56;15,12;4,40;268,87;10,91;14,07;69,98
20.01.2021 15:00:56;18,95;5,00;264,85;12,66;16,16;71,70
20.01.2021 16:00:56;20,28;4,74;285,52;16,58;21,31;70,08
20.01.2021 17:00:56;14,65;5,50;302,91;18,31;22,21;68,24
20.01.2021 18:00:56;15,03;6,63;366,30;25,64;29,46;60,51
20.01.2021 19:00:56;19,97;13,22;523,05;57,16;64,30;34,42
20.01.2021 20:00:56;22,42;13,12;473,79;46,31;51,62;30,42
20.01.2021 21:00:56;23,82;7,04;345,21;28,55;30,81;43,72
20.01.2021 22:00:56;21,54;6,67;400,68;27,86;30,45;42,55
20.01.2021 23:00:56;19,96;7,88;382,57;26,60;29,01;41,27
21.01.2021 00:00:56;19,57;5,86;305,75;24,42;26,63;36,67
21.01.2021 01:00:56;13,70;9,71;487,06;23,22;24,79;31,02
21.01.2021 02:00:56;9,59;5,16;278,53;16,90;18,00;42,09
21.01.2021 03:00:56;10,88;4,53;274,00;13,23;13,93;43,65
21.01.2021 04:00:56;12,71;9,73;620,54;19,36;20,42;33,23
21.01.2021 05:00:56;8,90;8,99;528,33;21,42;23,03;32,87
21.01.2021 06:00:56;8,63;14,61;782,45;24,44;26,01;24,57
21.01.2021 07:00:56;9,42;12,90;771,95;36,73;41,55;16,90
21.01.2021 08:00:56;7,13;13,15;773,93;45,35;54,47;16,42
21.01.2021 09:00:56;4,99;9,30;631,01;46,61;61,01;18,75
21.01.2021 10:00:56;12,42;26,83;1.041,86;70,50;105,06;20,31
21.01.2021 11:00:56;30,64;32,47;1.242,18;103,40;163,90;26,66
21.01.2021 12:00:56;162,53;59,18;2.459,00;209,83;348,79;14,70
21.01.2021 13:00:56;256,07;63,28;1.394,69;117,04;178,15;26,11
21.01.2021 14:00:56;169,56;55,02;1.084,30;88,64;126,20;38,91
21.01.2021 15:00:56;124,74;61,81;926,88;68,11;90,77;50,81
21.01.2021 16:00:56;77,92;13,54;615,68;41,96;52,65;61,37
21.01.2021 17:00:56;56,88;11,13;584,72;45,42;53,66;53,48
21.01.2021 18:00:56;61,51;13,00;657,99;58,35;67,22;37,86
21.01.2021 19:00:56;62,68;10,72;561,71;55,10;61,19;25,36
21.01.2021 20:00:56;53,96;10,40;636,73;52,98;60,43;21,81
21.01.2021 21:00:56;42,46;12,35;783,62;44,75;52,67;25,47
21.01.2021 22:00:56;50,27;8,45;574,31;43,52;49,17;22,41
21.01.2021 23:00:56;61,74;16,22;631,30;31,35;34,70;29,50
22.01.2021 00:00:56;46,20;15,66;631,99;32,70;36,73;26,12
22.01.2021 01:00:56;27,68;13,36;682,86;27,48;30,16;27,52
22.01.2021 02:00:56;38,09;-;1.028,92;-;-;-
22.01.2021 03:00:56;47,64;17,52;958,73;36,49;40,49;22,89
22.01.2021 04:00:56;39,02;18,98;1.132,41;40,95;45,18;15,97
22.01.2021 05:00:56;35,84;20,26;1.257,52;60,73;72,01;5,18
22.01.2021 06:00:56;45,56;19,74;1.417,59;78,06;98,88;1,12
22.01.2021 07:00:56;52,46;26,12;1.177,64;75,65;92,53;1,60
22.01.2021 08:00:56;49,88;27,13;1.670,82;84,46;116,76;2,54
22.01.2021 09:00:56;50,09;23,29;1.430,70;82,02;120,62;6,38
22.01.2021 10:00:56;64,21;35,20;1.253,56;93,79;148,15;12,69
22.01.2021 11:00:56;74,18;23,27;893,15;87,45;133,88;22,34
22.01.2021 12:00:56;73,08;34,27;1.324,30;131,94;206,18;25,14
22.01.2021 13:00:56;173,47;68,03;2.354,57;243,06;371,34;20,50
22.01.2021 14:00:56;271,68;66,76;1.372,12;131,96;185,67;33,92
22.01.2021 15:00:56;195,01;46,30;794,66;61,82;80,21;53,76
22.01.2021 16:00:56;114,07;39,31;611,81;54,17;67,34;56,58
22.01.2021 17:00:56;75,63;44,30;674,45;67,75;80,87;45,73
22.01.2021 18:00:56;62,19;28,52;824,83;95,08;114,09;21,84
22.01.2021 19:00:56;55,61;17,80;759,97;72,06;80,46;17,82
22.01.2021 20:00:56;43,18;27,53;932,83;56,86;68,81;23,52
22.01.2021 21:00:56;50,86;10,49;374,53;34,89;39,20;36,31
22.01.2021 22:00:56;51,96;10,85;572,01;44,11;49,83;28,41
22.01.2021 23:00:56;44,48;15,30;550,35;43,54;49,84;26,93
23.01.2021 00:00:56;57,94;19,79;892,21;53,93;66,11;19,42
23.01.2021 01:00:56;56,79;15,46;744,72;38,56;44,46;24,59
23.01.2021 02:00:56;48,48;9,20;555,46;25,42;28,09;29,50
23.01.2021 03:00:56;41,14;6,61;311,41;20,42;22,29;35,13
23.01.2021 04:00:56;45,56;10,63;748,97;30,18;32,81;27,44
23.01.2021 05:00:56;36,67;11,60;654,57;27,21;29,36;25,23
23.01.2021 06:00:56;25,84;12,54;966,17;30,24;33,39;20,73
23.01.2021 07:00:56;19,25;12,15;897,20;27,36;31,46;21,27
23.01.2021 08:00:56;24,83;10,04;604,11;37,47;43,77;16,54
23.01.2021 09:00:56;20,39;14,80;882,30;43,87;57,27;22,03
23.01.2021 10:00:56;24,40;28,57;1.032,14;59,07;82,97;22,42
23.01.2021 11:00:56;42,78;26,85;893,13;63,33;90,89;32,45
23.01.2021 12:00:56;53,46;44,44;1.040,91;76,38;107,31;42,21
23.01.2021 13:00:56;67,44;61,10;1.611,73;119,26;158,43;46,72
23.01.2021 14:00:56;79,90;17,99;622,25;38,75;47,59;72,23
23.01.2021 15:00:56;80,46;38,72;659,11;45,16;55,94;71,51
23.01.2021 16:00:56;70,13;41,51;693,63;51,64;62,87;67,50
23.01.2021 17:00:56;69,53;20,40;494,50;43,47;52,07;63,14
23.01.2021 18:00:56;66,55;17,46;573,09;53,06;59,94;50,06
23.01.2021 19:00:56;62,83;28,77;886,51;67,15;76,65;25,18
23.01.2021 20:00:56;68,00;19,32;735,57;43,02;47,60;35,92
23.01.2021 21:00:56;66,90;9,17;383,71;27,69;29,99;42,71
23.01.2021 22:00:56;58,57;11,03;417,25;26,48;29,13;44,70
23.01.2021 23:00:56;48,85;14,59;423,53;31,31;34,50;42,68
24.01.2021 00:00:56;42,47;10,66;360,44;25,83;28,22;43,50
24.01.2021 01:00:56;42,59;7,39;337,93;21,49;23,50;41,07
24.01.2021 02:00:56;42,02;11,96;633,89;30,60;33,72;31,21
24.01.2021 03:00:56;40,32;20,90;1.174,68;42,24;48,47;17,70
24.01.2021 04:00:56;44,55;10,96;573,62;23,84;25,94;26,17
24.01.2021 05:00:56;43,79;10,44;653,55;19,84;21,62;27,60
24.01.2021 06:00:56;38,16;9,70;500,94;23,72;25,85;27,33
24.01.2021 07:00:56;30,61;11,56;751,97;32,74;35,80;20,32
24.01.2021 08:00:56;25,81;16,80;1.818,60;65,36;94,74;9,00
24.01.2021 09:00:56;29,96;18,03;1.767,18;103,47;176,70;2,15
24.01.2021 10:00:56;51,42;25,63;2.029,03;118,47;203,01;5,77
24.01.2021 11:00:56;71,72;34,53;1.847,84;103,47;158,29;20,81
24.01.2021 12:00:56;80,75;19,24;965,26;43,82;58,67;49,50
24.01.2021 13:00:56;79,19;15,23;783,87;34,59;44,32;61,27
24.01.2021 14:00:56;66,29;6,30;306,25;20,25;25,36;67,25
24.01.2021 15:00:56;50,04;5,90;282,89;20,13;24,60;68,55
24.01.2021 16:00:56;41,66;6,80;282,42;19,60;23,06;66,27
24.01.2021 17:00:56;32,41;9,46;297,09;24,01;27,24;63,71
24.01.2021 18:00:56;28,65;11,06;313,72;24,32;27,48;62,48
24.01.2021 19:00:56;27,57;10,98;337,22;23,54;26,25;60,47
24.01.2021 20:00:56;28,34;11,18;351,92;23,85;26,57;59,76
24.01.2021 21:00:56;25,38;11,99;420,93;28,73;31,25;51,97
24.01.2021 22:00:56;18,44;10,21;329,05;25,60;29,14;51,90
24.01.2021 23:00:56;20,77;35,96;1.265,64;64,39;71,26;20,27
25.01.2021 00:00:56;31,33;22,33;923,26;45,35;50,82;26,32
25.01.2021 01:00:56;39,03;15,29;712,05;36,07;39,99;33,91
25.01.2021 02:00:56;42,21;20,04;961,66;38,63;42,24;29,49
25.01.2021 03:00:56;42,28;12,93;679,05;28,85;31,22;34,59
25.01.2021 04:00:56;41,41;12,13;637,16;24,53;26,84;37,84
25.01.2021 05:00:56;36,96;10,15;777,59;25,20;27,25;32,69
25.01.2021 06:00:56;30,48;11,09;799,62;29,36;31,84;28,69
25.01.2021 07:00:56;30,13;13,79;1.054,62;48,92;55,96;23,18
25.01.2021 08:00:56;30,56;13,50;1.192,14;75,52;107,08;8,04
25.01.2021 09:00:56;34,28;15,58;1.195,58;68,09;92,24;9,81
25.01.2021 10:00:56;40,81;16,87;1.217,28;87,60;123,57;6,71
25.01.2021 11:00:56;44,30;32,06;2.128,73;163,62;300,30;6,73
25.01.2021 12:00:56;71,06;40,45;2.340,00;207,31;394,95;6,84
25.01.2021 13:00:56;103,82;37,82;1.859,53;171,45;295,74;7,53
25.01.2021 14:00:56;120,55;55,73;1.979,04;173,90;285,86;11,98
25.01.2021 15:00:56;135,98;41,14;1.407,93;134,94;194,96;11,25
25.01.2021 16:00:56;132,24;26,78;1.103,05;114,35;158,91;7,98
25.01.2021 17:00:56;120,50;28,29;762,73;86,16;122,59;22,97
25.01.2021 18:00:56;100,90;17,28;568,47;60,02;73,66;31,48
25.01.2021 19:00:56;75,75;12,15;347,54;31,84;39,20;54,91
25.01.2021 20:00:56;54,38;12,25;447,57;45,62;54,39;42,84
25.01.2021 21:00:56;41,90;20,24;789,10;69,45;81,28;17,65
25.01.2021 22:00:56;39,46;17,26;825,99;61,11;74,50;21,16
25.01.2021 23:00:56;38,16;24,54;1.200,23;59,45;72,34;10,52
26.01.2021 00:00:56;43,52;27,89;1.083,30;48,47;57,22;14,55
26.01.2021 01:00:56;55,01;26,23;1.075,27;57,18;69,30;8,40
26.01.2021 02:00:56;58,86;27,53;1.227,18;49,84;57,29;9,14
26.01.2021 03:00:56;57,51;17,56;877,88;38,64;42,64;14,65
26.01.2021 04:00:56;56,97;17,43;1.080,12;39,55;43,73;14,42
26.01.2021 05:00:56;57,92;13,40;954,85;40,06;44,41;14,33
26.01.2021 06:00:56;54,46;12,16;961,42;35,70;39,68;21,55
26.01.2021 07:00:56;50,84;10,56;779,83;35,37;40,60;23,37
26.01.2021 08:00:56;47,49;12,50;989,37;62,11;76,49;12,18
26.01.2021 09:00:56;45,25;17,67;1.279,08;79,58;102,48;7,79
26.01.2021 10:00:56;44,72;19,63;1.019,88;88,68;124,57;13,22
26.01.2021 11:00:56;43,02;18,33;657,80;70,07;97,70;24,22
26.01.2021 12:00:56;39,95;13,26;270,25;24,38;30,50;50,81
26.01.2021 13:00:56;35,84;11,61;239,38;25,07;30,72;51,69
26.01.2021 14:00:56;34,54;11,44;231,86;26,02;35,44;56,85
26.01.2021 15:00:56;33,52;8,90;214,01;28,47;35,31;56,07
26.01.2021 16:00:56;33,06;8,72;242,51;30,89;39,73;56,23
26.01.2021 17:00:56;35,66;8,45;269,49;28,52;33,34;59,39
26.01.2021 18:00:56;35,77;10,09;321,71;32,70;36,82;49,35
26.01.2021 19:00:56;34,29;12,81;348,58;33,99;38,11;44,36
26.01.2021 20:00:56;37,32;11,63;377,17;34,74;39,04;40,46
26.01.2021 21:00:56;35,27;10,16;407,92;31,53;34,93;39,08
26.01.2021 22:00:56;33,11;8,79;328,93;24,59;27,08;42,43
26.01.2021 23:00:56;29,45;9,59;299,39;19,22;21,39;49,27
27.01.2021 00:00:56;24,18;9,51;297,32;18,14;21,83;47,82
27.01.2021 01:00:56;26,38;7,65;275,20;15,73;17,44;51,12
27.01.2021 02:00:56;29,20;6,90;240,66;13,14;14,60;51,82
27.01.2021 03:00:56;24,61;6,42;241,34;12,17;13,44;53,06
27.01.2021 04:00:56;22,12;5,27;238,12;12,12;13,38;53,52
27.01.2021 05:00:56;20,75;5,30;189,91;10,86;12,03;57,25
27.01.2021 06:00:56;21,66;4,15;186,85;10,92;12,08;54,81
27.01.2021 07:00:56;23,71;7,50;207,20;14,81;16,38;54,46
27.01.2021 08:00:56;22,54;5,17;185,12;16,18;18,36;55,20
27.01.2021 09:00:56;25,17;4,83;222,23;23,57;27,46;47,43
27.01.2021 10:00:56;28,11;7,50;238,77;23,43;29,02;51,76
27.01.2021 11:00:56;33,11;7,39;240,15;21,15;27,68;54,98
27.01.2021 12:00:56;51,02;18,16;230,15;21,56;26,90;57,06
27.01.2021 13:00:56;65,53;3,52;113,54;9,78;12,72;64,09
27.01.2021 14:00:56;56,65;2,82;120,44;11,21;15,22;63,12
27.01.2021 15:00:56;48,07;3,71;123,58;11,65;15,15;64,25
27.01.2021 16:00:56;45,06;4,19;129,67;10,39;12,54;66,43
27.01.2021 17:00:56;40,87;3,17;145,32;12,74;17,43;61,55
27.01.2021 18:00:56;35,31;3,01;235,16;26,41;31,17;52,81
27.01.2021 19:00:56;31,87;3,16;245,77;25,09;28,91;55,90
27.01.2021 20:00:56;29,54;3,06;271,84;26,66;31,93;54,66
27.01.2021 21:00:56;27,98;3,61;301,56;27,06;30,98;53,90
27.01.2021 22:00:56;24,38;6,15;385,62;33,30;36,41;48,69
27.01.2021 23:00:56;19,77;6,22;261,46;20,12;23,43;61,20
28.01.2021 00:00:56;18,86;5,73;235,96;13,30;15,20;64,17
28.01.2021 01:00:56;16,45;14,71;488,87;27,36;29,35;47,41
28.01.2021 02:00:56;15,02;5,98;223,68;8,13;9,19;66,19
28.01.2021 03:00:56;16,63;3,87;193,72;5,79;6,66;67,85
28.01.2021 04:00:56;15,72;2,88;175,64;4,96;5,63;69,36
28.01.2021 05:00:56;11,99;2,05;153,74;3,61;4,09;69,39
28.01.2021 06:00:56;9,85;4,38;257,67;10,03;10,86;63,90
28.01.2021 07:00:56;9,16;3,31;238,52;11,89;13,53;62,17
28.01.2021 08:00:56;9,17;4,17;337,61;23,20;25,72;54,44
28.01.2021 09:00:56;9,09;2,10;189,67;8,44;10,43;64,78
28.01.2021 10:00:56;7,85;2,48;181,00;6,11;7,78;64,37
28.01.2021 11:00:56;7,37;2,48;174,67;5,92;7,70;63,79
28.01.2021 12:00:56;7,20;2,64;184,41;6,00;7,60;64,14
28.01.2021 13:00:56;9,53;2,63;192,73;6,12;7,87;66,08
28.01.2021 14:00:56;9,33;3,66;221,88;8,90;11,97;67,74
28.01.2021 15:00:56;6,82;2,42;224,22;8,48;10,69;68,90
28.01.2021 16:00:56;4,94;1,83;210,64;6,10;7,68;69,00
28.01.2021 17:00:56;5,34;3,05;217,35;7,24;9,70;66,48
28.01.2021 18:00:56;6,13;2,83;238,87;9,04;11,20;64,56
28.01.2021 19:00:56;4,54;3,42;260,10;15,65;17,74;54,42
28.01.2021 20:00:56;7,70;8,52;465,45;38,94;45,70;43,04
28.01.2021 21:00:56;12,02;14,67;558,33;40,82;45,05;40,41
28.01.2021 22:00:56;12,16;8,99;504,50;25,49;28,40;45,16
28.01.2021 23:00:56;15,57;7,82;437,26;20,93;22,86;46,06
29.01.2021 00:00:56;16,93;9,10;381,75;18,88;20,74;47,85
29.01.2021 01:00:56;13,30;4,61;275,90;12,67;14,05;56,14
29.01.2021 02:00:56;12,53;4,04;224,52;11,50;13,02;53,65
29.01.2021 03:00:56;12,58;3,27;260,25;11,88;12,86;48,52
29.01.2021 04:00:56;9,90;4,12;261,33;10,05;10,94;50,92
29.01.2021 05:00:56;7,34;3,38;198,32;7,04;7,71;54,35
29.01.2021 06:00:56;6,08;2,67;181,88;6,95;7,85;54,96
29.01.2021 07:00:56;5,08;2,50;171,21;5,84;6,73;57,59
29.01.2021 08:00:56;3,97;2,71;186,02;6,63;7,77;57,05
29.01.2021 09:00:56;2,89;3,82;282,55;18,46;22,74;46,71
29.01.2021 10:00:56;2,82;5,04;258,21;15,15;20,53;50,72
29.01.2021 11:00:56;6,09;7,73;322,58;24,30;34,00;49,38
29.01.2021 12:00:56;8,60;3,77;182,92;8,99;11,51;59,25
29.01.2021 13:00:56;6,73;3,18;179,03;7,68;9,93;63,90
29.01.2021 14:00:56;5,43;2,83;181,68;8,05;10,41;67,06
29.01.2021 15:00:56;4,47;2,36;171,75;6,67;8,41;70,85
29.01.2021 16:00:56;8,14;2,48;175,37;6,14;8,40;73,73
29.01.2021 17:00:56;11,66;2,35;187,61;7,22;9,09;74,07
29.01.2021 18:00:56;8,75;1,91;179,94;9,68;11,94;71,38
29.01.2021 19:00:56;7,11;4,23;253,58;22,36;25,71;57,17
29.01.2021 20:00:56;6,39;3,38;188,01;11,74;13,30;62,48
29.01.2021 21:00:56;7,18;9,58;370,90;32,09;36,28;45,01
29.01.2021 22:00:56;8,14;5,51;234,13;13,71;15,28;56,95
29.01.2021 23:00:56;7,89;3,47;192,82;8,30;9,78;62,57
30.01.2021 00:00:56;6,45;4,45;236,92;12,92;14,59;59,46
30.01.2021 01:00:56;4,51;8,80;258,19;12,80;14,05;55,47
30.01.2021 02:00:56;3,42;5,91;240,42;10,62;11,58;59,10
30.01.2021 03:00:56;3,21;6,45;287,67;9,58;10,37;54,00
30.01.2021 04:00:56;4,48;10,74;543,22;24,55;25,98;38,29
30.01.2021 05:00:56;9,66;20,51;1.363,42;77,28;97,73;2,48
30.01.2021 06:00:56;17,43;15,04;1.205,55;76,99;93,32;-
30.01.2021 07:00:56;25,17;19,56;1.629,66;79,56;106,89;5,42
30.01.2021 08:00:56;29,20;15,87;1.521,86;67,09;88,13;5,88
30.01.2021 09:00:56;27,76;17,93;1.197,24;70,43;95,32;7,78
30.01.2021 10:00:56;33,80;33,30;1.962,36;108,43;171,95;7,85
30.01.2021 11:00:56;52,84;31,56;1.876,90;110,69;166,66;9,75
30.01.2021 12:00:56;67,04;41,14;1.993,45;107,41;154,82;13,92
30.01.2021 13:00:56;84,91;78,55;2.363,73;141,24;224,65;11,15
30.01.2021 14:00:56;110,73;103,02;1.549,27;103,30;153,49;22,08
30.01.2021 15:00:56;113,42;17,37;623,00;38,81;50,03;38,40
30.01.2021 16:00:56;97,51;15,78;555,08;40,87;51,14;29,89
30.01.2021 17:00:56;72,03;11,00;610,10;53,62;70,09;21,83
30.01.2021 18:00:56;55,54;12,29;878,07;68,41;87,89;12,45
30.01.2021 19:00:56;55,26;7,16;583,38;42,39;48,37;21,60
30.01.2021 20:00:56;50,74;5,72;399,10;26,70;30,41;32,61
30.01.2021 21:00:56;41,18;11,15;795,24;52,29;61,39;17,57
30.01.2021 22:00:56;39,74;9,26;647,88;36,62;41,48;21,34
30.01.2021 23:00:56;39,30;7,31;581,79;37,00;41,25;22,29
31.01.2021 00:00:56;34,50;6,34;402,78;26,66;30,35;32,83
31.01.2021 01:00:56;29,50;11,88;838,81;44,80;49,58;19,55
31.01.2021 02:00:56;29,60;6,97;467,43;25,05;27,63;33,61
31.01.2021 03:00:56;29,65;7,90;611,26;24,53;26,31;31,13
31.01.2021 04:00:56;27,20;8,65;439,24;20,40;21,94;39,32
31.01.2021 05:00:56;26,49;6,39;222,13;12,06;13,17;48,88
31.01.2021 06:00:56;19,34;5,78;251,55;13,89;15,02;48,55
31.01.2021 07:00:56;14,26;3,69;152,07;8,86;9,82;49,51
31.01.2021 08:00:56;10,27;4,22;171,10;12,03;12,90;43,02
31.01.2021 09:00:56;7,48;8,65;669,09;39,22;45,98;28,54
31.01.2021 10:00:56;8,81;15,99;1.174,90;61,17;83,11;19,52
31.01.2021 11:00:56;18,06;17,68;709,27;43,60;60,06;32,50
31.01.2021 12:00:56;29,13;20,74;478,82;26,00;34,98;50,11
31.01.2021 13:00:56;30,72;24,60;428,55;25,82;33,44;58,17
31.01.2021 14:00:56;26,43;8,33;201,16;11,69;14,65;62,58
31.01.2021 15:00:56;23,00;5,53;176,78;11,78;15,03;61,59
31.01.2021 16:00:56;18,14;4,11;153,93;11,41;14,06;61,65
31.01.2021 17:00:56;13,89;5,22;158,65;13,52;16,82;59,36
31.01.2021 18:00:56;11,27;5,91;240,98;18,22;21,17;55,52
31.01.2021 19:00:56;13,39;15,19;490,47;33,31;36,63;39,49
31.01.2021 20:00:56;19,94;10,15;381,87;26,67;31,10;33,64
31.01.2021 21:00:56;24,54;8,65;411,85;22,90;26,58;35,33
31.01.2021 22:00:56;29,58;14,20;949,41;38,42;44,68;22,36
