Tarih;Konya - Meram;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 )
25.03.2021 04:00:56;2,89;8,80;531,09;10,19;13,13
25.03.2021 05:00:56;0,48;8,76;537,62;10,40;13,11
25.03.2021 06:00:56;-;9,47;536,90;10,73;13,39
25.03.2021 07:00:56;-;10,91;618,23;15,05;18,66
25.03.2021 08:00:56;0,04;11,27;665,15;21,24;26,57
25.03.2021 09:00:56;0,60;11,44;687,66;28,01;40,31
25.03.2021 10:00:56;3,22;13,26;803,26;35,45;55,78
25.03.2021 11:00:56;8,81;14,71;800,37;34,55;50,96
25.03.2021 12:00:56;16,74;14,80;688,28;29,20;38,20
25.03.2021 13:00:56;21,53;14,20;620,74;25,75;32,58
25.03.2021 14:00:56;22,10;14,03;769,15;26,35;36,79
25.03.2021 15:00:56;25,11;15,37;753,71;27,79;41,13
25.03.2021 16:00:56;26,85;15,63;514,20;26,81;37,84
25.03.2021 17:00:56;22,94;15,91;462,66;32,53;43,78
25.03.2021 18:00:56;22,10;16,61;455,43;41,57;55,88
25.03.2021 19:00:56;24,45;16,68;475,56;50,28;67,34
25.03.2021 20:00:56;22,86;16,22;563,71;61,81;80,75
25.03.2021 21:00:56;19,25;15,03;591,55;61,61;78,14
25.03.2021 22:00:56;12,25;14,57;563,65;47,50;57,67
25.03.2021 23:00:56;6,44;13,80;527,12;35,94;44,83
26.03.2021 00:00:56;4,97;12,45;510,12;27,90;35,25
26.03.2021 01:00:56;4,59;11,88;534,05;22,71;26,61
26.03.2021 02:00:56;7,05;11,63;541,06;19,16;22,40
26.03.2021 03:00:56;7,92;11,26;536,85;15,91;18,56
26.03.2021 04:00:56;5,98;11,10;529,66;13,60;15,88
26.03.2021 05:00:56;5,55;11,05;543,88;12,85;14,81
26.03.2021 06:00:56;7,08;10,88;555,63;13,11;15,04
26.03.2021 07:00:56;9,03;11,03;571,27;15,06;18,28
26.03.2021 08:00:56;9,61;11,50;626,07;21,60;29,17
26.03.2021 09:00:56;13,11;11,98;710,62;30,47;46,06
26.03.2021 10:00:56;15,44;12,15;659,88;28,19;45,37
26.03.2021 11:00:56;14,07;12,06;502,35;23,37;37,59
26.03.2021 12:00:56;16,18;12,34;368,71;21,60;33,90
26.03.2021 13:00:56;21,14;13,79;246,39;17,45;26,75
26.03.2021 14:00:56;24,27;15,77;169,81;15,88;23,67
26.03.2021 15:00:56;17,12;16,74;143,72;15,89;23,45
26.03.2021 16:00:56;7,90;16,96;143,21;16,82;25,04
26.03.2021 17:00:56;5,64;16,87;148,64;17,73;25,63
26.03.2021 18:00:56;10,16;17,20;152,11;21,21;29,81
26.03.2021 19:00:56;13,46;18,13;169,35;29,50;39,56
26.03.2021 20:00:56;12,40;18,21;200,02;36,20;44,55
26.03.2021 21:00:56;9,41;16,86;245,79;33,32;39,46
26.03.2021 22:00:56;6,00;15,10;321,26;27,08;32,85
26.03.2021 23:00:56;-;13,92;412,24;23,86;28,14
27.03.2021 00:00:56;7,15;13,32;465,02;21,95;25,00
27.03.2021 01:00:56;9,47;13,25;493,45;20,03;22,91
27.03.2021 02:00:56;10,55;13,19;552,90;18,34;20,76
27.03.2021 03:00:56;12,44;12,54;556,61;14,91;16,91
27.03.2021 04:00:56;10,76;12,00;549,90;12,27;14,17
27.03.2021 05:00:56;5,77;13,78;741,93;18,09;20,10
27.03.2021 06:00:56;13,84;15,85;964,29;23,38;25,75
27.03.2021 07:00:56;21,53;17,76;1.183,33;27,10;31,02
27.03.2021 08:00:56;22,72;21,49;1.479,35;38,15;47,68
27.03.2021 09:00:56;28,23;19,00;1.145,51;35,35;46,94
27.03.2021 10:00:56;19,60;14,89;680,96;24,86;33,82
27.03.2021 11:00:56;13,35;16,91;675,35;24,97;34,13
27.03.2021 12:00:56;22,20;19,00;599,72;27,77;36,63
27.03.2021 13:00:56;26,93;18,70;447,00;26,65;34,83
27.03.2021 14:00:56;24,30;17,70;324,33;21,90;29,98
27.03.2021 15:00:56;19,85;18,35;270,17;20,47;28,01
27.03.2021 16:00:56;15,83;19,79;299,75;28,26;36,63
27.03.2021 17:00:56;12,56;20,91;353,96;40,29;53,09
27.03.2021 18:00:56;13,97;20,99;330,94;43,16;58,55
27.03.2021 19:00:56;12,85;20,95;286,80;41,35;54,32
27.03.2021 20:00:56;9,57;23,31;382,29;49,13;60,81
27.03.2021 21:00:56;12,30;27,15;561,82;61,52;74,60
27.03.2021 22:00:56;17,14;26,46;619,44;51,29;60,58
27.03.2021 23:00:56;20,72;24,42;662,52;34,53;39,26
28.03.2021 00:00:56;26,64;24,67;719,45;30,40;34,76
28.03.2021 01:00:56;29,85;24,72;811,62;27,84;31,99
28.03.2021 02:00:56;25,51;23,71;888,70;26,59;30,59
28.03.2021 03:00:56;27,74;26,14;1.417,64;28,75;33,17
28.03.2021 04:00:56;49,54;30,45;2.720,65;40,10;46,10
28.03.2021 05:00:56;93,32;26,53;2.909,24;51,62;61,36
28.03.2021 06:00:56;93,47;27,71;1.852,73;51,28;61,99
28.03.2021 07:00:56;55,30;26,85;1.802,40;47,12;58,82
28.03.2021 08:00:56;52,25;18,59;1.949,96;41,51;55,98
28.03.2021 09:00:56;41,84;18,18;1.454,45;37,57;52,97
28.03.2021 10:00:56;27,64;17,66;1.093,03;32,27;45,96
28.03.2021 11:00:56;30,75;15,28;724,97;21,31;30,04
28.03.2021 12:00:56;23,42;15,06;519,60;14,32;19,94
28.03.2021 13:00:56;23,04;15,52;513,51;13,97;19,43
28.03.2021 14:00:56;22,22;15,41;532,72;14,77;20,26
28.03.2021 15:00:56;15,94;15,02;528,63;15,07;19,69
28.03.2021 16:00:56;13,89;14,67;523,92;16,22;20,56
28.03.2021 17:00:56;11,57;14,63;517,31;17,63;21,90
28.03.2021 18:00:56;13,45;15,04;508,05;19,93;24,41
28.03.2021 19:00:56;11,41;17,04;490,90;22,76;27,14
28.03.2021 20:00:56;9,73;23,83;563,31;29,12;32,98
28.03.2021 21:00:56;16,45;46,08;744,38;44,21;48,48
28.03.2021 22:00:56;28,71;53,56;879,78;56,57;61,37
28.03.2021 23:00:56;32,71;32,92;900,76;53,38;57,89
29.03.2021 00:00:56;24,67;20,05;759,78;37,39;41,38
29.03.2021 01:00:56;15,94;16,88;682,55;25,42;28,95
29.03.2021 02:00:56;15,14;15,71;750,82;21,38;24,67
29.03.2021 03:00:56;18,50;14,72;810,18;21,89;26,07
29.03.2021 04:00:56;18,45;13,52;825,27;25,53;29,90
29.03.2021 05:00:56;16,94;12,79;890,61;27,84;31,54
29.03.2021 06:00:56;15,51;12,70;920,29;36,44;40,90
29.03.2021 07:00:56;16,02;13,31;922,25;50,00;58,58
29.03.2021 08:00:56;16,50;16,14;987,78;62,14;87,29
29.03.2021 09:00:56;16,50;17,97;1.009,04;61,15;100,65
29.03.2021 10:00:56;16,51;16,27;822,15;40,91;66,96
29.03.2021 11:00:56;17,48;18,65;695,95;32,41;45,92
29.03.2021 12:00:56;31,28;23,71;660,23;38,37;54,26
29.03.2021 13:00:56;39,68;21,63;539,93;34,32;47,76
29.03.2021 14:00:56;30,68;17,54;495,17;27,77;38,17
29.03.2021 15:00:56;20,79;16,90;471,24;24,57;33,28
29.03.2021 16:00:56;15,46;16,80;480,47;25,07;33,02
29.03.2021 17:00:56;14,44;16,77;488,54;29,25;38,00
29.03.2021 18:00:56;13,09;16,88;476,10;35,34;45,20
29.03.2021 19:00:56;16,16;18,71;519,87;50,28;62,83
29.03.2021 20:00:56;20,46;28,19;810,71;82,57;110,30
29.03.2021 21:00:56;34,52;36,65;1.199,44;105,32;147,68
29.03.2021 22:00:56;45,02;32,06;1.096,63;96,20;129,07
29.03.2021 23:00:56;31,58;25,74;811,54;76,94;92,52
30.03.2021 00:00:56;23,40;23,44;726,98;57,89;65,96
30.03.2021 01:00:56;19,79;20,76;607,61;34,20;40,46
30.03.2021 02:00:56;15,44;18,53;559,41;20,01;25,36
30.03.2021 03:00:56;13,25;17,27;574,37;16,39;21,28
30.03.2021 04:00:56;7,39;16,39;598,00;13,99;18,39
30.03.2021 05:00:56;5,02;16,32;854,63;22,90;27,73
30.03.2021 06:00:56;6,37;14,91;1.152,58;33,46;39,85
30.03.2021 07:00:56;32,49;11,64;1.086,55;29,36;35,66
30.03.2021 08:00:56;36,90;10,44;1.021,10;26,77;33,61
30.03.2021 09:00:56;25,46;11,38;1.209,66;34,16;46,53
30.03.2021 10:00:56;36,61;13,30;1.236,96;42,23;58,08
30.03.2021 11:00:56;38,38;14,41;1.067,57;51,15;68,70
30.03.2021 12:00:56;35,40;15,58;948,72;57,21;80,72
30.03.2021 13:00:56;32,85;16,78;851,10;52,80;78,94
30.03.2021 14:00:56;29,38;17,80;790,67;42,56;63,62
30.03.2021 15:00:56;27,37;19,00;747,31;36,59;52,37
30.03.2021 16:00:56;23,35;19,07;683,03;35,17;48,98
30.03.2021 17:00:56;20,16;18,68;697,60;36,20;48,54
30.03.2021 18:00:56;24,81;19,35;778,97;44,89;59,42
30.03.2021 19:00:56;32,96;19,45;789,19;56,56;76,65
30.03.2021 20:00:56;30,27;19,26;763,21;64,71;87,72
30.03.2021 21:00:56;25,46;19,81;771,14;68,19;88,58
30.03.2021 22:00:56;23,31;19,87;710,73;60,72;74,78
30.03.2021 23:00:56;19,00;19,34;615,89;46,89;56,02
31.03.2021 00:00:56;19,08;19,58;621,47;42,25;50,01
31.03.2021 01:00:56;21,52;18,99;612,93;34,99;42,16
31.03.2021 02:00:56;21,16;17,27;543,28;25,81;32,15
31.03.2021 03:00:56;11,23;16,44;553,82;23,97;29,22
31.03.2021 04:00:56;5,61;15,75;596,37;23,62;28,76
31.03.2021 05:00:56;9,10;14,93;623,06;22,38;27,40
31.03.2021 06:00:56;26,69;13,21;627,77;19,28;24,14
31.03.2021 07:00:56;27,37;11,13;638,04;19,05;24,86
31.03.2021 08:00:56;12,66;10,79;701,10;30,58;43,40
31.03.2021 09:00:56;17,79;11,18;799,03;43,03;65,14
31.03.2021 10:00:56;25,02;12,07;798,78;42,74;67,55
31.03.2021 11:00:56;24,87;13,61;710,26;34,32;56,17
31.03.2021 12:00:56;21,59;15,04;698,38;29,38;48,11
31.03.2021 13:00:56;24,55;15,27;722,86;27,68;45,20
31.03.2021 14:00:56;24,88;14,52;726,87;28,53;48,45
31.03.2021 15:00:56;22,55;14,26;730,65;31,03;51,23
31.03.2021 16:00:56;23,46;14,22;728,66;28,26;43,49
31.03.2021 17:00:56;22,48;14,19;731,47;29,41;42,70
31.03.2021 18:00:56;21,92;14,56;784,29;39,04;55,12
31.03.2021 19:00:56;19,57;14,59;801,31;45,23;62,20
31.03.2021 20:00:56;22,60;14,64;799,85;48,49;63,33
31.03.2021 21:00:56;23,67;14,09;852,50;48,40;62,39
31.03.2021 22:00:56;14,88;13,24;846,01;42,01;52,88
31.03.2021 23:00:56;12,47;13,08;800,02;32,48;39,25
01.04.2021 00:00:56;10,96;12,67;829,56;29,43;35,11
01.04.2021 01:00:56;11,10;12,22;803,23;27,37;32,61
01.04.2021 02:00:56;13,38;13,38;1.063,76;25,15;30,32
01.04.2021 03:00:56;25,92;15,68;1.817,81;32,70;38,35
01.04.2021 04:00:56;49,84;15,56;2.131,82;39,30;45,90
01.04.2021 05:00:56;56,16;14,01;1.958,63;38,77;45,97
01.04.2021 06:00:56;46,48;13,46;1.625,94;29,58;36,28
01.04.2021 07:00:56;32,12;14,18;1.223,22;27,62;34,25
01.04.2021 08:00:56;23,45;17,35;1.094,67;42,45;53,09
01.04.2021 09:00:56;22,04;17,56;1.056,35;48,28;64,58
01.04.2021 10:00:56;23,73;15,94;1.005,45;43,64;61,71
01.04.2021 11:00:56;30,17;16,38;990,26;47,56;66,70
01.04.2021 12:00:56;34,10;17,69;1.011,76;47,07;66,42
01.04.2021 13:00:56;36,94;19,60;996,36;39,10;57,50
01.04.2021 14:00:56;34,32;19,73;879,85;33,91;50,04
01.04.2021 15:00:56;30,84;19,87;840,61;35,76;51,85
01.04.2021 16:00:56;39,82;18,71;817,00;35,85;50,98
01.04.2021 17:00:56;34,69;16,42;779,51;38,95;51,62
01.04.2021 18:00:56;26,72;16,18;835,72;54,82;71,47
01.04.2021 19:00:56;32,99;16,87;854,77;66,08;87,79
01.04.2021 20:00:56;32,35;18,21;873,68;68,81;94,57
01.04.2021 21:00:56;28,12;16,95;801,12;47,34;64,49
01.04.2021 22:00:56;18,08;14,44;716,11;32,76;39,19
01.04.2021 23:00:56;9,53;14,34;775,36;40,49;47,42
02.04.2021 00:00:56;10,53;13,48;832,33;37,75;44,41
02.04.2021 01:00:56;10,96;12,02;778,60;35,04;40,97
02.04.2021 02:00:56;10,03;10,86;790,70;38,36;44,16
02.04.2021 03:00:56;11,16;10,91;1.015,21;33,57;38,92
02.04.2021 04:00:56;15,66;11,23;1.283,53;28,81;33,80
02.04.2021 05:00:56;19,18;10,61;1.679,62;35,85;42,76
02.04.2021 06:00:56;24,59;12,81;2.575,41;42,73;51,86
02.04.2021 07:00:56;40,18;15,58;3.113,79;45,43;61,46
02.04.2021 08:00:56;43,73;18,33;3.246,82;49,22;80,96
02.04.2021 09:00:56;53,25;19,73;2.673,93;55,18;104,40
02.04.2021 10:00:56;55,22;19,45;1.600,68;51,94;92,17
02.04.2021 11:00:56;36,57;20,81;1.112,12;45,44;66,51
02.04.2021 12:00:56;26,30;20,96;880,11;37,30;53,17
02.04.2021 13:00:56;22,03;21,94;847,68;29,83;42,40
02.04.2021 14:00:56;22,46;21,42;829,58;25,95;36,52
02.04.2021 15:00:56;21,30;18,82;798,49;22,29;30,25
02.04.2021 16:00:56;15,71;17,49;699,45;22,56;29,22
02.04.2021 17:00:56;10,15;17,36;617,08;29,08;38,01
02.04.2021 18:00:56;14,66;17,54;618,03;35,47;47,76
02.04.2021 19:00:56;14,78;18,35;630,10;42,94;56,18
02.04.2021 20:00:56;11,20;19,47;733,63;60,27;80,24
02.04.2021 21:00:56;16,69;20,07;965,61;71,99;98,15
02.04.2021 22:00:56;21,13;20,38;1.055,31;75,28;105,72
02.04.2021 23:00:56;24,91;20,36;839,89;63,29;85,95
03.04.2021 00:00:56;21,19;19,81;701,16;42,87;51,73
03.04.2021 01:00:56;14,14;19,00;762,24;35,40;42,29
03.04.2021 02:00:56;18,26;18,16;888,91;28,75;35,07
03.04.2021 03:00:56;24,40;16,82;895,95;21,63;27,61
03.04.2021 04:00:56;20,79;15,60;863,13;19,56;25,25
03.04.2021 05:00:56;16,50;14,73;853,49;17,80;23,27
03.04.2021 06:00:56;15,90;13,10;813,00;17,81;23,07
03.04.2021 07:00:56;13,44;11,09;803,98;23,91;29,68
03.04.2021 08:00:56;11,89;10,66;847,74;26,03;32,61
03.04.2021 09:00:56;9,12;11,60;858,00;21,30;28,37
03.04.2021 10:00:56;13,36;14,08;716,27;16,87;23,55
03.04.2021 11:00:56;22,01;16,48;601,35;14,40;20,28
03.04.2021 12:00:56;21,33;16,17;561,39;13,71;18,90
03.04.2021 13:00:56;17,51;14,36;525,87;13,40;17,99
03.04.2021 14:00:56;17,94;13,36;516,05;12,45;16,30
03.04.2021 15:00:56;15,83;13,19;521,03;11,31;14,44
03.04.2021 16:00:56;11,40;13,11;507,28;11,22;14,16
03.04.2021 17:00:56;8,89;12,80;471,71;10,65;13,39
03.04.2021 18:00:56;5,93;13,15;452,16;11,72;14,31
03.04.2021 19:00:56;4,85;16,99;540,60;23,91;27,60
03.04.2021 20:00:56;14,71;18,64;601,36;32,74;37,36
03.04.2021 21:00:56;18,24;17,11;554,98;25,28;29,18
03.04.2021 22:00:56;12,55;17,44;560,64;20,54;23,87
03.04.2021 23:00:56;13,93;16,93;555,67;20,03;23,10
04.04.2021 00:00:56;11,44;16,21;488,73;17,27;20,14
04.04.2021 01:00:56;11,14;15,97;424,66;14,17;16,99
04.04.2021 02:00:56;14,32;15,56;367,72;12,15;14,89
04.04.2021 03:00:56;9,26;15,48;367,86;11,81;14,53
04.04.2021 04:00:56;3,69;16,09;455,20;14,83;18,15
04.04.2021 05:00:56;9,78;16,36;520,41;20,41;25,08
04.04.2021 06:00:56;15,54;14,47;504,42;18,99;23,55
04.04.2021 07:00:56;17,01;13,41;681,02;19,74;23,91
04.04.2021 08:00:56;16,88;18,94;1.309,44;29,74;35,81
04.04.2021 09:00:56;28,80;21,12;1.298,62;29,73;37,34
04.04.2021 10:00:56;32,43;15,43;641,85;18,23;24,07
04.04.2021 11:00:56;18,29;12,01;433,97;10,87;14,45
04.04.2021 12:00:56;13,39;11,24;455,46;9,95;12,91
04.04.2021 13:00:56;10,45;10,85;487,61;10,60;13,56
04.04.2021 14:00:56;9,50;10,78;541,23;10,74;13,63
04.04.2021 15:00:56;9,62;10,68;547,88;10,43;12,97
04.04.2021 16:00:56;13,14;10,53;516,71;10,16;12,73
04.04.2021 17:00:56;15,92;10,54;545,07;9,83;12,51
04.04.2021 18:00:56;13,90;11,13;593,18;9,98;12,47
04.04.2021 19:00:56;11,59;12,38;583,84;10,40;12,60
04.04.2021 20:00:56;14,76;13,83;561,00;12,25;14,38
04.04.2021 21:00:56;20,80;14,85;561,75;12,91;15,06
04.04.2021 22:00:56;14,69;15,12;545,31;11,77;13,89
04.04.2021 23:00:56;8,35;17,58;635,73;13,66;15,94
05.04.2021 00:00:56;17,76;19,38;746,08;15,76;18,29
05.04.2021 01:00:56;23,08;19,09;691,96;15,69;18,58
05.04.2021 02:00:56;26,12;16,87;519,50;12,32;15,09
05.04.2021 03:00:56;27,74;14,17;422,40;8,74;10,93
05.04.2021 04:00:56;21,44;15,83;521,71;10,52;12,71
05.04.2021 05:00:56;20,32;16,68;551,79;12,69;15,00
05.04.2021 06:00:56;14,84;14,56;480,07;14,39;16,76
05.04.2021 07:00:56;12,25;13,30;527,44;20,15;22,99
05.04.2021 08:00:56;18,12;13,55;640,90;41,74;54,42
05.04.2021 09:00:56;21,49;14,57;864,82;61,94;106,04
05.04.2021 10:00:56;34,77;15,07;904,50;56,10;105,42
05.04.2021 11:00:56;42,72;13,47;673,18;44,10;67,93
05.04.2021 12:00:56;35,38;11,87;538,28;31,14;43,61
05.04.2021 13:00:56;32,40;10,42;439,18;17,63;24,82
05.04.2021 14:00:56;30,02;9,25;391,96;13,57;18,75
05.04.2021 15:00:56;31,16;9,22;389,04;15,67;26,81
05.04.2021 16:00:56;34,38;9,88;393,24;16,89;27,98
05.04.2021 17:00:56;31,44;9,95;386,36;15,24;19,36
05.04.2021 18:00:56;30,58;9,75;377,59;16,43;20,18
05.04.2021 19:00:56;32,31;10,26;402,30;17,07;20,31
05.04.2021 20:00:56;27,30;10,39;423,36;22,06;24,98
05.04.2021 21:00:56;23,49;10,68;416,79;24,42;27,31
05.04.2021 22:00:56;22,82;11,79;415,45;21,17;23,71
05.04.2021 23:00:56;18,42;13,62;462,33;22,55;25,03
06.04.2021 00:00:56;17,48;22,09;803,09;34,40;37,89
06.04.2021 01:00:56;30,72;27,36;1.189,83;45,93;51,36
06.04.2021 02:00:56;47,49;21,55;1.234,01;47,83;53,76
06.04.2021 03:00:56;46,47;18,60;1.337,01;49,49;56,00
06.04.2021 04:00:56;48,00;21,12;1.739,00;49,67;57,97
06.04.2021 05:00:56;58,71;20,64;1.739,61;45,30;53,70
06.04.2021 06:00:56;49,08;16,57;1.267,18;35,20;43,00
06.04.2021 07:00:56;28,78;18,98;1.318,12;39,73;55,61
06.04.2021 08:00:56;24,93;20,80;1.671,18;54,53;113,10
06.04.2021 09:00:56;36,26;26,44;2.556,01;62,02;204,94
06.04.2021 10:00:56;69,08;34,79;2.951,93;66,99;216,60
06.04.2021 11:00:56;88,17;28,08;1.948,30;66,16;158,65
06.04.2021 12:00:56;65,91;16,55;1.062,99;45,95;93,79
06.04.2021 13:00:56;38,51;11,96;767,31;24,60;39,88
06.04.2021 14:00:56;27,66;11,30;763,34;21,41;34,69
06.04.2021 15:00:56;32,32;10,01;670,61;19,03;30,82
06.04.2021 16:00:56;39,82;8,55;547,64;14,44;23,49
06.04.2021 17:00:56;48,25;8,38;496,45;12,68;20,06
06.04.2021 18:00:56;66,53;8,40;485,97;14,13;20,61
06.04.2021 19:00:56;76,87;8,58;477,00;18,51;24,02
06.04.2021 20:00:56;73,81;9,77;495,67;26,94;32,49
06.04.2021 21:00:56;68,50;10,71;489,42;28,36;33,65
06.04.2021 22:00:56;56,84;11,08;453,81;22,75;26,72
06.04.2021 23:00:56;54,14;14,43;541,31;21,18;24,97
07.04.2021 00:00:56;56,19;14,68;551,73;18,39;22,22
07.04.2021 01:00:56;48,00;11,67;460,52;14,05;17,14
07.04.2021 02:00:56;34,69;11,08;424,82;11,63;14,27
07.04.2021 03:00:56;28,46;10,84;448,30;11,26;13,74
07.04.2021 04:00:56;26,70;11,15;461,47;12,64;15,24
07.04.2021 05:00:56;20,33;16,05;690,01;23,45;37,54
07.04.2021 06:00:56;29,87;19,16;899,93;32,39;48,12
07.04.2021 07:00:56;36,01;22,84;1.104,47;41,73;57,52
07.04.2021 08:00:56;38,71;26,95;1.410,63;61,33;95,64
07.04.2021 09:00:56;55,46;20,43;1.040,95;55,58;84,49
07.04.2021 10:00:56;64,11;12,58;548,06;29,44;40,45
07.04.2021 11:00:56;66,40;10,43;433,42;16,29;21,99
07.04.2021 12:00:56;62,37;9,77;396,20;14,38;18,59
07.04.2021 13:00:56;46,85;9,29;374,32;13,58;16,92
07.04.2021 14:00:56;31,66;9,19;370,05;13,42;16,59
07.04.2021 15:00:56;23,39;9,25;373,45;13,57;16,78
07.04.2021 16:00:56;21,03;9,36;363,98;13,90;17,52
07.04.2021 17:00:56;21,41;9,43;370,64;14,57;18,53
07.04.2021 18:00:56;18,91;9,43;384,55;15,62;19,32
07.04.2021 19:00:56;17,09;9,66;383,77;17,76;20,72
07.04.2021 20:00:56;19,64;10,58;432,87;30,98;33,67
07.04.2021 21:00:56;23,09;11,58;462,64;39,35;42,21
07.04.2021 22:00:56;25,67;11,66;475,35;41,09;44,61
07.04.2021 23:00:56;29,96;12,13;468,04;35,63;39,03
08.04.2021 00:00:56;27,85;13,49;505,32;24,14;26,58
08.04.2021 01:00:56;25,08;14,72;616,72;24,31;26,85
08.04.2021 02:00:56;26,91;14,72;651,91;21,22;23,86
08.04.2021 03:00:56;24,34;14,02;605,51;17,33;20,02
08.04.2021 04:00:56;20,49;13,20;544,06;16,56;19,37
08.04.2021 05:00:56;20,55;13,67;585,83;18,34;21,35
08.04.2021 06:00:56;21,94;18,73;639,52;33,17;37,00
08.04.2021 07:00:56;35,04;23,18;728,25;50,08;57,91
08.04.2021 08:00:56;47,18;28,15;1.149,04;59,69;99,61
08.04.2021 09:00:56;53,31;29,78;1.781,35;71,28;173,79
08.04.2021 10:00:56;75,33;24,49;1.941,28;83,25;212,03
08.04.2021 11:00:56;94,84;21,83;1.673,86;93,35;202,91
08.04.2021 12:00:56;88,03;19,07;1.297,35;85,86;154,51
08.04.2021 13:00:56;62,88;18,28;914,91;61,65;94,03
08.04.2021 14:00:56;48,54;16,11;702,75;41,11;61,36
08.04.2021 15:00:56;34,72;10,91;549,33;24,62;36,97
08.04.2021 16:00:56;15,85;8,88;453,72;16,31;24,10
08.04.2021 17:00:56;13,11;9,35;482,36;17,15;23,88
08.04.2021 18:00:56;15,53;9,36;555,71;20,39;26,78
08.04.2021 19:00:56;16,56;9,11;599,37;24,71;30,60
08.04.2021 20:00:56;18,00;9,68;620,05;35,49;45,08
08.04.2021 21:00:56;18,00;11,05;685,87;49,77;77,31
08.04.2021 22:00:56;18,02;12,54;708,77;47,53;72,14
08.04.2021 23:00:56;18,47;13,43;695,23;33,69;39,79
09.04.2021 00:00:56;17,47;13,89;709,38;25,80;30,66
09.04.2021 01:00:56;17,02;13,25;671,54;24,72;30,06
09.04.2021 02:00:56;17,48;13,67;680,05;24,85;30,24
09.04.2021 03:00:56;16,98;13,47;730,01;21,86;27,15
09.04.2021 04:00:56;16,56;12,14;689,18;19,56;24,95
09.04.2021 05:00:56;18,56;11,79;594,70;19,26;24,73
09.04.2021 06:00:56;19,18;11,63;572,76;22,06;27,37
09.04.2021 07:00:56;10,18;11,80;561,61;26,50;32,54
09.04.2021 08:00:56;3,22;11,92;543,23;35,40;46,28
09.04.2021 09:00:56;9,62;11,81;510,01;35,16;49,92
09.04.2021 10:00:56;11,34;11,76;527,97;33,77;50,02
09.04.2021 11:00:56;8,06;11,97;626,36;41,25;59,31
09.04.2021 12:00:56;9,65;12,21;659,65;44,79;65,45
09.04.2021 13:00:56;14,03;11,91;606,96;44,46;66,96
09.04.2021 14:00:56;13,79;11,28;498,37;34,11;50,63
09.04.2021 15:00:56;8,87;11,22;451,00;28,33;41,60
09.04.2021 16:00:56;5,46;11,77;458,88;35,40;56,37
09.04.2021 17:00:56;5,19;11,85;423,17;37,71;61,55
09.04.2021 18:00:56;10,11;11,87;411,95;37,26;57,87
09.04.2021 19:00:56;12,44;11,75;450,89;41,66;62,34
09.04.2021 20:00:56;10,92;11,12;496,74;45,58;65,26
09.04.2021 21:00:56;8,87;10,26;568,85;47,45;65,50
09.04.2021 22:00:56;5,36;9,31;558,11;37,83;51,65
09.04.2021 23:00:56;1,97;8,40;520,03;25,08;33,73
10.04.2021 00:00:56;1,00;7,49;541,65;21,80;29,33
10.04.2021 01:00:56;1,07;6,46;523,00;22,99;36,00
10.04.2021 02:00:56;2,04;5,36;495,28;20,85;32,42
10.04.2021 03:00:56;3,00;4,34;520,03;16,96;21,59
10.04.2021 04:00:56;2,98;3,66;545,44;15,94;19,81
10.04.2021 05:00:56;2,49;3,35;569,70;15,46;18,82
10.04.2021 06:00:56;1,93;5,55;590,87;15,86;18,90
10.04.2021 07:00:56;0,07;9,38;605,48;15,78;18,76
10.04.2021 08:00:56;1,15;10,21;604,02;15,35;18,87
10.04.2021 09:00:56;5,21;10,18;603,08;15,89;20,08
10.04.2021 10:00:56;11,12;10,34;603,25;15,30;19,76
10.04.2021 11:00:56;16,00;10,54;585,50;14,19;18,73
10.04.2021 12:00:56;15,29;10,85;561,46;14,34;19,08
10.04.2021 13:00:56;10,39;11,16;522,81;14,82;20,68
10.04.2021 14:00:56;8,13;11,27;463,90;15,26;21,18
10.04.2021 15:00:56;11,62;11,60;411,48;15,82;21,03
10.04.2021 16:00:56;14,20;12,52;360,29;16,08;21,46
10.04.2021 17:00:56;19,89;13,67;326,69;17,23;22,38
10.04.2021 18:00:56;15,70;14,49;362,71;21,60;27,04
10.04.2021 19:00:56;11,55;14,35;381,69;25,27;31,00
10.04.2021 20:00:56;11,21;13,80;394,95;25,45;30,85
10.04.2021 21:00:56;5,00;13,46;427,65;25,49;30,25
10.04.2021 22:00:56;5,00;12,94;417,11;21,98;25,97
10.04.2021 23:00:56;-;12,61;416,01;16,71;20,13
11.04.2021 00:00:56;5,03;12,42;427,11;15,01;18,24
11.04.2021 01:00:56;5,52;11,96;428,92;14,31;17,25
11.04.2021 02:00:56;6,00;11,41;429,31;13,06;15,52
11.04.2021 03:00:56;6,17;11,17;429,84;12,13;14,20
11.04.2021 04:00:56;10,63;11,10;444,83;11,87;13,73
11.04.2021 05:00:56;10,28;10,89;457,98;11,51;13,24
11.04.2021 06:00:56;5,51;10,70;499,57;11,32;13,01
11.04.2021 07:00:56;6,21;10,57;541,15;11,79;13,68
11.04.2021 08:00:56;11,59;10,62;553,94;12,43;14,91
11.04.2021 09:00:56;12,87;10,77;555,57;13,08;16,27
11.04.2021 10:00:56;9,98;11,05;528,55;14,22;18,11
11.04.2021 11:00:56;9,44;11,18;492,34;14,19;18,00
11.04.2021 12:00:56;7,99;11,34;460,26;14,99;19,53
11.04.2021 13:00:56;8,33;11,98;408,66;15,01;20,47
