Tarih;Konya-Selçuklu-Belediye;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 )
05.02.2021 16:00:56;21,89;6,39;1.322,68;19,07;20,17
05.02.2021 17:00:56;22,00;7,04;1.098,46;31,12;32,74
05.02.2021 18:00:56;36,57;8,33;153,22;65,08;89,78
05.02.2021 19:00:56;104,02;11,37;492,37;138,91;194,10
05.02.2021 20:00:56;148,74;17,67;1.435,70;131,07;256,45
05.02.2021 21:00:56;198,56;23,66;1.930,34;97,75;145,71
05.02.2021 22:00:56;126,18;20,60;786,77;72,42;104,73
05.02.2021 23:00:56;129,83;19,95;2.107,13;69,07;139,60
06.02.2021 00:00:56;141,66;24,02;2.317,10;80,12;153,44
06.02.2021 01:00:56;131,48;22,36;1.902,09;69,68;105,77
06.02.2021 02:00:56;108,66;20,33;1.760,00;52,04;75,23
06.02.2021 03:00:56;61,38;15,63;1.052,81;50,00;81,28
06.02.2021 04:00:56;98,85;18,77;1.254,38;100,05;135,65
06.02.2021 05:00:56;176,73;17,77;1.068,03;71,91;130,58
06.02.2021 06:00:56;220,76;21,01;1.141,21;71,09;114,60
06.02.2021 07:00:56;162,75;20,42;1.820,27;77,93;171,68
06.02.2021 08:00:56;174,60;19,96;1.708,70;78,36;216,69
06.02.2021 09:00:56;196,37;29,28;1.588,81;68,65;202,17
06.02.2021 10:00:56;329,09;23,29;2.247,00;72,79;133,34
06.02.2021 11:00:56;212,56;20,63;437,95;69,16;85,00
06.02.2021 12:00:56;173,06;12,62;2.018,92;58,97;70,80
06.02.2021 13:00:56;151,60;10,94;452,32;44,91;49,36
06.02.2021 14:00:56;120,89;8,57;229,23;43,26;46,15
06.02.2021 15:00:56;122,91;7,30;260,26;43,40;45,80
06.02.2021 16:00:56;119,11;7,67;535,65;35,52;37,09
06.02.2021 17:00:56;82,09;7,11;189,14;48,56;50,85
06.02.2021 18:00:56;95,57;8,05;866,97;97,76;128,31
06.02.2021 19:00:56;183,41;14,62;2.401,95;124,44;169,78
06.02.2021 20:00:56;281,18;20,62;2.764,46;136,40;211,55
06.02.2021 21:00:56;335,48;27,31;2.761,40;140,30;249,39
06.02.2021 22:00:56;309,80;31,55;5.296,06;135,76;226,67
06.02.2021 23:00:56;265,29;31,99;3.685,70;113,17;177,45
07.02.2021 00:00:56;186,30;31,43;3.355,78;140,47;298,59
07.02.2021 01:00:56;282,46;33,99;5.256,39;123,95;271,55
07.02.2021 02:00:56;241,35;34,56;3.211,53;144,61;313,12
07.02.2021 03:00:56;258,45;30,46;4.140,48;94,21;175,58
07.02.2021 04:00:56;145,36;27,01;1.986,26;86,28;172,36
07.02.2021 05:00:56;166,28;20,91;2.728,63;85,03;116,13
07.02.2021 06:00:56;117,47;19,05;1.616,73;75,93;122,81
07.02.2021 07:00:56;116,00;18,71;1.816,77;75,82;108,91
07.02.2021 08:00:56;99,49;16,01;1.047,59;66,91;104,96
07.02.2021 09:00:56;104,83;17,51;1.042,75;68,41;98,42
07.02.2021 10:00:56;105,00;14,28;1.180,93;64,77;94,41
07.02.2021 11:00:56;132,20;11,03;1.501,28;52,40;65,49
07.02.2021 12:00:56;108,72;11,77;223,10;45,54;51,11
07.02.2021 13:00:56;109,94;12,21;1.437,37;49,32;56,55
07.02.2021 14:00:56;122,63;11,33;1.262,13;38,24;40,84
07.02.2021 15:00:56;80,26;8,14;431,33;30,36;32,08
07.02.2021 16:00:56;57,63;5,84;443,56;32,31;33,66
07.02.2021 17:00:56;54,09;5,45;1.096,83;29,10;31,56
07.02.2021 18:00:56;32,63;6,56;303,70;31,89;33,81
07.02.2021 19:00:56;41,71;9,62;1.305,34;88,17;108,31
07.02.2021 20:00:56;112,90;16,01;1.668,50;84,67;102,35
07.02.2021 21:00:56;98,49;16,21;1.442,01;88,36;123,31
07.02.2021 22:00:56;112,57;21,51;2.622,37;97,08;139,04
07.02.2021 23:00:56;137,28;24,73;3.741,45;100,96;163,92
08.02.2021 00:00:56;151,60;30,84;3.498,64;101,40;166,75
08.02.2021 01:00:56;159,65;30,16;2.438,95;126,00;211,44
08.02.2021 02:00:56;229,93;26,16;2.818,45;94,15;148,29
08.02.2021 03:00:56;179,55;22,34;1.899,56;56,04;76,96
08.02.2021 04:00:56;119,72;16,53;1.345,14;45,55;55,46
08.02.2021 05:00:56;103,43;12,68;2.915,86;45,68;57,84
08.02.2021 06:00:56;70,95;12,26;1.346,34;53,55;69,93
08.02.2021 07:00:56;78,74;14,45;1.025,13;74,06;107,04
08.02.2021 08:00:56;120,76;15,35;2.733,22;95,48;185,19
08.02.2021 09:00:56;179,30;20,91;2.057,70;74,27;223,66
08.02.2021 10:00:56;257,73;26,48;1.953,33;98,03;209,26
08.02.2021 11:00:56;313,42;29,45;2.459,83;94,92;219,85
08.02.2021 12:00:56;224,67;34,20;2.714,25;113,08;263,36
08.02.2021 13:00:56;364,78;30,88;1.426,42;107,42;214,77
08.02.2021 14:00:56;377,74;26,15;1.610,45;94,81;158,81
08.02.2021 15:00:56;183,75;25,06;4.076,07;151,36;250,83
08.02.2021 16:00:56;281,93;26,80;2.047,29;125,37;199,58
08.02.2021 17:00:56;231,58;22,24;2.229,49;96,28;134,24
08.02.2021 18:00:56;151,33;18,43;2.056,90;68,84;107,13
08.02.2021 19:00:56;77,13;18,00;643,96;66,84;96,17
08.02.2021 20:00:56;72,09;13,93;369,95;48,86;59,82
08.02.2021 21:00:56;36,06;15,00;668,38;37,45;40,13
08.02.2021 22:00:56;35,97;17,24;1.562,31;51,00;55,76
08.02.2021 23:00:56;49,60;18,99;1.144,68;26,96;28,22
09.02.2021 00:00:56;32,52;14,37;280,70;18,55;19,30
09.02.2021 01:00:56;34,87;12,63;676,06;19,71;20,62
09.02.2021 02:00:56;34,03;17,22;787,58;33,60;35,06
09.02.2021 03:00:56;-;-;-;-;-
09.02.2021 04:00:56;-;-;-;-;-
09.02.2021 05:00:56;-;-;-;-;-
09.02.2021 06:00:56;-;-;-;-;-
09.02.2021 07:00:56;-;-;-;-;-
09.02.2021 08:00:56;-;-;-;-;-
09.02.2021 09:00:56;-;-;-;-;-
09.02.2021 10:00:56;-;-;-;-;-
09.02.2021 11:00:56;94,00;26,05;190,97;-;-
09.02.2021 12:00:56;83,29;24,81;69,76;-;-
09.02.2021 13:00:56;74,25;24,00;14,89;-;-
09.02.2021 14:00:56;75,95;21,82;287,27;19,86;21,40
09.02.2021 15:00:56;77,95;20,76;208,13;17,91;19,08
09.02.2021 16:00:56;50,72;21,30;103,07;19,29;20,44
09.02.2021 17:00:56;40,26;20,19;113,93;25,82;28,68
09.02.2021 18:00:56;38,05;21,32;451,64;55,69;66,47
09.02.2021 19:00:56;53,59;21,93;769,17;51,56;55,86
09.02.2021 20:00:56;55,95;22,36;990,14;46,95;54,73
09.02.2021 21:00:56;56,00;24,09;958,82;30,66;32,46
09.02.2021 22:00:56;52,10;16,10;957,30;28,63;29,64
09.02.2021 23:00:56;56,87;11,55;527,01;50,63;56,17
10.02.2021 00:00:56;73,56;12,96;1.018,23;46,72;48,83
10.02.2021 01:00:56;76,92;17,22;773,86;39,28;40,37
10.02.2021 02:00:56;79,92;18,75;1.012,59;47,16;49,06
10.02.2021 03:00:56;92,66;16,92;1.618,20;50,88;54,65
10.02.2021 04:00:56;79,36;15,87;991,66;40,16;42,94
10.02.2021 05:00:56;57,57;13,64;1.042,19;35,75;37,53
10.02.2021 06:00:56;40,44;11,66;1.036,26;52,59;58,90
10.02.2021 07:00:56;56,56;16,88;1.318,50;80,97;138,12
10.02.2021 08:00:56;142,72;20,19;2.101,82;114,77;193,59
10.02.2021 09:00:56;173,25;25,10;1.385,72;103,00;157,97
10.02.2021 10:00:56;187,64;23,95;1.399,26;80,27;140,16
10.02.2021 11:00:56;260,09;20,12;897,13;72,89;90,44
10.02.2021 12:00:56;160,69;12,05;6.158,04;45,61;50,50
10.02.2021 13:00:56;60,59;10,66;348,90;25,11;26,55
10.02.2021 14:00:56;48,26;10,25;686,47;18,09;19,48
10.02.2021 15:00:56;47,03;8,88;1.380,33;14,85;15,98
10.02.2021 16:00:56;45,05;7,66;966,71;16,05;17,21
10.02.2021 17:00:56;45,00;9,05;1.066,00;21,61;23,27
10.02.2021 18:00:56;40,13;7,60;1.601,35;47,23;52,18
10.02.2021 19:00:56;57,53;10,99;4.319,75;68,60;81,38
10.02.2021 20:00:56;74,56;11,51;551,98;51,37;55,35
10.02.2021 21:00:56;61,36;12,24;371,30;56,93;61,28
10.02.2021 22:00:56;66,84;11,24;1.307,13;50,89;54,51
10.02.2021 23:00:56;74,79;13,19;1.515,11;55,86;68,67
11.02.2021 00:00:56;96,43;12,29;875,95;54,83;61,44
11.02.2021 01:00:56;84,34;12,94;1.599,78;71,02;95,14
11.02.2021 02:00:56;121,02;16,76;1.252,78;54,69;90,13
11.02.2021 03:00:56;200,91;17,19;2.007,51;65,39;82,61
11.02.2021 04:00:56;187,41;17,78;1.638,12;58,81;98,29
11.02.2021 05:00:56;196,74;19,47;2.187,09;67,63;107,71
11.02.2021 06:00:56;168,75;15,89;7.606,53;61,75;101,70
11.02.2021 07:00:56;177,74;16,21;1.222,76;52,18;86,22
11.02.2021 08:00:56;149,75;18,23;3.041,01;83,75;146,04
11.02.2021 09:00:56;-;-;-;-;-
11.02.2021 10:00:56;-;-;-;-;-
11.02.2021 11:00:56;-;41,05;-;94,01;154,28
11.02.2021 12:00:56;354,00;21,03;3.810,20;53,08;67,76
11.02.2021 13:00:56;103,65;6,47;4.905,05;39,63;45,21
11.02.2021 14:00:56;58,03;5,06;5.064,94;33,10;35,41
11.02.2021 15:00:56;36,54;4,73;5.001,16;29,91;32,03
11.02.2021 16:00:56;36,97;4,78;4.979,38;29,09;31,09
11.02.2021 17:00:56;30,18;4,99;4.944,30;29,57;31,51
11.02.2021 18:00:56;41,69;5,47;4.971,02;30,16;32,75
11.02.2021 19:00:56;52,72;6,35;4.992,37;34,28;37,46
11.02.2021 20:00:56;51,05;7,77;5.435,78;82,96;96,12
11.02.2021 21:00:56;99,71;12,36;5.158,26;40,35;41,92
11.02.2021 22:00:56;34,76;9,34;5.156,60;29,19;30,06
11.02.2021 23:00:56;33,97;9,78;575,98;52,36;56,11
12.02.2021 00:00:56;54,46;13,82;842,36;72,95;81,89
12.02.2021 01:00:56;69,39;15,79;489,04;41,32;43,06
12.02.2021 02:00:56;66,10;18,25;279,39;21,27;22,41
12.02.2021 03:00:56;47,49;17,42;166,62;16,62;17,30
12.02.2021 04:00:56;39,21;9,47;141,82;13,85;14,57
12.02.2021 05:00:56;36,08;10,44;213,14;20,70;21,72
12.02.2021 06:00:56;48,66;8,24;211,45;25,60;26,43
12.02.2021 07:00:56;45,10;10,30;500,70;71,61;91,60
12.02.2021 08:00:56;65,46;15,67;908,91;91,07;141,32
12.02.2021 09:00:56;163,41;15,58;498,05;61,63;73,06
12.02.2021 10:00:56;104,63;12,83;190,48;32,02;35,19
12.02.2021 11:00:56;71,83;12,43;374,19;36,39;41,30
12.02.2021 12:00:56;93,41;12,03;270,75;24,39;26,55
12.02.2021 13:00:56;49,19;9,71;157,22;13,59;14,98
12.02.2021 14:00:56;31,44;9,03;74,97;16,87;18,35
12.02.2021 15:00:56;21,26;8,80;62,50;16,21;17,32
12.02.2021 16:00:56;18,08;10,13;114,80;16,96;18,30
12.02.2021 17:00:56;22,87;9,80;98,56;20,80;22,22
12.02.2021 18:00:56;26,90;8,62;166,71;32,83;36,13
12.02.2021 19:00:56;29,92;11,32;364,36;51,01;57,75
12.02.2021 20:00:56;42,66;13,59;362,50;46,53;52,19
12.02.2021 21:00:56;40,08;12,50;305,32;27,01;28,54
12.02.2021 22:00:56;32,21;11,63;389,12;29,16;30,57
12.02.2021 23:00:56;29,08;10,45;438,54;34,43;36,30
13.02.2021 00:00:56;33,87;12,44;429,58;27,19;28,28
13.02.2021 01:00:56;24,41;11,29;489,16;32,97;35,34
13.02.2021 02:00:56;32,77;12,32;855,99;42,48;46,04
13.02.2021 03:00:56;56,38;18,45;571,03;27,04;28,77
13.02.2021 04:00:56;35,57;14,70;619,30;21,34;22,63
13.02.2021 05:00:56;26,23;14,85;716,80;19,56;20,64
13.02.2021 06:00:56;28,92;14,18;674,53;26,96;28,15
13.02.2021 07:00:56;33,87;14,49;784,86;56,44;71,94
13.02.2021 08:00:56;62,25;18,14;977,64;62,14;83,73
13.02.2021 09:00:56;72,74;21,41;1.060,86;69,04;93,82
13.02.2021 10:00:56;120,73;19,08;451,63;27,33;30,64
13.02.2021 11:00:56;42,12;17,85;376,87;21,15;23,53
13.02.2021 12:00:56;43,90;17,45;375,07;19,19;21,03
13.02.2021 13:00:56;40,10;20,19;259,94;17,59;19,33
13.02.2021 14:00:56;43,90;17,78;226,64;14,03;15,33
13.02.2021 15:00:56;33,28;16,14;250,73;14,66;15,90
13.02.2021 16:00:56;33,00;15,24;188,58;13,74;14,80
13.02.2021 17:00:56;31,05;13,30;251,93;15,99;16,72
13.02.2021 18:00:56;31,97;15,19;404,65;35,85;36,95
13.02.2021 19:00:56;65,12;18,46;592,06;49,83;52,07
13.02.2021 20:00:56;74,77;22,79;993,62;61,00;64,39
13.02.2021 21:00:56;92,53;23,77;749,63;53,24;56,61
13.02.2021 22:00:56;66,70;12,73;580,21;35,68;36,96
13.02.2021 23:00:56;42,62;11,60;393,14;30,95;31,97
14.02.2021 00:00:56;29,34;12,06;413,60;23,67;24,64
14.02.2021 01:00:56;21,33;12,48;562,14;31,15;32,22
14.02.2021 02:00:56;37,56;14,07;652,02;36,51;37,49
14.02.2021 03:00:56;47,74;14,74;813,19;46,34;50,20
14.02.2021 04:00:56;63,59;14,60;790,24;54,44;59,74
14.02.2021 05:00:56;66,92;19,83;1.222,54;55,03;69,37
14.02.2021 06:00:56;64,08;16,77;972,23;45,59;49,14
14.02.2021 07:00:56;40,62;17,03;1.068,06;53,43;70,82
14.02.2021 08:00:56;54,61;21,44;877,71;56,06;83,14
14.02.2021 09:00:56;131,96;21,82;893,35;55,85;84,21
14.02.2021 10:00:56;126,21;22,43;643,15;46,56;57,99
14.02.2021 11:00:56;82,16;23,87;524,63;33,77;37,38
14.02.2021 12:00:56;73,21;18,26;252,33;19,09;20,57
14.02.2021 13:00:56;42,80;16,75;116,81;14,06;15,32
14.02.2021 14:00:56;34,21;14,18;1,40;11,82;12,79
14.02.2021 15:00:56;29,13;13,95;14,91;13,37;14,18
14.02.2021 16:00:56;25,10;13,86;54,49;17,77;19,02
14.02.2021 17:00:56;22,08;13,68;62,38;17,17;18,29
14.02.2021 18:00:56;27,84;14,20;206,34;17,78;18,69
14.02.2021 19:00:56;31,90;14,23;35,13;14,69;15,67
14.02.2021 20:00:56;35,90;14,97;14,76;11,65;12,42
14.02.2021 21:00:56;23,34;14,17;63,69;10,78;11,70
14.02.2021 22:00:56;18,13;10,26;75,75;12,55;13,38
14.02.2021 23:00:56;18,97;6,60;214,92;11,69;12,48
15.02.2021 00:00:56;22,90;7,06;310,82;15,68;16,56
15.02.2021 01:00:56;-;-;-;-;-
15.02.2021 02:00:56;-;-;-;-;-
15.02.2021 03:00:56;-;-;-;-;-
15.02.2021 04:00:56;-;-;-;-;-
15.02.2021 05:00:56;-;-;-;-;-
15.02.2021 06:00:56;-;-;-;-;-
15.02.2021 07:00:56;-;-;-;-;-
15.02.2021 08:00:56;-;-;-;-;-
15.02.2021 09:00:56;-;-;-;-;-
15.02.2021 10:00:56;-;-;-;-;-
15.02.2021 11:00:56;37,19;2,38;-;23,87;27,75
15.02.2021 12:00:56;30,31;2,48;1.555,67;25,21;27,94
15.02.2021 13:00:56;35,74;0,72;2.851,20;34,24;36,86
15.02.2021 14:00:56;33,13;1,46;2.641,28;38,86;42,60
15.02.2021 15:00:56;34,91;-0,29;1.745,88;31,09;34,12
15.02.2021 16:00:56;28,31;-0,19;4.479,30;32,58;35,70
15.02.2021 17:00:56;22,26;1,82;5.776,18;39,27;43,00
15.02.2021 18:00:56;37,29;0,93;2.939,86;40,10;43,46
15.02.2021 19:00:56;32,26;1,45;29.109,01;35,23;37,30
15.02.2021 20:00:56;25,31;-2,11;2.857,34;21,97;22,96
15.02.2021 21:00:56;22,13;0,05;1.836,75;14,70;15,71
15.02.2021 22:00:56;23,91;1,95;1.701,23;12,86;13,46
15.02.2021 23:00:56;36,43;3,61;238,76;14,11;14,98
16.02.2021 00:00:56;21,71;3,35;475,87;18,14;18,82
16.02.2021 01:00:56;22,93;2,76;302,98;13,68;14,41
16.02.2021 02:00:56;18,22;3,27;433,96;13,19;13,58
16.02.2021 03:00:56;10,35;3,23;342,34;11,59;12,27
16.02.2021 04:00:56;16,69;1,59;491,13;11,26;12,13
16.02.2021 05:00:56;13,18;0,06;421,41;10,29;11,08
16.02.2021 06:00:56;11,09;0,79;654,45;12,11;12,85
16.02.2021 07:00:56;11,00;0,73;1.351,09;18,02;19,00
16.02.2021 08:00:56;16,74;-0,07;503,92;21,52;23,67
16.02.2021 09:00:56;15,09;-0,72;715,56;18,88;21,01
16.02.2021 10:00:56;14,04;-0,56;1.079,58;15,90;17,71
16.02.2021 11:00:56;21,65;0,02;787,37;14,94;16,65
16.02.2021 12:00:56;22,00;-0,68;735,07;14,30;16,16
16.02.2021 13:00:56;16,26;-0,28;4.391,51;14,86;16,48
16.02.2021 14:00:56;20,78;0,04;285,83;18,00;20,06
16.02.2021 15:00:56;29,60;-1,15;-;15,42;17,04
16.02.2021 16:00:56;22,35;-1,15;1.622,02;18,81;20,43
16.02.2021 17:00:56;25,82;-0,64;-;-;-
16.02.2021 18:00:56;26,00;-0,24;-;-;-
16.02.2021 19:00:56;30,78;-1,69;-;-;-
16.02.2021 20:00:56;23,35;-1,04;-;-;-
16.02.2021 21:00:56;19,18;-1,36;-;-;-
16.02.2021 22:00:56;16,13;1,18;-;-;-
16.02.2021 23:00:56;23,65;3,28;-;-;-
17.02.2021 00:00:56;26,87;3,39;-;-;-
17.02.2021 01:00:56;42,45;3,27;-;-;-
17.02.2021 02:00:56;36,31;2,88;-;-;-
17.02.2021 03:00:56;34,09;1,92;-;-;-
17.02.2021 04:00:56;21,57;2,45;-;-;-
17.02.2021 05:00:56;19,09;1,56;-;-;-
17.02.2021 06:00:56;25,69;1,55;-;-;-
17.02.2021 07:00:56;39,38;1,58;-;-;-
17.02.2021 08:00:56;20,88;-0,26;-;-;-
17.02.2021 09:00:56;44,85;0,86;-;-;-
17.02.2021 10:00:56;111,00;-;-;11,42;12,79
17.02.2021 11:00:56;-;2,86;-;11,43;12,80
17.02.2021 12:00:56;196,00;0,51;-;11,09;12,38
17.02.2021 13:00:56;63,13;0,76;-;11,11;12,33
17.02.2021 14:00:56;42,66;1,61;-;12,13;13,41
17.02.2021 15:00:56;19,06;3,29;-;12,73;14,00
17.02.2021 16:00:56;68,66;3,13;-;16,19;17,38
17.02.2021 17:00:56;24,16;2,39;-;18,42;19,44
17.02.2021 18:00:56;14,35;3,72;-;27,27;28,74
17.02.2021 19:00:56;17,82;3,54;-;34,42;36,02
17.02.2021 20:00:56;23,74;3,91;-;28,37;29,43
17.02.2021 21:00:56;42,16;3,93;-;23,00;23,89
17.02.2021 22:00:56;25,79;7,37;-;18,47;19,12
17.02.2021 23:00:56;37,43;10,25;-;26,19;26,90
18.02.2021 00:00:56;29,40;10,81;-;34,60;35,83
18.02.2021 01:00:56;41,55;10,28;-;24,93;26,45
18.02.2021 02:00:56;32,44;19,37;-;59,67;64,18
18.02.2021 03:00:56;114,21;22,98;-;49,79;51,71
18.02.2021 04:00:56;72,12;14,57;-;41,96;43,13
18.02.2021 05:00:56;91,03;15,25;-;56,80;60,79
18.02.2021 06:00:56;152,22;16,38;-;82,32;98,53
18.02.2021 07:00:56;174,12;21,52;-;78,05;126,64
18.02.2021 08:00:56;244,78;19,26;-;99,25;132,65
18.02.2021 09:00:56;153,36;21,08;-;109,35;182,75
18.02.2021 10:00:56;287,61;24,27;-;91,56;124,52
18.02.2021 11:00:56;218,48;22,96;-;73,40;90,67
18.02.2021 12:00:56;191,10;20,03;-;39,94;44,24
18.02.2021 13:00:56;74,33;14,37;-;26,45;28,50
18.02.2021 14:00:56;42,23;13,00;-;27,05;29,27
18.02.2021 15:00:56;44,82;13,27;-;28,81;30,99
18.02.2021 16:00:56;46,91;14,43;-;28,29;30,32
18.02.2021 17:00:56;45,09;12,99;-;41,68;44,95
18.02.2021 18:00:56;53,60;16,05;-;64,08;70,44
18.02.2021 19:00:56;65,47;18,08;-;56,83;60,05
18.02.2021 20:00:56;67,91;43,16;-;52,30;55,43
18.02.2021 21:00:56;81,38;27,35;-;37,99;39,04
18.02.2021 22:00:56;67,66;21,74;-;33,18;34,01
18.02.2021 23:00:56;63,18;17,20;-;44,99;46,57
19.02.2021 00:00:56;70,65;15,46;-;38,27;39,34
19.02.2021 01:00:56;63,28;16,50;-;33,87;34,54
19.02.2021 02:00:56;72,56;17,56;-;38,54;39,32
19.02.2021 03:00:56;94,99;15,16;-;29,67;30,49
19.02.2021 04:00:56;86,44;11,42;-;22,73;23,40
19.02.2021 05:00:56;59,23;9,38;-;18,80;19,68
19.02.2021 06:00:56;56,09;16,98;-;29,97;30,81
19.02.2021 07:00:56;87,55;19,93;-;46,51;49,54
19.02.2021 08:00:56;85,18;17,20;-;68,69;78,37
19.02.2021 09:00:56;101,25;19,48;-;78,08;108,40
19.02.2021 10:00:56;140,24;25,40;-;108,19;154,30
19.02.2021 11:00:56;342,75;30,70;-;79,92;103,21
19.02.2021 12:00:56;189,49;20,30;-;26,96;28,30
19.02.2021 13:00:56;30,96;13,93;-;18,20;19,41
19.02.2021 14:00:56;20,18;10,66;-;18,85;20,53
19.02.2021 15:00:56;15,22;9,54;-;13,63;14,91
19.02.2021 16:00:56;14,04;6,62;-;19,38;20,53
19.02.2021 17:00:56;25,47;9,06;-;18,18;19,23
19.02.2021 18:00:56;17,40;10,72;-;30,39;31,87
19.02.2021 19:00:56;31,34;12,68;-;54,97;57,68
19.02.2021 20:00:56;48,25;14,07;-;40,37;42,20
19.02.2021 21:00:56;40,40;13,34;-;38,46;39,94
19.02.2021 22:00:56;43,82;13,64;-;31,73;33,02
19.02.2021 23:00:56;43,04;14,21;-;37,61;39,11
20.02.2021 00:00:56;45,87;12,90;-;27,49;28,39
20.02.2021 01:00:56;38,28;12,74;-;28,51;29,42
20.02.2021 02:00:56;32,26;11,29;-;30,11;31,36
20.02.2021 03:00:56;35,82;8,72;-;33,86;34,79
20.02.2021 04:00:56;31,22;9,88;-;49,53;51,45
20.02.2021 05:00:56;31,96;9,60;-;41,74;43,54
20.02.2021 06:00:56;32,96;7,65;-;29,72;30,91
20.02.2021 07:00:56;29,18;9,44;-;63,42;79,09
20.02.2021 08:00:56;56,72;10,17;-;75,09;88,57
20.02.2021 09:00:56;61,82;9,83;-;32,54;35,00
20.02.2021 10:00:56;31,41;6,22;-;28,03;31,02
20.02.2021 11:00:56;46,25;9,34;-;23,75;25,88
20.02.2021 12:00:56;50,82;11,87;-;26,69;29,13
20.02.2021 13:00:56;68,21;12,79;-;25,94;28,04
20.02.2021 14:00:56;69,00;10,62;-;22,26;23,95
20.02.2021 15:00:56;58,48;9,61;-;20,37;21,63
20.02.2021 16:00:56;47,48;7,14;-;19,62;20,85
20.02.2021 17:00:56;54,65;10,21;-;24,66;26,14
20.02.2021 18:00:56;52,13;8,00;-;31,37;32,67
20.02.2021 19:00:56;54,87;9,90;-;39,41;40,40
20.02.2021 20:00:56;68,38;12,62;-;37,99;39,17
20.02.2021 21:00:56;64,22;11,37;-;44,11;46,22
20.02.2021 22:00:56;82,16;16,77;-;52,75;54,55
20.02.2021 23:00:56;90,65;23,28;-;44,67;46,14
21.02.2021 00:00:56;91,00;25,90;-;37,05;38,38
21.02.2021 01:00:56;78,45;22,79;-;28,70;29,69
21.02.2021 02:00:56;54,10;20,44;-;27,33;27,98
21.02.2021 03:00:56;60,65;19,63;-;32,38;34,12
21.02.2021 04:00:56;87,77;21,24;-;54,00;59,85
21.02.2021 05:00:56;112,90;21,40;-;39,93;41,27
21.02.2021 06:00:56;93,93;17,64;-;36,83;38,25
21.02.2021 07:00:56;86,31;15,33;-;38,08;39,65
21.02.2021 08:00:56;78,35;16,26;-;36,80;40,93
21.02.2021 09:00:56;72,26;14,14;-;18,44;19,92
21.02.2021 10:00:56;54,79;14,92;-;14,13;15,09
21.02.2021 11:00:56;40,62;15,08;-;27,44;30,06
21.02.2021 12:00:56;54,34;15,25;-;32,91;35,94
21.02.2021 13:00:56;61,69;16,07;-;23,67;25,52
21.02.2021 14:00:56;61,04;16,04;-;21,48;23,18
21.02.2021 15:00:56;44,75;13,20;-;18,43;19,62
21.02.2021 16:00:56;37,31;11,31;-;16,48;17,41
21.02.2021 17:00:56;31,26;12,92;-;14,75;15,62
21.02.2021 18:00:56;31,00;12,29;-;20,25;21,18
21.02.2021 19:00:56;42,47;14,91;-;37,99;39,10
21.02.2021 20:00:56;55,43;15,78;-;45,15;46,30
21.02.2021 21:00:56;55,04;19,59;-;42,69;43,75
21.02.2021 22:00:56;60,74;20,39;-;70,49;76,21
21.02.2021 23:00:56;116,44;15,61;-;91,85;109,74
22.02.2021 00:00:56;114,22;16,01;-;116,79;124,89
22.02.2021 01:00:56;119,79;17,05;-;89,79;105,07
22.02.2021 02:00:56;104,71;12,67;-;65,19;96,34
22.02.2021 03:00:56;108,78;8,76;-;47,98;53,10
22.02.2021 04:00:56;76,50;5,16;-;36,65;37,76
22.02.2021 05:00:56;68,31;4,51;-;39,82;41,22
22.02.2021 06:00:56;107,19;6,14;-;51,40;57,79
22.02.2021 07:00:56;102,31;4,80;-;60,93;83,55
22.02.2021 08:00:56;121,12;7,16;-;85,28;149,77
22.02.2021 09:00:56;151,63;16,84;-;133,63;279,59
22.02.2021 10:00:56;346,10;26,94;-;150,30;239,57
22.02.2021 11:00:56;402,80;20,74;-;105,57;124,57
22.02.2021 12:00:56;197,56;12,43;-;59,35;65,14
22.02.2021 13:00:56;84,76;6,28;-;39,95;43,12
22.02.2021 14:00:56;44,63;6,00;-;40,19;43,61
22.02.2021 15:00:56;65,94;5,25;-;38,47;40,43
22.02.2021 16:00:56;80,38;4,18;-;32,51;34,09
22.02.2021 17:00:56;51,37;4,62;-;31,09;32,78
22.02.2021 18:00:56;45,22;3,79;-;47,19;48,52
22.02.2021 19:00:56;67,94;10,55;-;96,67;108,74
22.02.2021 20:00:56;98,63;20,60;-;104,56;159,93
22.02.2021 21:00:56;154,49;27,15;-;118,54;189,99
22.02.2021 22:00:56;174,21;26,28;-;112,84;194,48
22.02.2021 23:00:56;184,56;31,03;-;91,74;168,17
23.02.2021 00:00:56;222,28;38,10;-;110,01;147,36
23.02.2021 01:00:56;157,38;32,07;-;115,92;173,87
23.02.2021 02:00:56;185,59;29,25;-;99,30;161,11
23.02.2021 03:00:56;188,91;22,18;-;73,04;98,55
23.02.2021 04:00:56;100,10;15,71;-;65,45;82,69
23.02.2021 05:00:56;83,57;15,50;-;74,24;111,08
23.02.2021 06:00:56;115,50;16,54;-;87,82;152,37
23.02.2021 07:00:56;165,75;18,74;-;101,52;184,30
23.02.2021 08:00:56;228,22;23,72;-;104,64;232,89
23.02.2021 09:00:56;210,93;42,49;-;146,08;307,68
23.02.2021 10:00:56;440,38;49,44;-;121,55;172,14
23.02.2021 11:00:56;266,51;36,25;-;89,77;106,14
23.02.2021 12:00:56;171,01;17,41;-;44,32;47,36
23.02.2021 13:00:56;70,45;10,48;-;27,30;28,61
23.02.2021 14:00:56;33,50;8,54;-;21,64;22,85
23.02.2021 15:00:56;26,26;9,39;-;19,74;20,64
23.02.2021 16:00:56;26,96;5,87;-;21,25;22,27
