Tarih;Konya-Selçuklu-Belediye;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 )
06.04.2021 14:00:56;88,22;9,41;-;55,71;65,73
06.04.2021 15:00:56;106,48;6,71;-;51,20;58,02
06.04.2021 16:00:56;104,08;6,06;-;36,96;38,81
06.04.2021 17:00:56;139,07;5,05;-;30,75;32,53
06.04.2021 18:00:56;171,17;4,67;-;25,28;26,89
06.04.2021 19:00:56;180,77;3,60;-;32,45;34,77
06.04.2021 20:00:56;186,84;5,30;-;52,36;56,93
06.04.2021 21:00:56;176,28;4,47;-;46,96;49,31
06.04.2021 22:00:56;138,01;4,24;-;30,37;31,51
06.04.2021 23:00:56;127,26;2,03;-;24,45;25,49
07.04.2021 00:00:56;111,41;0,90;-;29,07;32,38
07.04.2021 01:00:56;102,24;1,04;-;18,42;19,17
07.04.2021 02:00:56;66,51;1,73;-;12,92;13,47
07.04.2021 03:00:56;57,21;-0,13;-;12,12;13,09
07.04.2021 04:00:56;55,05;0,51;-;15,90;16,62
07.04.2021 05:00:56;57,92;0,41;-;18,72;19,70
07.04.2021 06:00:56;58,97;0,22;-;20,25;20,89
07.04.2021 07:00:56;70,69;0,03;-;16,96;17,73
07.04.2021 08:00:56;123,60;0,70;-;46,09;52,02
07.04.2021 09:00:56;146,43;0,93;-;67,85;84,26
07.04.2021 10:00:56;176,22;0,98;-;49,75;54,35
07.04.2021 11:00:56;182,84;0,93;-;33,50;35,00
07.04.2021 12:00:56;153,78;-0,40;-;23,90;24,84
07.04.2021 13:00:56;100,40;-1,23;-;17,22;17,95
07.04.2021 14:00:56;59,06;-2,79;-;17,04;18,32
07.04.2021 15:00:56;47,28;-2,11;-;14,80;15,60
07.04.2021 16:00:56;40,18;-1,16;-;16,35;17,05
07.04.2021 17:00:56;41,95;-2,23;-;17,13;18,30
07.04.2021 18:00:56;43,95;-1,16;-;22,00;23,00
07.04.2021 19:00:56;45,95;-2,64;-;32,68;34,09
07.04.2021 20:00:56;56,72;-2,36;-;50,34;51,83
07.04.2021 21:00:56;70,64;-1,25;-;50,37;52,21
07.04.2021 22:00:56;70,03;0,31;-;45,34;46,96
07.04.2021 23:00:56;56,36;4,48;-;30,03;30,88
08.04.2021 00:00:56;59,90;7,77;-;24,69;25,72
08.04.2021 01:00:56;54,16;7,47;-;28,28;29,28
08.04.2021 02:00:56;56,88;6,80;-;32,63;33,42
08.04.2021 03:00:56;73,56;8,50;-;28,84;29,81
08.04.2021 04:00:56;48,67;7,59;-;30,82;31,72
08.04.2021 05:00:56;55,79;10,05;-;44,55;48,10
08.04.2021 06:00:56;117,37;9,49;-;40,51;44,23
08.04.2021 07:00:56;85,88;9,95;-;53,08;60,21
08.04.2021 08:00:56;111,30;9,73;-;62,53;92,06
08.04.2021 09:00:56;133,43;11,53;-;74,39;108,82
08.04.2021 10:00:56;132,05;12,42;-;87,35;124,34
08.04.2021 11:00:56;188,50;12,19;-;83,44;108,12
08.04.2021 12:00:56;152,01;10,20;-;73,66;90,38
08.04.2021 13:00:56;115,93;9,82;-;63,78;72,31
08.04.2021 14:00:56;127,66;9,45;-;43,42;45,42
08.04.2021 15:00:56;74,42;6,33;-;35,53;36,92
08.04.2021 16:00:56;58,39;6,16;-;26,11;27,40
08.04.2021 17:00:56;34,62;4,95;-;18,60;19,42
08.04.2021 18:00:56;36,92;5,38;-;18,19;18,96
08.04.2021 19:00:56;37,00;5,05;-;19,75;20,87
08.04.2021 20:00:56;37,00;4,36;-;27,65;28,98
08.04.2021 21:00:56;39,92;4,82;-;31,24;33,13
08.04.2021 22:00:56;37,08;4,96;-;21,47;22,45
08.04.2021 23:00:56;35,05;3,94;-;17,77;18,69
09.04.2021 00:00:56;42,79;4,15;-;22,10;23,29
09.04.2021 01:00:56;43,97;4,53;-;27,05;28,54
09.04.2021 02:00:56;44,96;5,83;-;29,97;31,39
09.04.2021 03:00:56;51,82;4,46;-;20,74;21,48
09.04.2021 04:00:56;33,49;5,01;-;13,36;14,12
09.04.2021 05:00:56;22,28;5,34;-;12,43;13,26
09.04.2021 06:00:56;15,18;5,07;-;12,43;13,30
09.04.2021 07:00:56;6,23;5,53;-;14,40;15,14
09.04.2021 08:00:56;6,97;5,70;-;25,94;29,62
09.04.2021 09:00:56;8,95;5,32;-;24,91;27,53
09.04.2021 10:00:56;9,97;4,34;-;31,75;35,02
09.04.2021 11:00:56;17,79;5,08;-;17,07;18,34
09.04.2021 12:00:56;16,05;5,51;-;15,53;16,60
09.04.2021 13:00:56;11,13;3,82;-;14,37;15,54
09.04.2021 14:00:56;6,13;4,87;-;14,54;15,60
09.04.2021 15:00:56;15,74;4,60;-;15,02;16,44
09.04.2021 16:00:56;7,23;4,89;-;14,83;16,06
09.04.2021 17:00:56;9,92;3,44;-;17,20;18,41
09.04.2021 18:00:56;10,97;4,79;-;19,68;20,77
09.04.2021 19:00:56;15,87;5,67;-;24,61;26,04
09.04.2021 20:00:56;17,95;5,59;-;27,10;28,55
09.04.2021 21:00:56;8,26;3,34;-;25,90;26,91
09.04.2021 22:00:56;10,92;4,34;-;17,71;18,28
09.04.2021 23:00:56;11,00;1,12;-;12,67;13,36
10.04.2021 00:00:56;8,08;-1,49;-;11,66;12,39
10.04.2021 01:00:56;6,05;-1,56;-;10,89;11,66
10.04.2021 02:00:56;6,00;-1,59;-;9,08;9,85
10.04.2021 03:00:56;8,92;-0,98;-;7,45;8,20
10.04.2021 04:00:56;10,95;-1,41;-;7,09;7,80
10.04.2021 05:00:56;9,05;-2,00;-;-;-
10.04.2021 06:00:56;9,00;-2,38;-;-;-
10.04.2021 07:00:56;10,95;-0,83;-;-;-
10.04.2021 08:00:56;17,82;-1,99;-;-;-
10.04.2021 09:00:56;50,15;-2,73;-;-;-
10.04.2021 10:00:56;21,78;-1,96;-;-;-
10.04.2021 11:00:56;38,53;-2,53;-;-;-
10.04.2021 12:00:56;24,39;-2,18;-;-;-
10.04.2021 13:00:56;30,82;-1,93;-;-;-
10.04.2021 14:00:56;21,26;-1,72;-;-;-
10.04.2021 15:00:56;17,10;-0,96;-;-;-
10.04.2021 16:00:56;23,82;-2,72;-;-;-
10.04.2021 17:00:56;19,13;-2,00;-;-;-
10.04.2021 18:00:56;20,95;-1,89;-;-;-
10.04.2021 19:00:56;25,87;-1,22;-;-;-
10.04.2021 20:00:56;21,13;-2,48;-;-;-
10.04.2021 21:00:56;23,92;-1,03;-;-;-
10.04.2021 22:00:56;24,00;-2,49;-;-;-
10.04.2021 23:00:56;19,13;5,08;-;-;-
11.04.2021 00:00:56;17,05;6,79;-;-;-
11.04.2021 01:00:56;20,89;8,38;-;-;-
11.04.2021 02:00:56;20,04;7,04;-;-;-
11.04.2021 03:00:56;21,95;7,66;-;-;-
11.04.2021 04:00:56;11,28;8,47;-;-;-
11.04.2021 05:00:56;15,87;8,64;-;-;-
11.04.2021 06:00:56;18,92;9,03;-;-;-
11.04.2021 07:00:56;22,90;7,41;-;-;-
11.04.2021 08:00:56;15,21;7,97;-;-;-
11.04.2021 09:00:56;21,82;9,04;-;-;-
11.04.2021 10:00:56;15,18;8,13;-;-;-
11.04.2021 11:00:56;17,92;8,54;-;-;-
11.04.2021 12:00:56;18,00;9,10;-;-;-
11.04.2021 13:00:56;16,05;6,13;-;-;-
11.04.2021 14:00:56;17,95;7,62;-;-;-
11.04.2021 15:00:56;19,95;7,13;-;-;-
11.04.2021 16:00:56;17,08;7,95;-;-;-
11.04.2021 17:00:56;27,72;6,72;-;-;-
11.04.2021 18:00:56;20,21;7,32;-;-;-
11.04.2021 19:00:56;22,92;6,49;-;-;-
11.04.2021 20:00:56;26,90;7,81;-;-;-
11.04.2021 21:00:56;23,10;7,47;-;-;-
11.04.2021 22:00:56;15,21;7,89;-;-;-
11.04.2021 23:00:56;15,00;7,79;-;-;-
12.04.2021 00:00:56;15,00;5,21;-;-;-
12.04.2021 01:00:56;16,95;5,64;-;-;-
12.04.2021 02:00:56;17,00;5,73;-;-;-
12.04.2021 03:00:56;12,13;6,33;-;-;-
12.04.2021 04:00:56;11,03;5,81;-;-;-
12.04.2021 05:00:56;8,08;7,05;-;-;-
12.04.2021 06:00:56;5,08;6,11;-;-;-
12.04.2021 07:00:56;6,94;5,31;-;-;-
12.04.2021 08:00:56;19,63;7,48;-;-;-
12.04.2021 09:00:56;22,91;5,58;-;-;-
12.04.2021 10:00:56;26,89;5,98;-;-;-
12.04.2021 11:00:56;27,97;5,79;-;-;-
12.04.2021 12:00:56;21,20;5,50;-;14,70;15,89
12.04.2021 13:00:56;15,17;4,66;-;14,40;15,29
12.04.2021 14:00:56;16,94;5,08;-;14,67;15,75
12.04.2021 15:00:56;19,91;5,56;-;15,72;16,89
12.04.2021 16:00:56;19,03;5,08;-;14,53;15,55
12.04.2021 17:00:56;16,09;3,83;-;17,51;18,74
12.04.2021 18:00:56;20,86;4,39;-;17,06;18,09
12.04.2021 19:00:56;18,09;4,68;-;21,06;21,97
12.04.2021 20:00:56;18,00;6,02;-;25,82;26,65
12.04.2021 21:00:56;18,00;6,61;-;34,20;35,11
12.04.2021 22:00:56;30,63;5,68;-;28,24;29,02
12.04.2021 23:00:56;22,26;7,20;-;24,42;25,15
13.04.2021 00:00:56;22,00;7,56;-;38,99;40,99
13.04.2021 01:00:56;55,99;10,82;-;36,86;38,22
13.04.2021 02:00:56;53,18;10,76;-;27,57;28,37
13.04.2021 03:00:56;46,20;9,16;-;20,10;21,08
13.04.2021 04:00:56;26,57;8,37;-;18,51;19,17
13.04.2021 05:00:56;31,83;8,84;-;23,77;24,45
13.04.2021 06:00:56;43,66;10,71;-;30,05;30,88
13.04.2021 07:00:56;49,83;10,19;-;27,31;28,37
13.04.2021 08:00:56;27,66;9,76;-;29,13;37,91
13.04.2021 09:00:56;70,71;9,74;-;39,97;58,40
13.04.2021 10:00:56;101,14;9,74;-;40,89;50,00
13.04.2021 11:00:56;93,26;10,93;-;34,69;39,01
13.04.2021 12:00:56;87,17;10,31;-;33,53;36,96
13.04.2021 13:00:56;82,14;9,28;-;25,24;26,57
13.04.2021 14:00:56;69,37;8,16;-;23,50;24,75
13.04.2021 15:00:56;68,03;6,62;-;25,02;26,52
13.04.2021 16:00:56;69,94;6,57;-;22,30;23,56
13.04.2021 17:00:56;65,14;4,76;-;19,35;20,46
13.04.2021 18:00:56;61,11;6,40;-;20,65;21,81
13.04.2021 19:00:56;50,32;4,92;-;34,10;35,40
13.04.2021 20:00:56;51,94;5,39;-;38,99;40,13
13.04.2021 21:00:56;52,97;7,35;-;38,42;39,15
13.04.2021 22:00:56;70,48;6,93;-;43,22;44,36
13.04.2021 23:00:56;63,23;8,81;-;31,00;31,87
14.04.2021 00:00:56;55,23;8,57;-;32,45;33,38
14.04.2021 01:00:56;54,03;10,29;-;31,26;31,91
14.04.2021 02:00:56;62,60;10,40;-;46,94;53,50
14.04.2021 03:00:56;89,22;10,49;-;41,21;43,65
14.04.2021 04:00:56;71,55;10,57;-;41,78;48,64
14.04.2021 05:00:56;99,17;11,14;-;38,89;44,70
14.04.2021 06:00:56;85,43;10,67;-;36,59;38,64
14.04.2021 07:00:56;85,97;10,41;-;42,49;49,98
14.04.2021 08:00:56;116,11;11,52;-;45,93;71,41
14.04.2021 09:00:56;128,66;15,02;-;53,60;88,27
14.04.2021 10:00:56;180,48;17,18;-;65,43;84,27
14.04.2021 11:00:56;142,18;11,98;-;42,18;48,79
14.04.2021 12:00:56;66,21;8,74;-;29,13;30,81
14.04.2021 13:00:56;33,89;8,05;-;22,27;23,25
14.04.2021 14:00:56;42,71;7,17;-;17,96;18,69
14.04.2021 15:00:56;37,17;6,70;-;17,24;18,15
14.04.2021 16:00:56;41,86;5,58;-;15,54;16,52
14.04.2021 17:00:56;39,09;7,01;-;16,59;17,76
14.04.2021 18:00:56;47,74;4,63;-;19,54;20,80
14.04.2021 19:00:56;43,14;5,78;-;27,87;29,99
14.04.2021 20:00:56;43,97;6,15;-;25,26;26,28
14.04.2021 21:00:56;44,97;6,62;-;15,94;16,69
14.04.2021 22:00:56;36,26;7,63;-;14,97;16,07
14.04.2021 23:00:56;33,09;5,81;-;11,62;12,41
15.04.2021 00:00:56;32,03;3,60;-;10,42;11,26
15.04.2021 01:00:56;18,40;3,18;-;9,77;10,46
15.04.2021 02:00:56;25,65;3,41;-;8,82;9,55
15.04.2021 03:00:56;26,97;3,37;-;8,22;8,81
15.04.2021 04:00:56;28,94;2,89;-;11,24;12,02
15.04.2021 05:00:56;27,06;3,09;-;16,82;17,78
15.04.2021 06:00:56;32,83;3,72;-;22,38;23,33
15.04.2021 07:00:56;33,97;3,51;-;32,52;33,69
15.04.2021 08:00:56;41,77;5,45;-;66,09;76,34
15.04.2021 09:00:56;80,85;5,36;-;68,87;94,02
15.04.2021 10:00:56;88,80;5,05;-;61,50;76,13
15.04.2021 11:00:56;91,91;4,25;-;42,98;48,24
15.04.2021 12:00:56;68,69;2,62;-;29,99;31,29
15.04.2021 13:00:56;55,37;3,36;-;22,51;23,79
15.04.2021 14:00:56;56,94;2,51;-;20,08;21,40
15.04.2021 15:00:56;57,97;2,01;-;15,58;16,51
15.04.2021 16:00:56;45,37;2,28;-;15,13;16,03
15.04.2021 17:00:56;48,89;2,08;-;14,75;15,80
15.04.2021 18:00:56;39,29;2,08;-;17,68;18,87
15.04.2021 19:00:56;41,91;2,81;-;24,85;27,03
15.04.2021 20:00:56;35,20;1,75;-;24,07;25,38
15.04.2021 21:00:56;40,83;2,26;-;18,33;19,41
15.04.2021 22:00:56;39,06;2,81;-;22,35;23,36
15.04.2021 23:00:56;46,77;2,44;-;23,15;24,21
16.04.2021 00:00:56;41,17;1,45;-;15,60;16,67
16.04.2021 01:00:56;35,17;0,65;-;18,64;19,62
16.04.2021 02:00:56;39,78;0,95;-;15,89;16,81
16.04.2021 03:00:56;40,97;1,11;-;17,38;18,24
16.04.2021 04:00:56;35,17;1,30;-;18,94;19,81
16.04.2021 05:00:56;41,80;1,42;-;27,18;27,83
16.04.2021 06:00:56;49,77;2,29;-;43,29;45,10
16.04.2021 07:00:56;77,20;3,58;-;45,76;60,11
16.04.2021 08:00:56;103,25;3,30;-;44,36;63,60
16.04.2021 09:00:56;212,78;3,65;-;-;-
16.04.2021 10:00:56;184,92;2,91;-;-;-
16.04.2021 11:00:56;112,13;2,38;-;-;-
16.04.2021 12:00:56;69,21;1,20;-;21,26;22,28
16.04.2021 13:00:56;48,57;1,68;-;18,51;19,96
16.04.2021 14:00:56;43,14;2,51;-;15,75;16,64
16.04.2021 15:00:56;39,11;1,89;-;16,67;17,80
16.04.2021 16:00:56;29,29;1,03;-;17,78;19,08
16.04.2021 17:00:56;25,11;1,79;-;17,67;18,71
16.04.2021 18:00:56;24,03;1,25;-;22,30;23,57
16.04.2021 19:00:56;24,00;2,69;-;30,74;32,83
16.04.2021 20:00:56;36,63;2,52;-;27,38;29,02
16.04.2021 21:00:56;39,91;3,69;-;21,20;22,18
16.04.2021 22:00:56;32,23;4,84;-;29,36;30,31
16.04.2021 23:00:56;33,94;5,40;-;19,70;20,69
17.04.2021 00:00:56;30,11;8,87;-;35,72;37,98
17.04.2021 01:00:56;46,51;9,16;-;62,64;70,63
17.04.2021 02:00:56;112,00;8,16;-;51,46;53,94
17.04.2021 03:00:56;58,67;7,86;-;56,08;64,83
17.04.2021 04:00:56;103,62;8,20;-;37,03;39,95
17.04.2021 05:00:56;-;-;-;-;-
17.04.2021 06:00:56;-;-;-;-;-
17.04.2021 07:00:56;-;-;-;-;-
17.04.2021 08:00:56;-;-;-;-;-
17.04.2021 09:00:56;-;-;-;-;-
17.04.2021 10:00:56;-;-;-;-;-
17.04.2021 11:00:56;-;-;-;-;-
17.04.2021 12:00:56;-;-;-;-;-
17.04.2021 13:00:56;-;-;-;-;-
17.04.2021 14:00:56;-;-;-;-;-
17.04.2021 15:00:56;-;-;-;-;-
17.04.2021 16:00:56;-;-;-;-;-
17.04.2021 17:00:56;-;-;-;-;-
17.04.2021 18:00:56;-;-;-;-;-
17.04.2021 19:00:56;-;-;-;-;-
17.04.2021 20:00:56;-;-;-;-;-
17.04.2021 21:00:56;-;-;-;-;-
17.04.2021 22:00:56;-;-;-;-;-
17.04.2021 23:00:56;-;-;-;-;-
18.04.2021 00:00:56;-;-;-;-;-
18.04.2021 01:00:56;-;-;-;-;-
18.04.2021 02:00:56;-;-;-;-;-
18.04.2021 03:00:56;-;-;-;-;-
18.04.2021 04:00:56;-;-;-;-;-
18.04.2021 05:00:56;-;-;-;-;-
18.04.2021 06:00:56;-;-;-;-;-
18.04.2021 07:00:56;-;-;-;-;-
18.04.2021 08:00:56;-;-;-;-;-
18.04.2021 09:00:56;-;-;-;-;-
18.04.2021 10:00:56;-;-;-;-;-
18.04.2021 11:00:56;-;-;-;-;-
18.04.2021 12:00:56;-;-;-;-;-
18.04.2021 13:00:56;-;-;-;-;-
18.04.2021 14:00:56;-;-;-;-;-
18.04.2021 15:00:56;-;-;-;-;-
18.04.2021 16:00:56;-;-;-;-;-
18.04.2021 17:00:56;-;-;-;-;-
18.04.2021 18:00:56;-;-;-;-;-
18.04.2021 19:00:56;-;-;-;-;-
18.04.2021 20:00:56;-;-;-;-;-
18.04.2021 21:00:56;-;-;-;-;-
18.04.2021 22:00:56;-;-;-;-;-
18.04.2021 23:00:56;-;-;-;-;-
19.04.2021 00:00:56;-;-;-;-;-
19.04.2021 01:00:56;-;-;-;-;-
19.04.2021 02:00:56;-;-;-;-;-
19.04.2021 03:00:56;-;-;-;-;-
19.04.2021 04:00:56;-;-;-;-;-
19.04.2021 05:00:56;-;-;-;-;-
19.04.2021 06:00:56;-;-;-;-;-
19.04.2021 07:00:56;-;-;-;-;-
19.04.2021 08:00:56;-;-;-;-;-
19.04.2021 09:00:56;-;-;-;-;-
19.04.2021 10:00:56;-;-;-;-;-
19.04.2021 11:00:56;-;-;-;-;-
19.04.2021 12:00:56;73,72;12,24;-;30,14;32,19
19.04.2021 13:00:56;61,52;11,17;-;33,87;35,92
19.04.2021 14:00:56;62,92;11,57;-;29,16;30,65
19.04.2021 15:00:56;64,92;11,95;-;30,05;31,46
19.04.2021 16:00:56;65,96;10,69;-;32,49;34,21
19.04.2021 17:00:56;70,80;11,83;-;38,07;40,22
19.04.2021 18:00:56;72,92;10,53;-;46,78;49,78
19.04.2021 19:00:56;85,48;10,62;-;54,50;58,29
19.04.2021 20:00:56;106,16;10,85;-;36,46;37,88
19.04.2021 21:00:56;101,24;11,51;-;27,53;28,40
19.04.2021 22:00:56;91,40;11,62;-;23,55;24,37
19.04.2021 23:00:56;103,48;8,21;-;17,84;18,62
20.04.2021 00:00:56;96,32;6,42;-;15,94;16,60
20.04.2021 01:00:56;91,20;4,65;-;16,45;16,97
20.04.2021 02:00:56;82,36;4,33;-;18,19;19,00
20.04.2021 03:00:56;84,88;5,82;-;15,65;16,55
20.04.2021 04:00:56;73,48;7,27;-;18,53;19,24
20.04.2021 05:00:56;51,89;7,22;-;20,35;21,23
20.04.2021 06:00:56;57,72;7,96;-;23,27;24,38
20.04.2021 07:00:56;70,48;7,86;-;15,41;16,35
20.04.2021 08:00:56;32,61;7,54;-;24,67;28,53
20.04.2021 09:00:56;79,95;6,36;-;22,38;24,73
20.04.2021 10:00:56;51,29;5,68;-;18,99;20,39
20.04.2021 11:00:56;57,68;5,34;-;15,62;16,76
20.04.2021 12:00:56;49,36;5,81;-;13,92;14,79
20.04.2021 13:00:56;41,32;6,13;-;12,41;13,53
20.04.2021 14:00:56;47,72;5,11;-;12,54;13,40
20.04.2021 15:00:56;47,04;5,20;-;13,53;14,66
20.04.2021 16:00:56;57,56;5,83;-;13,65;14,95
20.04.2021 17:00:56;66,64;5,13;-;20,21;21,20
20.04.2021 18:00:56;84,28;5,23;-;25,42;26,99
20.04.2021 19:00:56;77,32;5,07;-;48,41;51,91
20.04.2021 20:00:56;45,33;5,31;-;41,09;43,63
20.04.2021 21:00:56;44,96;5,23;-;20,34;21,17
20.04.2021 22:00:56;44,04;6,69;-;18,95;19,39
20.04.2021 23:00:56;43,04;6,52;-;22,06;23,45
21.04.2021 00:00:56;35,32;6,41;-;13,53;14,25
21.04.2021 01:00:56;31,16;6,05;-;12,43;13,24
21.04.2021 02:00:56;22,36;6,65;-;10,66;11,38
21.04.2021 03:00:56;20,08;7,37;-;17,49;18,39
21.04.2021 04:00:56;25,76;6,23;-;20,20;20,75
21.04.2021 05:00:56;26,96;6,77;-;11,63;12,50
21.04.2021 06:00:56;26,04;7,23;-;14,32;15,14
21.04.2021 07:00:56;26,96;6,99;-;17,19;18,08
21.04.2021 08:00:56;27,00;5,81;-;25,09;26,10
21.04.2021 09:00:56;36,60;6,99;-;24,51;25,81
21.04.2021 10:00:56;27,40;6,08;-;13,95;14,83
21.04.2021 11:00:56;23,16;6,36;-;10,84;11,59
21.04.2021 12:00:56;25,88;5,80;-;10,20;10,98
21.04.2021 13:00:56;32,72;5,94;-;11,10;11,86
21.04.2021 14:00:56;41,64;4,20;-;11,74;12,59
21.04.2021 15:00:56;37,20;4,79;-;12,87;13,43
21.04.2021 16:00:56;36,04;3,70;-;14,29;15,43
21.04.2021 17:00:56;30,24;3,91;-;14,59;15,64
21.04.2021 18:00:56;40,56;4,57;-;16,05;16,89
21.04.2021 19:00:56;47,72;4,62;-;20,58;21,32
21.04.2021 20:00:56;39,36;4,58;-;21,94;22,52
21.04.2021 21:00:56;43,80;5,70;-;18,25;19,18
21.04.2021 22:00:56;36,32;4,85;-;22,17;22,89
21.04.2021 23:00:56;32,16;5,05;-;14,57;15,29
22.04.2021 00:00:56;29,12;4,45;-;16,20;17,03
22.04.2021 01:00:56;34,75;5,68;-;12,83;13,50
22.04.2021 02:00:56;26,36;4,47;-;10,33;10,87
22.04.2021 03:00:56;24,08;6,57;-;23,60;24,40
22.04.2021 04:00:56;49,91;5,69;-;23,75;24,38
22.04.2021 05:00:56;64,44;5,77;-;26,72;27,50
22.04.2021 06:00:56;52,52;5,93;-;33,70;34,73
22.04.2021 07:00:56;49,12;5,40;-;23,07;23,89
22.04.2021 08:00:56;25,97;5,25;-;24,68;26,13
22.04.2021 09:00:56;30,76;6,18;-;22,50;23,30
22.04.2021 10:00:56;45,36;5,62;-;29,94;31,96
22.04.2021 11:00:56;-;-;-;21,23;22,53
22.04.2021 12:00:56;-;-;-;13,91;15,10
22.04.2021 13:00:56;-;-;-;12,32;12,82
22.04.2021 14:00:56;33,11;7,38;-;12,72;13,11
22.04.2021 15:00:56;34,22;6,35;-;16,80;17,58
22.04.2021 16:00:56;36,90;5,97;-;15,51;15,97
22.04.2021 17:00:56;43,78;6,61;-;16,19;16,94
22.04.2021 18:00:56;41,44;6,21;-;17,61;18,27
22.04.2021 19:00:56;37,00;6,24;-;21,69;22,16
22.04.2021 20:00:56;38,34;6,59;-;27,03;27,96
22.04.2021 21:00:56;47,54;6,91;-;19,39;20,07
22.04.2021 22:00:56;36,45;6,50;-;19,24;20,42
22.04.2021 23:00:56;40,22;6,52;-;25,77;26,44
23.04.2021 00:00:56;42,22;7,42;-;29,68;30,55
23.04.2021 01:00:56;43,55;6,68;-;26,89;27,71
23.04.2021 02:00:56;40,67;6,60;-;31,32;32,17
23.04.2021 03:00:56;44,32;6,50;-;21,08;21,56
23.04.2021 04:00:56;31,45;6,56;-;23,17;23,79
23.04.2021 05:00:56;34,33;7,10;-;23,05;23,89
23.04.2021 06:00:56;29,11;7,22;-;22,25;22,91
23.04.2021 07:00:56;30,45;7,43;-;24,26;25,19
23.04.2021 08:00:56;34,11;6,90;-;31,34;32,80
23.04.2021 09:00:56;36,57;6,96;-;44,98;47,55
23.04.2021 10:00:56;51,69;6,87;-;28,28;29,22
23.04.2021 11:00:56;71,77;6,33;-;19,93;20,73
23.04.2021 12:00:56;60,43;5,37;-;16,21;17,01
23.04.2021 13:00:56;48,34;-;-;15,16;15,78
23.04.2021 14:00:56;50,78;4,60;-;14,45;15,17
23.04.2021 15:00:56;49,00;4,09;-;16,16;16,82
23.04.2021 16:00:56;49,34;3,83;-;16,81;17,49
23.04.2021 17:00:56;51,89;4,06;-;16,76;17,50
23.04.2021 18:00:56;52,12;4,87;-;17,58;18,28
23.04.2021 19:00:56;59,88;4,14;-;19,57;20,22
23.04.2021 20:00:56;53,47;4,20;-;29,70;30,53
23.04.2021 21:00:56;75,80;4,76;-;36,92;37,84
23.04.2021 22:00:56;96,99;5,12;-;40,53;41,50
23.04.2021 23:00:56;86,20;3,65;-;35,54;36,37
24.04.2021 00:00:56;60,97;3,98;-;30,52;31,54
24.04.2021 01:00:56;37,22;5,11;-;23,81;24,81
24.04.2021 02:00:56;40,12;4,63;-;23,20;23,96
24.04.2021 03:00:56;57,85;4,59;-;39,92;40,96
24.04.2021 04:00:56;129,12;5,95;-;46,90;47,90
24.04.2021 05:00:56;136,99;6,18;-;56,57;59,28
24.04.2021 06:00:56;127,66;5,83;-;58,43;61,25
24.04.2021 07:00:56;117,34;6,90;-;47,40;52,52
24.04.2021 08:00:56;115,18;6,02;-;28,07;29,47
24.04.2021 09:00:56;74,53;4,56;-;23,44;24,65
24.04.2021 10:00:56;53,99;3,85;-;19,01;19,99
24.04.2021 11:00:56;44,77;2,74;-;14,03;14,94
24.04.2021 12:00:56;35,56;3,19;-;12,81;13,52
24.04.2021 13:00:56;39,78;2,42;-;12,89;13,62
24.04.2021 14:00:56;38,67;3,44;-;12,96;14,01
24.04.2021 15:00:56;44,45;2,51;-;13,05;13,60
24.04.2021 16:00:56;48,78;2,28;-;15,68;16,37
24.04.2021 17:00:56;54,89;2,13;-;16,07;16,85
24.04.2021 18:00:56;53,22;1,96;-;16,97;17,91
24.04.2021 19:00:56;47,00;2,37;-;15,97;16,95
24.04.2021 20:00:56;50,36;3,04;-;24,60;25,45
24.04.2021 21:00:56;77,45;3,41;-;27,81;28,54
24.04.2021 22:00:56;80,10;4,06;-;36,48;37,25
24.04.2021 23:00:56;75,02;3,99;-;36,42;37,66
25.04.2021 00:00:56;90,44;3,28;-;54,05;55,20
25.04.2021 01:00:56;85,66;4,05;-;42,31;43,78
25.04.2021 02:00:56;83,78;4,29;-;40,74;42,09
25.04.2021 03:00:56;88,21;4,12;-;39,34;40,51
25.04.2021 04:00:56;76,69;5,41;-;56,18;62,14
25.04.2021 05:00:56;99,68;5,56;-;46,67;49,08
25.04.2021 06:00:56;109,30;6,03;-;35,08;35,85
25.04.2021 07:00:56;81,46;5,01;-;41,61;43,33
25.04.2021 08:00:56;93,00;5,41;-;30,33;31,56
25.04.2021 09:00:56;92,33;4,65;-;33,21;35,06
25.04.2021 10:00:56;85,99;4,90;-;26,51;27,59
25.04.2021 11:00:56;76,88;4,92;-;20,40;21,32
25.04.2021 12:00:56;68,00;3,59;-;16,94;17,65
25.04.2021 13:00:56;68,45;3,33;-;14,95;15,95
25.04.2021 14:00:56;71,66;4,17;-;13,40;14,39
25.04.2021 15:00:56;68,10;2,90;-;13,33;14,21
25.04.2021 16:00:56;59,77;3,28;-;13,12;13,87
25.04.2021 17:00:56;49,78;2,24;-;12,64;13,42
25.04.2021 18:00:56;48,56;3,26;-;14,21;15,08
25.04.2021 19:00:56;52,44;2,21;-;14,30;15,10
25.04.2021 20:00:56;47,66;3,47;-;13,74;14,55
25.04.2021 21:00:56;43,99;3,26;-;11,75;12,47
25.04.2021 22:00:56;36,34;3,72;-;13,52;14,31
25.04.2021 23:00:56;39,56;3,61;-;16,86;17,56
26.04.2021 00:00:56;43,44;3,77;-;14,64;15,25
26.04.2021 01:00:56;38,55;3,26;-;12,34;12,97
26.04.2021 02:00:56;34,89;3,73;-;11,47;12,01
