Tarih;Konya-Erenköy-Belediye;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
27.03.2021 21:00:56;20,80;0,62;658,98;33,94;44,33;-
27.03.2021 22:00:56;35,75;1,26;677,64;29,47;36,29;-
27.03.2021 23:00:56;29,14;0,08;744,12;27,68;35,55;-
28.03.2021 00:00:56;30,61;7,14;364,58;24,92;33,20;-
28.03.2021 01:00:56;33,18;5,89;392,12;24,62;36,67;-
28.03.2021 02:00:56;27,05;8,08;530,70;21,33;32,10;-
28.03.2021 03:00:56;32,26;6,14;547,42;18,99;28,12;-
28.03.2021 04:00:56;41,41;7,03;721,19;20,72;30,30;-
28.03.2021 05:00:56;48,51;6,74;911,42;22,41;34,41;-
28.03.2021 06:00:56;56,27;7,36;647,84;21,34;35,65;-
28.03.2021 07:00:56;57,32;7,72;451,92;23,42;38,49;-
28.03.2021 08:00:56;55,04;6,39;269,70;25,51;32,42;-
28.03.2021 09:00:56;52,46;7,37;184,11;22,68;25,33;-
28.03.2021 10:00:56;35,15;7,94;83,56;20,18;21,38;-
28.03.2021 11:00:56;21,59;8,75;14,81;19,82;21,44;-
28.03.2021 12:00:56;17,67;6,06;30,87;23,99;27,76;-
28.03.2021 13:00:56;19,97;6,52;94,51;32,45;40,81;-
28.03.2021 14:00:56;11,39;6,98;28,30;34,62;43,71;-
28.03.2021 15:00:56;7,04;7,07;0,00;34,21;43,36;-
28.03.2021 16:00:56;9,35;6,55;56,18;38,31;52,83;-
28.03.2021 17:00:56;26,30;3,72;160,36;39,48;54,21;-
28.03.2021 18:00:56;31,93;4,65;184,59;38,75;55,04;-
28.03.2021 19:00:56;33,26;4,10;272,14;35,11;49,04;-
28.03.2021 20:00:56;47,54;3,62;262,59;35,26;47,39;-
28.03.2021 21:00:56;44,32;4,86;294,95;29,61;41,21;-
28.03.2021 22:00:56;43,99;2,94;319,11;26,62;35,02;-
28.03.2021 23:00:56;31,13;4,66;128,52;26,14;36,19;-
29.03.2021 00:00:56;34,95;4,76;492,29;27,75;39,24;-
29.03.2021 01:00:56;31,37;6,88;905,23;25,92;39,60;-
29.03.2021 02:00:56;30,98;7,01;593,97;20,12;28,62;-
29.03.2021 03:00:56;26,19;6,62;521,55;18,61;25,63;-
29.03.2021 04:00:56;19,09;6,61;561,18;19,54;27,40;-
29.03.2021 05:00:56;16,96;5,71;1.313,44;23,23;33,64;-
29.03.2021 06:00:56;14,27;6,42;1.234,34;36,03;106,45;-
29.03.2021 07:00:56;-;-;-;-;-;-
29.03.2021 08:00:56;-;-;-;-;-;-
29.03.2021 09:00:56;46,89;6,66;1.149,10;48,22;96,56;-
29.03.2021 10:00:56;50,22;7,54;522,75;32,98;41,17;-
29.03.2021 11:00:56;52,91;6,96;528,11;42,20;47,88;-
29.03.2021 12:00:56;51,64;7,01;392,39;39,34;42,99;-
29.03.2021 13:00:56;51,56;4,71;254,20;30,19;32,35;-
29.03.2021 14:00:56;30,89;4,81;188,25;33,00;39,14;-
29.03.2021 15:00:56;20,46;4,63;233,74;35,12;43,86;-
29.03.2021 16:00:56;14,87;5,40;263,32;35,37;44,45;-
29.03.2021 17:00:56;22,55;5,47;180,34;35,36;43,58;-
29.03.2021 18:00:56;22,38;4,49;276,93;38,62;46,55;-
29.03.2021 19:00:56;24,94;5,49;328,52;46,84;64,45;-
29.03.2021 20:00:56;20,63;5,28;446,16;49,23;77,94;-
29.03.2021 21:00:56;41,24;4,27;629,84;56,36;88,35;-
29.03.2021 22:00:56;58,60;4,42;678,92;51,88;87,11;-
29.03.2021 23:00:56;61,88;4,06;1.422,24;46,65;90,33;-
30.03.2021 00:00:56;84,85;3,92;972,44;40,01;63,65;-
30.03.2021 01:00:56;63,44;3,16;486,17;29,23;38,99;-
30.03.2021 02:00:56;51,78;4,63;291,68;23,06;28,37;-
30.03.2021 03:00:56;37,76;3,16;272,08;19,51;22,19;-
30.03.2021 04:00:56;26,30;3,81;476,39;20,42;26,01;-
30.03.2021 05:00:56;23,30;4,03;788,63;22,25;29,62;-
30.03.2021 06:00:56;21,19;3,19;1.114,66;24,28;35,44;-
30.03.2021 07:00:56;27,43;3,77;812,88;28,46;43,01;-
30.03.2021 08:00:56;34,26;3,52;844,00;33,73;51,52;-
30.03.2021 09:00:56;46,76;3,94;729,96;35,20;60,28;-
30.03.2021 10:00:56;52,89;5,35;604,50;34,54;57,50;-
30.03.2021 11:00:56;51,97;3,02;625,58;38,91;62,48;-
30.03.2021 12:00:56;63,37;4,47;441,68;38,99;51,72;-
30.03.2021 13:00:56;46,78;7,98;436,25;39,98;54,22;-
30.03.2021 14:00:56;35,62;9,15;329,21;38,86;50,62;-
30.03.2021 15:00:56;40,94;9,04;368,09;38,02;51,30;-
30.03.2021 16:00:56;33,04;8,54;305,04;38,35;50,12;-
30.03.2021 17:00:56;30,77;8,46;317,02;40,86;53,52;-
30.03.2021 18:00:56;30,92;8,43;291,17;40,98;52,01;-
30.03.2021 19:00:56;35,78;9,06;384,22;40,29;51,29;-
30.03.2021 20:00:56;46,62;9,36;353,46;39,63;47,40;-
30.03.2021 21:00:56;27,98;8,67;451,38;36,80;46,32;-
30.03.2021 22:00:56;32,28;7,88;424,72;35,29;46,33;-
30.03.2021 23:00:56;40,18;9,49;424,56;33,02;44,35;-
31.03.2021 00:00:56;27,02;8,07;404,89;29,60;37,00;-
31.03.2021 01:00:56;26,43;4,17;517,23;26,44;29,99;-
31.03.2021 02:00:56;19,86;4,18;473,89;22,08;25,88;-
31.03.2021 03:00:56;14,24;4,59;529,36;21,59;29,13;-
31.03.2021 04:00:56;23,97;4,54;687,93;19,28;27,18;-
31.03.2021 05:00:56;27,65;4,88;521,02;20,06;23,77;-
31.03.2021 06:00:56;28,52;5,99;404,73;19,59;22,11;-
31.03.2021 07:00:56;19,94;4,36;439,72;20,57;24,32;-
31.03.2021 08:00:56;13,96;5,00;471,96;26,17;32,35;-
31.03.2021 09:00:56;20,10;4,70;634,13;32,16;40,69;-
31.03.2021 10:00:56;30,91;4,47;526,16;34,66;43,49;-
31.03.2021 11:00:56;35,80;5,00;485,50;30,25;35,66;-
31.03.2021 12:00:56;34,27;4,27;473,55;29,07;34,24;-
31.03.2021 13:00:56;35,20;4,77;376,79;28,60;34,09;-
31.03.2021 14:00:56;26,96;5,41;361,79;33,49;42,48;-
31.03.2021 15:00:56;26,30;5,32;391,48;36,33;46,21;-
31.03.2021 16:00:56;27,58;5,24;387,11;36,19;46,09;-
31.03.2021 17:00:56;32,23;5,90;414,30;36,90;44,74;-
31.03.2021 18:00:56;37,15;5,65;420,87;40,71;53,01;-
31.03.2021 19:00:56;39,72;5,42;-;38,23;46,11;-
31.03.2021 20:00:56;33,07;5,59;723,03;41,10;52,36;-
31.03.2021 21:00:56;39,05;5,65;652,65;37,36;43,27;-
31.03.2021 22:00:56;54,11;4,90;528,86;36,45;45,32;-
31.03.2021 23:00:56;27,83;4,64;517,39;27,52;30,30;-
01.04.2021 00:00:56;19,04;4,51;609,10;29,75;36,82;-
01.04.2021 01:00:56;27,22;5,07;462,90;29,02;40,17;-
01.04.2021 02:00:56;19,16;6,95;540,28;25,15;35,56;-
01.04.2021 03:00:56;11,15;6,63;466,93;21,42;30,13;-
01.04.2021 04:00:56;8,88;5,85;773,63;19,99;28,75;-
01.04.2021 05:00:56;16,46;6,41;751,46;24,80;38,50;-
01.04.2021 06:00:56;34,74;6,29;860,65;25,19;40,78;-
01.04.2021 07:00:56;33,41;6,72;728,11;25,27;42,95;-
01.04.2021 08:00:56;43,97;4,90;679,67;29,75;48,20;-
01.04.2021 09:00:56;44,68;6,68;739,86;33,12;61,41;-
01.04.2021 10:00:56;47,99;6,57;798,88;38,26;74,09;-
01.04.2021 11:00:56;62,21;7,05;855,28;41,15;77,65;-
01.04.2021 12:00:56;66,29;4,82;796,82;40,93;75,12;-
01.04.2021 13:00:56;62,63;8,60;826,58;43,55;82,30;-
01.04.2021 14:00:56;82,19;9,81;810,80;48,04;87,80;-
01.04.2021 15:00:56;85,30;10,19;672,50;52,56;84,78;-
01.04.2021 16:00:56;86,10;9,73;638,19;55,13;91,80;-
01.04.2021 17:00:56;77,08;10,56;546,60;51,43;90,95;-
01.04.2021 18:00:56;57,61;9,62;431,62;46,62;71,65;-
01.04.2021 19:00:56;46,27;9,89;441,87;41,13;55,43;-
01.04.2021 20:00:56;44,41;10,27;514,67;40,75;64,15;-
01.04.2021 21:00:56;43,79;9,20;397,48;37,96;44,07;-
01.04.2021 22:00:56;30,67;9,90;353,68;42,71;48,98;-
01.04.2021 23:00:56;28,26;9,94;309,83;33,77;38,13;-
02.04.2021 00:00:56;17,12;9,03;-;39,03;48,01;-
02.04.2021 01:00:56;15,33;5,52;335,18;35,07;45,52;-
02.04.2021 02:00:56;11,18;8,06;401,88;32,93;46,99;-
02.04.2021 03:00:56;12,51;6,13;623,95;23,36;34,00;-
02.04.2021 04:00:56;9,13;6,07;449,66;21,40;34,51;-
02.04.2021 05:00:56;9,66;6,82;315,77;21,18;34,84;-
02.04.2021 06:00:56;7,41;6,68;608,54;23,57;41,37;-
02.04.2021 07:00:56;11,22;8,63;868,13;30,81;80,78;-
02.04.2021 08:00:56;25,47;6,27;1.740,00;33,82;101,85;-
02.04.2021 09:00:56;40,66;7,57;854,35;35,60;61,40;-
02.04.2021 10:00:56;32,70;6,87;726,57;36,33;50,02;-
02.04.2021 11:00:56;36,04;8,78;741,45;43,96;59,24;-
02.04.2021 12:00:56;50,96;8,46;566,10;38,90;46,40;-
02.04.2021 13:00:56;43,26;6,70;324,70;33,95;41,53;-
02.04.2021 14:00:56;26,77;8,19;434,12;47,05;66,52;-
02.04.2021 15:00:56;36,45;7,82;512,86;50,78;81,81;-
02.04.2021 16:00:56;41,59;8,30;445,47;44,31;85,58;-
02.04.2021 17:00:56;39,57;8,54;384,85;43,32;74,63;-
02.04.2021 18:00:56;38,01;8,08;445,88;42,55;77,41;-
02.04.2021 19:00:56;36,37;7,86;460,77;45,33;78,73;-
02.04.2021 20:00:56;32,88;7,90;595,48;56,02;91,32;-
02.04.2021 21:00:56;51,52;7,90;651,56;51,20;88,95;-
02.04.2021 22:00:56;78,52;7,72;406,58;41,27;57,24;-
02.04.2021 23:00:56;56,77;7,56;302,87;37,51;50,00;-
03.04.2021 00:00:56;48,26;7,80;271,72;32,25;41,25;-
03.04.2021 01:00:56;29,75;3,33;517,65;31,30;39,56;-
03.04.2021 02:00:56;31,98;5,12;385,67;23,77;31,82;-
03.04.2021 03:00:56;24,02;4,47;491,61;20,25;31,03;-
03.04.2021 04:00:56;33,72;5,93;555,65;20,38;32,39;-
03.04.2021 05:00:56;30,03;4,67;587,39;18,12;28,09;-
03.04.2021 06:00:56;35,01;5,17;594,52;18,79;28,41;-
03.04.2021 07:00:56;30,53;5,07;924,92;27,05;48,83;-
03.04.2021 08:00:56;42,57;5,59;911,00;32,49;91,79;-
03.04.2021 09:00:56;57,50;5,99;523,04;29,84;44,24;-
03.04.2021 10:00:56;43,25;6,45;731,50;37,72;49,53;-
03.04.2021 11:00:56;54,13;6,52;545,64;27,91;31,42;-
03.04.2021 12:00:56;37,39;5,85;596,85;24,57;26,81;-
03.04.2021 13:00:56;35,80;4,45;556,94;26,47;30,11;-
03.04.2021 14:00:56;27,24;5,39;521,79;36,01;47,60;-
03.04.2021 15:00:56;29,84;6,11;315,13;36,43;47,61;-
03.04.2021 16:00:56;18,91;5,74;482,99;39,75;57,81;-
03.04.2021 17:00:56;20,60;6,21;465,73;35,08;46,56;-
03.04.2021 18:00:56;19,44;5,42;484,71;32,19;41,89;-
03.04.2021 19:00:56;25,73;5,49;537,16;38,58;62,42;-
03.04.2021 20:00:56;27,10;5,77;597,44;33,15;58,66;-
03.04.2021 21:00:56;21,52;5,34;616,76;30,45;43,16;-
03.04.2021 22:00:56;30,43;4,73;546,09;27,87;34,47;-
03.04.2021 23:00:56;24,27;3,74;388,81;20,38;22,66;-
04.04.2021 00:00:56;18,97;-;348,71;20,35;22,41;-
04.04.2021 01:00:56;11,01;3,83;356,26;18,99;20,84;-
04.04.2021 02:00:56;8,18;3,93;351,81;14,47;15,69;-
04.04.2021 03:00:56;12,31;4,31;393,83;14,99;16,14;-
04.04.2021 04:00:56;16,72;4,65;369,23;18,29;20,32;-
04.04.2021 05:00:56;10,57;4,24;540,12;19,88;23,77;-
04.04.2021 06:00:56;9,05;4,72;351,18;16,54;18,14;-
04.04.2021 07:00:56;7,84;4,69;400,38;14,01;15,43;-
04.04.2021 08:00:56;17,77;4,22;434,67;18,09;19,71;-
04.04.2021 09:00:56;20,52;4,10;437,30;20,07;22,03;-
04.04.2021 10:00:56;18,20;5,18;490,30;21,04;22,96;-
04.04.2021 11:00:56;12,09;5,44;350,00;18,00;19,35;-
04.04.2021 12:00:56;16,57;4,92;353,43;18,50;19,82;-
04.04.2021 13:00:56;27,09;4,75;273,53;18,95;20,16;-
04.04.2021 14:00:56;18,84;4,91;292,99;17,79;19,46;-
04.04.2021 15:00:56;29,35;5,22;378,11;23,32;26,36;-
04.04.2021 16:00:56;15,98;5,02;365,78;17,30;19,00;-
04.04.2021 17:00:56;14,78;6,00;322,39;17,61;19,40;-
04.04.2021 18:00:56;32,30;5,89;328,28;20,14;23,19;-
04.04.2021 19:00:56;36,46;5,67;336,81;31,64;41,34;-
04.04.2021 20:00:56;420,85;5,94;243,96;21,56;24,47;-
04.04.2021 21:00:56;229,34;4,91;432,24;24,19;28,61;-
04.04.2021 22:00:56;125,61;5,08;569,78;25,64;30,76;-
04.04.2021 23:00:56;66,17;5,51;590,89;26,71;32,27;-
05.04.2021 00:00:56;44,60;4,20;604,30;25,51;29,55;-
05.04.2021 01:00:56;32,73;4,50;662,47;25,62;30,83;-
05.04.2021 02:00:56;43,40;4,57;622,75;21,71;26,45;-
05.04.2021 03:00:56;40,35;3,99;481,93;20,06;23,96;-
05.04.2021 04:00:56;28,49;4,69;577,55;21,81;27,72;-
05.04.2021 05:00:56;29,09;5,42;703,09;20,96;26,85;-
05.04.2021 06:00:56;32,76;5,03;832,50;22,40;30,55;-
05.04.2021 07:00:56;40,17;3,77;646,87;28,41;40,37;-
05.04.2021 08:00:56;40,07;5,03;676,25;36,26;59,17;-
05.04.2021 09:00:56;53,12;5,12;1.065,87;43,34;106,31;-
05.04.2021 10:00:56;76,02;5,55;805,62;48,94;75,48;-
05.04.2021 11:00:56;71,42;5,43;462,78;30,42;33,82;-
05.04.2021 12:00:56;68,82;6,13;463,70;25,30;27,56;-
05.04.2021 13:00:56;57,08;3,91;436,68;27,35;30,56;-
05.04.2021 14:00:56;53,80;5,32;459,24;26,48;29,55;-
05.04.2021 15:00:56;56,12;5,76;456,74;27,76;31,55;-
05.04.2021 16:00:56;57,15;5,47;440,97;26,54;29,94;-
05.04.2021 17:00:56;55,54;6,47;451,77;29,54;33,39;-
05.04.2021 18:00:56;59,05;6,31;481,16;32,41;37,21;-
05.04.2021 19:00:56;49,72;5,75;507,44;39,16;46,68;-
05.04.2021 20:00:56;53,20;4,63;528,83;45,15;60,95;-
05.04.2021 21:00:56;51,46;4,93;477,75;42,98;55,32;-
05.04.2021 22:00:56;37,62;4,53;562,27;39,06;49,75;-
05.04.2021 23:00:56;42,04;5,52;877,27;38,66;61,09;-
06.04.2021 00:00:56;61,79;4,12;860,71;36,62;61,43;-
06.04.2021 01:00:56;50,00;4,93;782,91;30,41;47,99;-
06.04.2021 02:00:56;55,08;5,11;768,55;25,43;41,41;-
06.04.2021 03:00:56;44,38;5,82;708,76;21,16;32,22;-
06.04.2021 04:00:56;47,34;3,88;652,70;19,02;27,56;-
06.04.2021 05:00:56;34,37;5,29;843,48;18,70;27,34;-
06.04.2021 06:00:56;22,70;5,47;894,19;21,95;36,27;-
06.04.2021 07:00:56;29,09;5,49;918,67;25,45;60,50;-
06.04.2021 08:00:56;36,26;6,30;1.281,03;30,06;159,21;-
06.04.2021 09:00:56;71,26;6,69;1.816,70;31,48;214,24;-
06.04.2021 10:00:56;99,74;7,36;2.121,05;45,34;193,00;-
06.04.2021 11:00:56;117,64;7,11;2.425,61;59,80;210,12;-
06.04.2021 12:00:56;137,18;6,49;1.257,03;51,24;110,74;-
06.04.2021 13:00:56;97,07;2,81;810,54;44,48;77,10;-
06.04.2021 14:00:56;83,33;3,94;803,75;45,66;66,63;-
06.04.2021 15:00:56;68,13;2,96;596,99;43,29;53,34;-
06.04.2021 16:00:56;75,38;2,74;397,89;31,91;36,74;-
06.04.2021 17:00:56;77,81;3,17;337,34;25,77;29,85;-
06.04.2021 18:00:56;110,02;3,56;337,79;26,92;32,45;-
06.04.2021 19:00:56;134,88;3,67;435,15;30,89;40,08;-
06.04.2021 20:00:56;133,16;3,45;578,91;33,33;49,55;-
06.04.2021 21:00:56;139,35;2,78;501,49;38,41;58,34;-
06.04.2021 22:00:56;122,01;1,84;474,61;34,60;43,05;-
06.04.2021 23:00:56;102,18;2,18;703,04;34,46;55,43;-
07.04.2021 00:00:56;110,93;2,28;765,04;36,33;63,21;-
07.04.2021 01:00:56;105,70;4,22;449,09;31,23;37,98;-
07.04.2021 02:00:56;76,44;4,78;383,64;25,79;27,83;-
07.04.2021 03:00:56;60,55;5,19;350,91;24,03;26,94;-
07.04.2021 04:00:56;52,63;5,10;463,21;23,79;29,88;-
07.04.2021 05:00:56;54,92;4,63;412,30;22,49;27,06;-
07.04.2021 06:00:56;60,72;3,77;356,81;24,73;29,50;-
07.04.2021 07:00:56;69,36;5,30;333,88;26,93;30,05;-
07.04.2021 08:00:56;86,92;5,00;435,31;34,13;38,06;-
07.04.2021 09:00:56;112,51;5,53;503,33;37,15;40,88;-
07.04.2021 10:00:56;106,16;5,41;379,05;29,19;31,04;-
07.04.2021 11:00:56;114,94;5,86;355,26;22,47;23,77;-
07.04.2021 12:00:56;111,83;6,88;313,41;22,60;24,07;-
07.04.2021 13:00:56;93,97;4,48;277,42;24,49;26,21;-
07.04.2021 14:00:56;62,14;5,35;296,54;29,41;32,36;-
07.04.2021 15:00:56;41,51;6,24;276,60;30,55;35,18;-
07.04.2021 16:00:56;32,72;6,34;289,20;29,75;34,13;-
07.04.2021 17:00:56;36,73;6,43;294,39;30,24;32,68;-
07.04.2021 18:00:56;34,57;5,21;396,04;32,69;35,16;-
07.04.2021 19:00:56;33,93;5,87;442,67;42,57;47,96;-
07.04.2021 20:00:56;33,08;4,91;556,45;48,48;62,35;-
07.04.2021 21:00:56;44,24;4,40;556,10;47,28;56,85;-
07.04.2021 22:00:56;53,08;3,99;569,93;39,80;54,88;-
07.04.2021 23:00:56;41,99;3,34;294,83;30,17;31,81;-
08.04.2021 00:00:56;37,72;3,66;257,81;29,33;31,89;-
08.04.2021 01:00:56;34,71;3,00;323,52;29,42;33,60;-
08.04.2021 02:00:56;35,86;4,06;305,93;24,77;27,83;-
08.04.2021 03:00:56;28,46;3,05;343,48;25,13;29,76;-
08.04.2021 04:00:56;19,85;3,65;307,40;23,95;28,70;-
08.04.2021 05:00:56;25,64;3,63;435,72;25,75;29,82;-
08.04.2021 06:00:56;44,55;3,47;664,19;27,66;37,50;-
08.04.2021 07:00:56;59,93;3,86;832,16;31,98;84,91;-
08.04.2021 08:00:56;81,60;4,64;1.142,10;36,69;156,69;-
08.04.2021 09:00:56;95,97;4,55;954,93;37,84;95,06;-
08.04.2021 10:00:56;96,65;4,29;947,53;41,77;97,04;-
08.04.2021 11:00:56;104,02;5,53;986,02;55,42;99,88;-
08.04.2021 12:00:56;90,35;4,66;767,94;53,46;77,51;-
08.04.2021 13:00:56;67,66;5,01;805,51;66,08;81,69;-
08.04.2021 14:00:56;72,96;6,42;701,50;60,06;67,31;-
08.04.2021 15:00:56;60,82;6,14;507,50;47,74;53,68;-
08.04.2021 16:00:56;50,15;6,31;339,61;30,63;34,86;-
08.04.2021 17:00:56;35,96;5,74;339,55;33,04;37,81;-
08.04.2021 18:00:56;29,60;6,17;370,12;37,12;43,83;-
08.04.2021 19:00:56;35,41;5,25;393,74;41,18;47,66;-
08.04.2021 20:00:56;34,60;4,81;439,20;49,33;56,76;-
08.04.2021 21:00:56;38,21;4,27;425,41;50,18;58,54;-
08.04.2021 22:00:56;31,32;4,61;327,60;40,17;45,15;-
08.04.2021 23:00:56;23,90;5,01;136,51;23,12;24,76;-
09.04.2021 00:00:56;17,63;5,36;412,24;30,85;34,55;-
09.04.2021 01:00:56;32,61;9,34;678,10;32,15;40,63;-
09.04.2021 02:00:56;35,88;9,44;623,85;28,78;38,07;-
09.04.2021 03:00:56;40,76;9,40;471,61;23,44;31,09;-
09.04.2021 04:00:56;39,34;8,37;483,01;20,90;29,20;-
09.04.2021 05:00:56;29,96;9,20;398,59;21,33;27,82;-
09.04.2021 06:00:56;31,60;8,80;397,22;19,82;25,57;-
09.04.2021 07:00:56;34,98;8,95;438,32;20,90;28,21;-
09.04.2021 08:00:56;20,32;8,94;474,73;27,45;39,98;-
09.04.2021 09:00:56;16,82;8,90;475,29;28,02;43,81;-
09.04.2021 10:00:56;9,61;8,91;548,29;33,03;49,07;-
09.04.2021 11:00:56;7,63;8,36;534,46;35,04;50,14;-
09.04.2021 12:00:56;8,18;8,46;436,24;30,28;38,24;-
09.04.2021 13:00:56;6,88;10,28;363,11;29,83;37,99;-
09.04.2021 14:00:56;13,82;10,48;249,78;27,87;34,71;-
09.04.2021 15:00:56;15,73;10,04;398,95;29,11;34,87;-
09.04.2021 16:00:56;9,76;10,44;338,94;29,66;34,79;-
09.04.2021 17:00:56;8,32;10,24;284,76;31,11;36,36;-
09.04.2021 18:00:56;10,78;9,47;337,22;32,99;39,75;-
09.04.2021 19:00:56;8,48;10,48;371,04;34,80;42,60;-
09.04.2021 20:00:56;13,43;10,27;359,32;35,05;42,73;-
09.04.2021 21:00:56;21,29;9,33;442,77;30,59;35,96;-
09.04.2021 22:00:56;11,00;11,05;268,17;24,58;27,51;-
09.04.2021 23:00:56;7,36;9,27;287,27;20,03;22,69;-
10.04.2021 00:00:56;10,35;10,34;385,95;18,96;21,44;-
10.04.2021 01:00:56;6,61;4,88;250,28;17,32;19,36;-
10.04.2021 02:00:56;7,08;5,70;278,12;16,20;17,72;-
10.04.2021 03:00:56;13,43;5,35;156,24;13,30;14,03;-
10.04.2021 04:00:56;7,22;3,38;132,21;12,87;13,86;-
10.04.2021 05:00:56;7,27;2,63;202,39;12,85;13,70;-
10.04.2021 06:00:56;14,49;2,74;257,45;13,12;13,88;-
10.04.2021 07:00:56;20,05;2,20;175,98;12,60;13,30;-
10.04.2021 08:00:56;17,78;1,28;179,01;13,10;14,10;-
10.04.2021 09:00:56;20,36;1,20;159,77;14,86;15,65;-
10.04.2021 10:00:56;22,25;1,66;138,85;16,08;16,92;-
10.04.2021 11:00:56;27,86;1,35;205,36;16,56;17,75;-
10.04.2021 12:00:56;21,82;2,83;192,96;17,57;18,54;-
10.04.2021 13:00:56;25,14;4,07;133,54;20,18;21,44;-
10.04.2021 14:00:56;19,92;5,51;261,57;20,31;21,81;-
10.04.2021 15:00:56;14,49;5,00;259,07;20,97;22,27;-
10.04.2021 16:00:56;18,50;5,71;148,91;21,39;22,62;-
10.04.2021 17:00:56;13,00;5,19;185,72;21,22;22,91;-
10.04.2021 18:00:56;20,87;4,06;193,54;21,96;23,49;-
10.04.2021 19:00:56;21,94;4,43;298,47;25,09;27,38;-
10.04.2021 20:00:56;18,41;5,36;160,17;21,96;23,46;-
10.04.2021 21:00:56;11,96;4,74;315,57;22,57;24,46;-
10.04.2021 22:00:56;14,85;4,90;178,46;21,41;23,60;-
10.04.2021 23:00:56;20,02;5,59;125,65;18,29;19,27;-
11.04.2021 00:00:56;12,60;3,92;117,17;15,99;16,73;-
11.04.2021 01:00:56;8,81;6,19;403,39;15,46;16,39;-
11.04.2021 02:00:56;13,48;6,92;416,53;14,77;15,74;-
11.04.2021 03:00:56;9,47;6,49;431,31;14,71;15,78;-
11.04.2021 04:00:56;13,11;6,54;354,44;15,36;16,44;-
11.04.2021 05:00:56;8,11;6,39;266,61;16,27;17,44;-
11.04.2021 06:00:56;17,22;6,32;212,67;15,27;16,21;-
11.04.2021 07:00:56;37,75;6,23;233,37;15,86;17,03;-
11.04.2021 08:00:56;19,36;5,89;284,15;15,99;17,47;-
11.04.2021 09:00:56;12,15;5,76;283,69;17,14;18,56;-
11.04.2021 10:00:56;16,53;5,66;275,71;18,71;20,21;-
11.04.2021 11:00:56;17,37;6,40;370,03;18,93;20,56;-
11.04.2021 12:00:56;19,12;7,14;374,59;20,14;21,97;-
11.04.2021 13:00:56;26,14;3,13;386,81;24,44;28,33;-
11.04.2021 14:00:56;15,77;5,68;340,45;26,68;29,44;-
11.04.2021 15:00:56;17,19;4,27;373,48;28,76;31,34;-
11.04.2021 16:00:56;11,20;3,62;373,52;27,48;29,45;-
11.04.2021 17:00:56;11,07;3,31;337,49;27,59;29,99;-
11.04.2021 18:00:56;23,44;3,62;306,56;28,70;32,57;-
11.04.2021 19:00:56;12,96;2,91;325,41;26,74;30,20;-
11.04.2021 20:00:56;9,50;2,89;311,13;23,36;25,58;-
11.04.2021 21:00:56;11,69;3,67;360,73;23,06;26,24;-
11.04.2021 22:00:56;6,25;2,53;346,06;20,04;21,56;-
11.04.2021 23:00:56;5,18;4,45;255,14;20,31;21,82;-
12.04.2021 00:00:56;10,32;3,04;444,57;21,02;22,82;-
12.04.2021 01:00:56;17,77;7,54;192,77;21,59;24,39;-
12.04.2021 02:00:56;10,78;7,33;285,22;20,13;23,17;-
12.04.2021 03:00:56;8,41;7,66;262,23;19,76;23,56;-
12.04.2021 04:00:56;4,68;7,55;265,50;19,70;23,93;-
12.04.2021 05:00:56;4,83;7,00;514,53;19,88;25,02;-
12.04.2021 06:00:56;8,68;7,75;424,47;22,11;29,43;-
12.04.2021 07:00:56;11,35;8,96;576,73;35,73;69,05;-
12.04.2021 08:00:56;14,83;8,43;644,75;39,30;63,45;-
12.04.2021 09:00:56;21,43;9,45;478,01;40,33;54,80;-
12.04.2021 10:00:56;17,83;9,64;445,27;37,24;44,03;-
12.04.2021 11:00:56;14,88;8,29;350,13;33,79;37,43;-
12.04.2021 12:00:56;18,04;8,52;286,26;34,29;38,09;-
12.04.2021 13:00:56;17,67;3,61;191,47;32,03;34,96;-
12.04.2021 14:00:56;17,11;3,83;250,19;31,88;39,34;-
12.04.2021 15:00:56;11,67;4,23;236,61;34,00;45,64;-
12.04.2021 16:00:56;13,17;5,23;207,70;37,25;47,86;-
12.04.2021 17:00:56;10,92;5,10;264,16;44,03;65,42;-
12.04.2021 18:00:56;19,54;4,05;268,95;40,28;54,83;-
12.04.2021 19:00:56;20,98;4,12;269,76;40,27;50,07;-
12.04.2021 20:00:56;23,96;4,40;270,77;37,85;48,60;-
12.04.2021 21:00:56;21,13;3,90;246,31;35,15;47,75;-
12.04.2021 22:00:56;24,78;3,42;516,10;34,79;49,53;-
12.04.2021 23:00:56;29,70;4,31;624,18;31,95;51,91;-
13.04.2021 00:00:56;31,18;3,87;565,97;30,73;49,06;-
13.04.2021 01:00:56;35,19;0,03;486,83;24,84;37,11;-
13.04.2021 02:00:56;27,62;0,81;356,32;22,30;31,47;-
13.04.2021 03:00:56;18,02;0,58;381,47;20,56;27,80;-
13.04.2021 04:00:56;12,13;0,53;459,92;20,90;29,11;-
13.04.2021 05:00:56;10,20;0,14;386,51;19,54;26,35;-
13.04.2021 06:00:56;17,72;0,73;456,48;21,16;31,24;-
13.04.2021 07:00:56;13,06;0,42;384,80;24,23;32,48;-
13.04.2021 08:00:56;22,54;0,02;576,95;29,71;50,17;-
13.04.2021 09:00:56;29,79;0,68;655,23;29,76;63,07;-
