Tarih;Konya-Karatay;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
05.02.2021 01:00:56;74,94;15,63;2.576,53;46,63;113,25;0,71
05.02.2021 02:00:56;77,98;16,95;3.742,68;42,88;152,81;1,12
05.02.2021 03:00:56;136,56;18,81;3.467,68;42,24;185,56;0,00
05.02.2021 04:00:56;125,76;17,92;1.783,89;42,39;117,52;0,00
05.02.2021 05:00:56;63,63;18,40;2.161,06;40,23;136,13;0,00
05.02.2021 06:00:56;72,68;18,71;2.468,03;42,26;158,61;0,00
05.02.2021 07:00:56;67,87;19,00;2.438,12;49,17;176,72;0,00
05.02.2021 08:00:56;67,58;22,82;3.479,14;58,14;413,10;0,00
05.02.2021 09:00:56;91,57;20,96;3.134,77;71,80;305,20;1,03
05.02.2021 10:00:56;99,11;16,88;1.810,15;73,84;180,57;1,23
05.02.2021 11:00:56;82,90;15,85;816,25;52,02;80,94;8,94
05.02.2021 12:00:56;35,29;14,12;377,65;31,84;39,39;18,72
05.02.2021 13:00:56;9,94;13,27;283,00;18,83;23,12;23,34
05.02.2021 14:00:56;9,00;12,15;300,97;19,46;23,90;26,43
05.02.2021 15:00:56;9,13;11,19;274,94;22,97;27,69;26,43
05.02.2021 16:00:56;11,06;10,48;286,86;21,79;25,94;27,48
05.02.2021 17:00:56;12,00;10,56;312,81;26,03;30,71;22,66
05.02.2021 18:00:56;13,64;10,67;466,48;51,80;57,80;10,08
05.02.2021 19:00:56;40,72;14,71;1.071,03;69,66;137,35;3,08
05.02.2021 20:00:56;83,21;16,61;2.211,69;67,47;183,77;1,01
05.02.2021 21:00:56;116,57;17,72;2.824,62;58,74;177,10;1,94
05.02.2021 22:00:56;125,63;18,35;3.353,87;54,88;192,16;2,31
05.02.2021 23:00:56;137,17;20,69;4.747,92;52,08;241,47;1,42
06.02.2021 00:00:56;169,75;23,55;5.404,45;47,82;239,86;1,14
06.02.2021 01:00:56;162,40;24,03;4.962,50;48,21;183,70;0,00
06.02.2021 02:00:56;105,02;21,43;2.903,86;49,26;103,32;0,00
06.02.2021 03:00:56;45,24;19,47;2.060,18;44,45;86,99;0,00
06.02.2021 04:00:56;38,36;20,74;2.557,05;41,42;143,11;0,00
06.02.2021 05:00:56;100,22;22,14;1.815,50;43,86;105,00;0,00
06.02.2021 06:00:56;59,32;19,28;1.462,60;36,05;110,76;0,00
06.02.2021 07:00:56;65,45;20,49;1.960,30;35,94;234,16;0,00
06.02.2021 08:00:56;89,91;23,20;3.142,57;47,72;295,96;0,00
06.02.2021 09:00:56;130,79;20,78;1.686,72;53,96;185,21;0,00
06.02.2021 10:00:56;97,11;18,76;1.024,97;55,42;121,48;0,00
06.02.2021 11:00:56;82,93;20,99;692,03;55,92;84,04;1,70
06.02.2021 12:00:56;66,87;18,15;591,17;50,78;65,74;0,73
06.02.2021 13:00:56;64,30;16,28;517,06;44,50;51,85;14,33
06.02.2021 14:00:56;53,56;16,36;514,56;38,96;45,03;20,63
06.02.2021 15:00:56;47,19;15,75;408,90;34,80;39,73;22,16
06.02.2021 16:00:56;48,67;14,85;269,13;28,70;34,49;22,25
06.02.2021 17:00:56;28,87;14,87;268,54;29,21;32,76;17,14
06.02.2021 18:00:56;29,91;16,64;663,20;52,81;94,60;5,05
06.02.2021 19:00:56;76,35;18,90;1.572,18;67,84;202,63;3,02
06.02.2021 20:00:56;129,22;20,65;2.744,97;66,40;226,22;1,73
06.02.2021 21:00:56;180,54;22,51;4.337,98;62,53;261,92;2,04
06.02.2021 22:00:56;228,57;24,00;-;61,53;226,83;1,92
06.02.2021 23:00:56;158,47;23,60;-;57,52;166,11;2,30
07.02.2021 00:00:56;91,26;22,84;197,54;58,71;170,57;1,58
07.02.2021 01:00:56;108,61;21,37;19,71;53,47;136,85;2,38
07.02.2021 02:00:56;88,32;20,43;0,00;49,93;118,00;1,49
07.02.2021 03:00:56;93,06;19,54;0,00;43,80;107,89;0,00
07.02.2021 04:00:56;92,74;19,34;0,00;46,18;101,90;0,00
07.02.2021 05:00:56;71,47;18,15;0,00;44,01;78,43;0,00
07.02.2021 06:00:56;34,44;17,06;0,00;37,13;64,94;0,01
07.02.2021 07:00:56;41,13;15,85;0,00;34,60;68,82;0,00
07.02.2021 08:00:56;43,25;16,23;0,00;36,54;67,89;0,00
07.02.2021 09:00:56;46,43;15,81;0,00;34,42;51,12;0,00
07.02.2021 10:00:56;39,20;16,22;0,00;38,59;53,54;0,00
07.02.2021 11:00:56;57,57;15,67;0,00;45,02;56,33;0,12
07.02.2021 12:00:56;65,18;15,67;0,00;46,72;58,63;5,34
07.02.2021 13:00:56;51,48;13,20;0,00;28,46;34,19;19,21
07.02.2021 14:00:56;28,56;12,15;0,00;20,89;25,15;20,62
07.02.2021 15:00:56;21,81;12,01;0,00;19,39;23,46;24,88
07.02.2021 16:00:56;18,81;11,52;0,00;20,74;24,53;20,35
07.02.2021 17:00:56;15,94;12,18;0,00;21,12;24,89;18,74
07.02.2021 18:00:56;15,06;11,76;0,00;39,64;48,84;7,10
07.02.2021 19:00:56;17,64;13,37;0,00;54,47;82,11;4,00
07.02.2021 20:00:56;44,66;20,98;0,00;56,34;101,96;3,13
07.02.2021 21:00:56;83,37;23,06;0,00;54,78;100,93;1,97
07.02.2021 22:00:56;77,10;28,11;0,00;52,28;106,96;3,34
07.02.2021 23:00:56;125,11;30,11;744,19;49,53;118,77;2,72
08.02.2021 00:00:56;157,19;28,06;-;45,61;138,94;2,08
08.02.2021 01:00:56;157,85;27,54;-;45,04;107,25;2,67
08.02.2021 02:00:56;122,97;25,67;-;41,72;83,73;1,33
08.02.2021 03:00:56;77,18;24,59;-;38,93;64,30;2,18
08.02.2021 04:00:56;-;-;-;-;-;-
08.02.2021 05:00:56;-;-;-;-;-;-
08.02.2021 06:00:56;-;-;-;-;-;-
08.02.2021 07:00:56;-;-;-;-;-;-
08.02.2021 08:00:56;-;-;-;-;-;-
08.02.2021 09:00:56;-;-;-;-;-;-
08.02.2021 10:00:56;-;-;-;-;-;-
08.02.2021 11:00:56;179,78;13,43;2.105,30;61,44;201,63;1,82
08.02.2021 12:00:56;192,84;20,45;2.491,62;77,49;220,09;0,02
08.02.2021 13:00:56;210,22;21,65;2.645,54;96,07;265,05;0,17
08.02.2021 14:00:56;273,28;20,50;2.615,69;89,10;279,21;3,00
08.02.2021 15:00:56;230,46;20,56;3.034,55;87,88;287,08;2,39
08.02.2021 16:00:56;220,61;19,92;17.332,79;89,06;253,23;2,97
08.02.2021 17:00:56;189,28;17,79;983,37;51,32;87,11;6,72
08.02.2021 18:00:56;37,70;19,35;791,97;49,33;70,95;6,20
08.02.2021 19:00:56;33,12;18,84;839,38;54,00;77,66;3,18
08.02.2021 20:00:56;34,94;18,02;649,24;48,19;80,03;4,56
08.02.2021 21:00:56;32,97;17,25;239,00;23,20;27,20;16,92
08.02.2021 22:00:56;16,64;18,07;243,15;16,58;20,06;10,10
08.02.2021 23:00:56;11,06;16,15;277,46;16,23;19,25;1,44
09.02.2021 00:00:56;12,00;13,77;3.156,34;13,39;16,69;17,04
09.02.2021 01:00:56;11,94;14,21;1.386,72;13,18;16,18;12,37
09.02.2021 02:00:56;10,82;13,42;581,96;11,90;14,73;15,58
09.02.2021 03:00:56;8,12;12,98;378,20;7,22;10,48;6,77
09.02.2021 04:00:56;10,42;11,70;320,34;7,16;10,45;23,96
09.02.2021 05:00:56;17,24;10,38;333,59;6,79;9,92;24,76
09.02.2021 06:00:56;21,00;11,56;398,91;17,55;21,73;17,92
09.02.2021 07:00:56;21,00;12,66;456,51;34,84;49,55;9,77
09.02.2021 08:00:56;22,87;12,43;819,77;53,58;91,48;3,69
09.02.2021 09:00:56;51,34;13,53;682,56;45,61;63,04;8,59
09.02.2021 10:00:56;40,64;10,82;542,35;26,76;33,28;17,72
09.02.2021 11:00:56;34,88;9,55;451,78;16,25;20,61;24,60
09.02.2021 12:00:56;33,48;9,83;412,74;12,95;16,47;25,65
09.02.2021 13:00:56;40,22;8,88;385,30;12,27;16,06;30,82
09.02.2021 14:00:56;28,24;9,08;390,66;12,62;16,05;28,20
09.02.2021 15:00:56;31,09;8,92;1.354,37;14,22;18,15;31,75
09.02.2021 16:00:56;16,94;9,34;533,88;14,88;19,11;28,73
09.02.2021 17:00:56;16,06;8,24;413,69;22,50;26,22;23,91
09.02.2021 18:00:56;17,36;9,40;735,00;53,25;64,91;11,13
09.02.2021 19:00:56;23,36;10,99;904,20;61,09;74,89;11,08
09.02.2021 20:00:56;29,24;13,78;983,22;59,27;72,22;8,01
09.02.2021 21:00:56;33,18;13,84;2.800,41;52,79;66,78;10,39
09.02.2021 22:00:56;36,30;14,98;11.862,01;45,00;49,15;9,80
09.02.2021 23:00:56;41,35;14,77;1.277,39;41,59;46,05;11,22
10.02.2021 00:00:56;48,45;18,80;1.669,38;43,24;47,25;7,89
10.02.2021 01:00:56;70,82;17,71;1.827,19;44,33;49,32;0,11
10.02.2021 02:00:56;67,64;17,36;2.189,88;41,64;47,87;0,00
10.02.2021 03:00:56;62,54;15,69;2.646,10;39,84;48,77;2,62
10.02.2021 04:00:56;72,33;15,68;3.554,30;40,28;57,60;3,37
10.02.2021 05:00:56;91,25;15,88;3.348,74;40,99;61,92;6,00
10.02.2021 06:00:56;62,19;14,38;1.456,66;45,77;92,52;6,83
10.02.2021 07:00:56;37,86;18,28;1.846,05;61,36;186,13;3,76
10.02.2021 08:00:56;98,78;23,71;2.457,34;66,94;251,55;3,94
10.02.2021 09:00:56;110,22;19,64;2.122,35;77,96;166,95;4,72
10.02.2021 10:00:56;97,09;18,73;1.425,92;75,07;120,60;6,87
10.02.2021 11:00:56;79,86;14,25;754,73;41,46;51,57;19,30
10.02.2021 12:00:56;30,40;11,33;546,72;24,93;29,04;27,99
10.02.2021 13:00:56;20,52;10,19;991,81;19,54;23,15;27,62
10.02.2021 14:00:56;13,66;10,99;4.575,53;23,47;28,04;24,65
10.02.2021 15:00:56;23,88;10,82;530,51;19,80;24,54;24,95
10.02.2021 16:00:56;21,88;10,98;376,23;23,37;28,00;22,86
10.02.2021 17:00:56;19,76;9,28;446,63;29,36;33,74;21,79
10.02.2021 18:00:56;16,91;10,70;771,18;58,48;74,72;12,53
10.02.2021 19:00:56;31,97;17,39;1.154,54;72,52;107,85;8,11
10.02.2021 20:00:56;47,18;17,72;8.810,79;72,59;116,52;5,48
10.02.2021 21:00:56;50,42;17,61;1.492,26;66,83;97,18;1,62
10.02.2021 22:00:56;57,30;19,33;1.527,59;56,19;68,19;2,16
10.02.2021 23:00:56;60,42;16,67;6.211,69;40,68;45,20;9,98
11.02.2021 00:00:56;36,63;18,58;1.605,53;51,35;67,23;3,41
11.02.2021 01:00:56;62,84;17,48;2.083,55;47,07;73,09;4,45
11.02.2021 02:00:56;74,91;18,58;2.172,17;44,15;60,70;4,78
11.02.2021 03:00:56;57,82;17,20;1.867,01;37,56;43,85;6,52
11.02.2021 04:00:56;54,58;16,09;1.989,29;32,49;37,78;5,57
11.02.2021 05:00:56;47,16;15,36;1.746,77;29,97;34,07;5,62
11.02.2021 06:00:56;34,60;16,33;1.843,13;34,57;79,35;5,02
11.02.2021 07:00:56;44,66;17,29;1.411,36;35,89;124,56;2,29
11.02.2021 08:00:56;56,45;17,88;1.373,34;37,34;121,61;4,04
11.02.2021 09:00:56;79,54;20,54;1.478,81;49,65;153,77;2,38
11.02.2021 10:00:56;87,76;18,25;1.384,70;62,65;180,26;4,83
11.02.2021 11:00:56;81,28;15,17;776,52;47,52;77,61;10,35
11.02.2021 12:00:56;38,16;11,79;532,00;31,03;38,56;21,22
11.02.2021 13:00:56;24,70;11,68;444,40;23,89;27,79;26,33
11.02.2021 14:00:56;19,82;11,28;366,85;18,32;22,36;27,19
11.02.2021 15:00:56;16,46;10,35;349,69;15,87;19,47;28,20
11.02.2021 16:00:56;8,18;10,04;1.974,54;15,34;19,30;28,18
11.02.2021 17:00:56;11,12;9,09;2.810,48;23,39;27,72;24,90
11.02.2021 18:00:56;13,48;10,02;1.616,76;37,66;44,71;18,21
11.02.2021 19:00:56;21,84;10,85;667,00;52,53;63,48;15,86
11.02.2021 20:00:56;33,49;11,79;522,76;25,28;28,57;27,30
11.02.2021 21:00:56;10,42;12,73;523,55;21,64;24,85;26,93
11.02.2021 22:00:56;17,24;13,30;605,95;18,01;20,92;24,47
11.02.2021 23:00:56;20,88;12,68;515,72;16,10;19,26;23,99
12.02.2021 00:00:56;19,00;11,87;540,72;13,03;15,46;25,20
12.02.2021 01:00:56;18,94;11,62;590,29;13,19;16,25;25,29
12.02.2021 02:00:56;18,18;11,53;569,42;12,11;14,88;19,53
12.02.2021 03:00:56;20,88;12,25;530,53;11,29;14,12;1,49
12.02.2021 04:00:56;18,52;11,68;448,88;10,05;13,26;1,31
12.02.2021 05:00:56;10,76;10,83;464,22;11,32;14,28;9,36
12.02.2021 06:00:56;7,00;10,19;473,06;12,12;15,44;20,08
12.02.2021 07:00:56;8,09;10,80;648,86;42,41;53,26;9,37
12.02.2021 08:00:56;25,00;10,89;796,23;49,41;62,28;9,22
12.02.2021 09:00:56;25,60;11,08;619,18;36,41;44,67;15,15
12.02.2021 10:00:56;35,06;11,09;519,59;19,50;23,89;17,08
12.02.2021 11:00:56;35,52;9,90;2.245,64;16,01;19,74;22,96
12.02.2021 12:00:56;27,40;8,93;1.861,43;13,89;17,83;25,85
12.02.2021 13:00:56;18,18;10,42;368,73;16,71;21,61;24,56
12.02.2021 14:00:56;20,40;8,90;353,41;12,62;17,01;26,75
12.02.2021 15:00:56;10,70;8,41;388,49;14,72;18,57;22,89
12.02.2021 16:00:56;5,88;8,78;382,02;20,47;25,41;20,98
12.02.2021 17:00:56;4,30;8,96;454,23;31,38;36,17;20,95
12.02.2021 18:00:56;9,12;9,69;2.653,50;33,69;38,25;17,15
12.02.2021 19:00:56;11,06;11,20;2.710,19;45,62;52,42;14,66
12.02.2021 20:00:56;12,30;11,48;667,41;45,34;50,34;10,29
12.02.2021 21:00:56;17,24;12,72;572,67;36,62;41,27;6,72
12.02.2021 22:00:56;20,70;11,29;694,66;35,00;38,89;5,37
12.02.2021 23:00:56;15,82;11,61;586,39;28,35;31,80;11,33
13.02.2021 00:00:56;13,48;10,56;808,27;38,73;43,92;7,94
13.02.2021 01:00:56;21,00;10,94;844,34;37,94;42,59;7,84
13.02.2021 02:00:56;20,82;11,33;863,45;30,65;34,24;12,50
13.02.2021 03:00:56;17,58;12,81;5.509,38;19,03;22,65;12,45
13.02.2021 04:00:56;10,76;10,86;4.239,21;12,13;15,22;15,97
13.02.2021 05:00:56;7,00;10,93;606,06;11,95;14,84;14,70
13.02.2021 06:00:56;7,54;10,50;724,58;15,52;18,66;12,58
13.02.2021 07:00:56;16,36;12,07;1.042,69;34,32;45,66;6,52
13.02.2021 08:00:56;22,84;13,15;1.377,83;42,75;61,04;6,03
13.02.2021 09:00:56;34,85;12,41;959,38;32,87;43,90;12,61
13.02.2021 10:00:56;16,70;10,82;568,04;16,52;21,11;18,16
13.02.2021 11:00:56;12,30;10,35;506,13;11,84;16,07;20,40
13.02.2021 12:00:56;17,18;11,72;475,82;10,84;14,35;22,80
13.02.2021 13:00:56;19,46;11,94;458,82;9,81;13,47;24,24
13.02.2021 14:00:56;10,94;10,39;455,22;8,91;11,89;24,16
13.02.2021 15:00:56;9,94;9,02;3.187,37;8,82;12,35;23,97
13.02.2021 16:00:56;8,88;8,60;2.161,26;9,48;12,52;21,11
13.02.2021 17:00:56;7,00;8,83;435,90;11,08;13,83;19,58
13.02.2021 18:00:56;7,36;18,15;519,89;22,27;25,39;16,58
13.02.2021 19:00:56;14,75;13,34;699,57;39,34;42,52;10,64
13.02.2021 20:00:56;42,54;18,66;1.125,67;55,53;59,86;6,78
13.02.2021 21:00:56;49,49;13,45;785,24;38,78;42,00;12,10
13.02.2021 22:00:56;25,88;12,15;727,84;30,77;33,81;11,21
13.02.2021 23:00:56;24,35;11,90;6.035,51;47,55;57,64;8,05
14.02.2021 00:00:56;28,85;8,64;90,51;34,49;39,89;13,52
14.02.2021 01:00:56;11,36;8,12;98,96;30,81;34,60;13,16
14.02.2021 02:00:56;17,84;10,49;676,23;37,25;41,16;11,40
14.02.2021 03:00:56;32,45;11,42;4.795,09;40,78;45,47;8,07
14.02.2021 04:00:56;57,41;16,57;17.857,06;44,90;64,17;5,09
14.02.2021 05:00:56;92,10;15,84;1.924,54;38,42;47,99;9,11
14.02.2021 06:00:56;46,76;13,43;2.125,22;29,85;33,62;6,51
14.02.2021 07:00:56;43,72;12,46;1.839,43;37,41;63,31;3,41
14.02.2021 08:00:56;55,30;15,09;1.693,00;45,69;76,02;3,95
14.02.2021 09:00:56;60,18;15,48;908,88;44,56;60,57;7,65
14.02.2021 10:00:56;63,54;17,42;819,68;49,22;61,93;12,58
14.02.2021 11:00:56;69,41;15,63;120,99;28,73;35,24;17,84
14.02.2021 12:00:56;28,28;8,57;0,00;12,89;16,57;20,70
14.02.2021 13:00:56;17,00;7,23;0,00;10,51;13,52;21,90
14.02.2021 14:00:56;16,64;6,68;0,00;9,10;12,11;21,44
14.02.2021 15:00:56;10,94;5,96;0,00;9,40;12,28;21,27
14.02.2021 16:00:56;9,82;4,77;0,00;8,41;11,42;22,22
14.02.2021 17:00:56;7,00;4,91;0,00;11,62;14,63;20,96
14.02.2021 18:00:56;7,24;6,07;0,00;17,15;20,07;18,51
14.02.2021 19:00:56;11,12;6,72;0,00;20,08;23,39;15,43
14.02.2021 20:00:56;12,82;6,83;0,00;16,71;19,65;17,82
14.02.2021 21:00:56;10,30;8,33;0,00;15,36;18,12;10,69
14.02.2021 22:00:56;14,94;9,09;1,17;16,70;19,28;0,85
14.02.2021 23:00:56;15,99;10,68;606,02;32,80;37,51;0,14
15.02.2021 00:00:56;49,09;12,82;1.688,74;49,83;62,62;6,57
15.02.2021 01:00:56;64,73;15,02;1.676,85;35,53;40,82;14,56
15.02.2021 02:00:56;43,07;11,88;808,31;14,57;17,09;19,96
15.02.2021 03:00:56;12,94;11,00;661,33;12,33;15,19;18,89
15.02.2021 04:00:56;12,00;10,79;734,50;14,29;17,58;15,87
15.02.2021 05:00:56;12,00;10,31;653,54;14,51;17,53;18,73
15.02.2021 06:00:56;11,94;10,17;554,86;18,00;21,52;16,07
15.02.2021 07:00:56;11,60;9,64;703,35;39,60;52,38;10,18
15.02.2021 08:00:56;23,05;11,43;885,04;55,11;94,10;6,67
15.02.2021 09:00:56;54,76;11,30;745,35;49,89;76,20;11,56
15.02.2021 10:00:56;50,09;9,86;4.514,24;28,77;36,86;12,84
15.02.2021 11:00:56;35,58;9,71;4.723,78;24,50;31,08;14,91
15.02.2021 12:00:56;28,58;10,55;411,84;24,98;30,46;14,78
15.02.2021 13:00:56;21,82;10,22;487,10;34,89;44,80;9,09
15.02.2021 14:00:56;18,94;8,75;469,78;34,00;41,37;11,84
15.02.2021 15:00:56;18,24;8,45;391,19;21,75;26,77;14,68
15.02.2021 16:00:56;21,40;8,24;397,08;20,59;26,09;15,15
15.02.2021 17:00:56;12,36;8,36;1.675,68;23,12;27,52;16,08
15.02.2021 18:00:56;17,82;8,57;472,96;31,00;35,50;12,77
15.02.2021 19:00:56;15,24;7,96;467,72;36,51;40,68;12,87
15.02.2021 20:00:56;18,58;8,18;449,34;27,72;30,84;14,60
15.02.2021 21:00:56;12,06;7,76;386,79;21,74;25,41;14,13
15.02.2021 22:00:56;13,54;7,60;354,71;13,46;16,58;15,08
15.02.2021 23:00:56;21,53;7,15;349,38;13,75;16,70;15,66
16.02.2021 00:00:56;14,12;7,31;438,09;21,99;24,82;13,41
16.02.2021 01:00:56;15,22;6,71;511,86;19,99;23,18;15,63
16.02.2021 02:00:56;2,88;7,08;398,11;10,29;13,22;16,87
16.02.2021 03:00:56;1,12;6,42;372,95;9,02;12,30;16,10
16.02.2021 04:00:56;2,94;6,74;2.447,91;8,56;11,66;13,87
16.02.2021 05:00:56;1,88;5,99;1.041,66;7,27;10,27;15,90
16.02.2021 06:00:56;0,00;5,14;446,94;8,35;11,63;20,46
16.02.2021 07:00:56;0,00;5,32;457,71;14,41;18,01;14,18
16.02.2021 08:00:56;0,12;4,63;1.564,24;19,69;23,54;13,57
16.02.2021 09:00:56;2,00;4,24;720,95;19,80;24,80;13,53
16.02.2021 10:00:56;2,06;5,18;1.281,70;16,90;21,31;15,29
16.02.2021 11:00:56;3,12;4,73;856,16;14,23;18,77;15,49
16.02.2021 12:00:56;5,06;4,34;577,71;12,81;17,13;16,94
16.02.2021 13:00:56;6,06;3,91;363,61;12,85;17,22;16,08
16.02.2021 14:00:56;7,06;3,91;997,25;13,27;17,48;16,08
16.02.2021 15:00:56;8,06;4,16;938,53;14,61;18,50;14,34
16.02.2021 16:00:56;8,94;3,83;477,13;15,41;19,04;15,72
16.02.2021 17:00:56;8,00;3,98;987,54;22,34;25,87;16,04
16.02.2021 18:00:56;7,82;3,84;1.636,28;29,65;33,31;17,46
16.02.2021 19:00:56;4,88;3,06;838,49;25,83;28,97;22,15
16.02.2021 20:00:56;3,06;2,43;1.262,37;26,57;29,68;17,16
16.02.2021 21:00:56;3,76;1,79;1.103,12;13,38;16,32;22,74
16.02.2021 22:00:56;0,00;1,19;1.536,21;13,99;16,99;14,93
16.02.2021 23:00:56;0,23;0,63;852,07;10,66;13,98;16,06
17.02.2021 00:00:56;4,42;4,04;42,72;6,88;9,51;15,60
17.02.2021 01:00:56;10,64;4,11;59,83;5,23;8,50;18,36
17.02.2021 02:00:56;5,00;3,67;21,78;4,75;7,52;18,87
17.02.2021 03:00:56;5,06;4,14;12,93;5,54;7,99;19,33
17.02.2021 04:00:56;5,88;3,98;12,15;6,09;9,18;19,33
17.02.2021 05:00:56;4,12;3,55;22,66;5,73;8,68;19,07
17.02.2021 06:00:56;5,76;3,03;19,13;7,69;10,66;17,89
17.02.2021 07:00:56;2,06;2,88;102,14;16,05;19,62;11,42
17.02.2021 08:00:56;3,18;2,91;134,25;19,56;23,82;13,18
17.02.2021 09:00:56;6,12;3,34;116,66;17,69;22,51;31,12
17.02.2021 10:00:56;8,06;3,78;113,79;16,21;21,30;54,28
17.02.2021 11:00:56;9,06;3,29;49,71;13,09;18,27;64,78
17.02.2021 12:00:56;10,24;3,97;81,71;10,70;14,70;65,18
17.02.2021 13:00:56;13,88;4,13;19,61;9,52;13,13;60,85
17.02.2021 14:00:56;12,24;4,86;213,44;10,08;13,45;36,65
17.02.2021 15:00:56;15,76;6,06;135,49;12,48;16,09;21,46
17.02.2021 16:00:56;11,88;6,82;108,31;13,24;17,12;18,38
17.02.2021 17:00:56;9,70;7,10;604,63;16,07;19,69;18,35
17.02.2021 18:00:56;5,12;7,33;182,48;24,89;28,56;14,62
17.02.2021 19:00:56;7,18;8,20;683,30;33,89;37,45;14,99
17.02.2021 20:00:56;9,82;8,52;1.308,60;30,99;34,86;23,29
17.02.2021 21:00:56;7,18;9,13;989,97;25,15;28,59;31,85
17.02.2021 22:00:56;10,12;7,53;56,32;20,04;23,71;31,72
17.02.2021 23:00:56;12,00;8,83;566,46;23,81;26,84;44,71
18.02.2021 00:00:56;12,06;9,59;3.203,78;23,25;26,86;43,87
18.02.2021 01:00:56;16,14;24,28;7.289,79;47,51;52,41;38,86
18.02.2021 02:00:56;64,09;15,97;9.766,47;38,34;41,62;56,75
18.02.2021 03:00:56;48,85;11,31;3.725,14;26,54;29,65;57,51
18.02.2021 04:00:56;31,24;11,23;4.411,99;27,83;31,58;52,23
18.02.2021 05:00:56;35,42;12,60;3.509,19;34,78;38,68;44,36
18.02.2021 06:00:56;41,82;10,72;3.434,94;36,46;40,72;40,56
18.02.2021 07:00:56;40,39;16,64;12.876,67;60,80;98,49;32,40
18.02.2021 08:00:56;61,88;20,69;16.194,67;71,29;130,12;30,20
18.02.2021 09:00:56;60,84;20,58;17.740,22;80,06;143,56;31,32
18.02.2021 10:00:56;74,36;42,73;11.783,23;74,07;116,87;36,58
18.02.2021 11:00:56;77,83;13,48;1.828,70;46,39;60,27;51,74
18.02.2021 12:00:56;42,37;10,18;1.401,94;21,63;26,30;53,75
18.02.2021 13:00:56;16,58;11,36;904,63;13,16;17,07;13,84
18.02.2021 14:00:56;10,30;12,61;745,41;11,46;15,27;2,53
18.02.2021 15:00:56;14,82;11,92;476,32;11,95;15,41;4,22
18.02.2021 16:00:56;11,88;12,34;3.993,34;12,11;15,75;1,49
18.02.2021 17:00:56;9,88;13,57;497,30;16,21;18,85;0,00
18.02.2021 18:00:56;8,60;16,07;570,48;21,69;25,05;0,09
18.02.2021 19:00:56;18,00;34,69;564,22;28,56;31,26;0,51
18.02.2021 20:00:56;18,42;26,47;684,01;31,93;34,92;0,25
18.02.2021 21:00:56;25,00;19,39;734,54;29,94;32,74;1,71
18.02.2021 22:00:56;25,00;19,76;959,11;25,45;28,52;4,59
18.02.2021 23:00:56;24,59;17,01;1.489,78;20,00;22,93;12,82
19.02.2021 00:00:56;18,30;16,40;5.409,69;19,63;22,61;14,04
19.02.2021 01:00:56;23,30;16,19;7.165,80;21,22;23,71;13,80
19.02.2021 02:00:56;27,16;13,81;7.165,90;16,42;19,14;14,28
19.02.2021 03:00:56;15,39;48,60;7.165,90;39,28;42,95;8,70
19.02.2021 04:00:56;37,18;37,30;1.079,72;39,46;42,54;11,61
19.02.2021 05:00:56;38,37;17,50;575,27;23,41;26,54;15,19
19.02.2021 06:00:56;13,18;13,61;506,21;23,93;26,85;13,77
19.02.2021 07:00:56;15,88;12,13;546,07;31,18;34,58;8,25
19.02.2021 08:00:56;14,36;12,57;701,49;42,25;48,68;9,48
19.02.2021 09:00:56;20,66;14,51;1.845,47;55,10;71,17;6,43
19.02.2021 10:00:56;32,03;18,67;4.955,51;60,73;83,23;8,87
19.02.2021 11:00:56;48,24;18,97;10.806,04;55,91;70,41;7,28
19.02.2021 12:00:56;51,34;17,16;10.461,30;47,08;57,74;9,52
19.02.2021 13:00:56;39,01;12,09;441,66;19,63;23,80;15,91
19.02.2021 14:00:56;7,94;10,80;397,44;21,21;26,26;14,36
19.02.2021 15:00:56;6,88;9,46;336,14;16,18;19,84;14,37
19.02.2021 16:00:56;5,18;9,93;375,89;20,96;25,24;12,98
19.02.2021 17:00:56;8,12;10,05;330,83;18,93;22,82;13,09
19.02.2021 18:00:56;10,06;12,50;452,13;29,94;34,57;11,89
19.02.2021 19:00:56;11,54;14,03;771,17;59,63;71,51;4,63
19.02.2021 20:00:56;19,82;13,90;667,53;50,94;56,95;7,03
19.02.2021 21:00:56;16,94;13,84;692,15;45,02;49,58;4,52
19.02.2021 22:00:56;16,00;16,83;732,96;35,58;38,55;7,34
19.02.2021 23:00:56;16,23;17,69;2.605,88;29,42;32,81;9,34
20.02.2021 00:00:56;20,12;15,24;370,97;37,59;41,93;6,92
20.02.2021 01:00:56;21,70;16,45;205,73;36,04;40,23;9,28
20.02.2021 02:00:56;16,64;13,20;181,26;27,13;30,16;12,45
20.02.2021 03:00:56;11,12;12,94;394,19;28,54;31,47;9,20
20.02.2021 04:00:56;12,88;9,66;274,74;26,72;29,90;8,83
20.02.2021 05:00:56;10,82;10,31;304,39;33,46;36,90;8,63
20.02.2021 06:00:56;8,06;10,68;429,55;49,76;57,97;11,12
20.02.2021 07:00:56;10,69;14,01;4.687,63;59,41;109,82;1,36
20.02.2021 08:00:56;39,23;20,53;2.976,66;59,61;129,23;0,54
20.02.2021 09:00:56;70,38;10,79;193,37;40,70;52,70;8,30
20.02.2021 10:00:56;14,48;8,72;0,49;21,15;25,05;7,01
20.02.2021 11:00:56;21,34;9,51;0,00;16,94;20,67;8,53
