Tarih;Konya-Karatay;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
21.05.2021 18:00:56;40,00;4,87;-;13,15;16,60;-
21.05.2021 19:00:56;29,25;4,73;-;17,00;20,15;-
21.05.2021 20:00:56;30,33;5,87;-;24,96;28,40;-
21.05.2021 21:00:56;12,42;4,91;-;24,68;27,62;-
21.05.2021 22:00:56;17,00;5,23;-;18,79;22,00;-
21.05.2021 23:00:56;16,67;5,07;-;13,63;16,46;-
22.05.2021 00:00:56;13,17;4,46;-;9,38;12,49;-
22.05.2021 01:00:56;14,75;4,14;-;7,64;10,61;-
22.05.2021 02:00:56;11,67;3,80;-;6,94;9,92;-
22.05.2021 03:00:56;7,58;3,27;-;8,11;10,81;-
22.05.2021 04:00:56;3,17;3,32;-;5,60;8,10;-
22.05.2021 05:00:56;5,17;3,24;-;6,16;8,88;-
22.05.2021 06:00:56;6,75;3,29;-;6,33;9,44;-
22.05.2021 07:00:56;3,92;3,10;-;8,16;11,21;-
22.05.2021 08:00:56;3,17;3,57;-;12,59;15,53;-
22.05.2021 09:00:56;5,08;3,64;-;12,74;15,72;-
22.05.2021 10:00:56;6,25;3,45;-;8,59;11,87;-
22.05.2021 11:00:56;9,00;4,72;-;7,53;9,99;-
22.05.2021 12:00:56;8,83;4,12;-;6,46;9,30;-
22.05.2021 13:00:56;7,33;4,66;-;6,91;9,91;-
22.05.2021 14:00:56;11,08;4,27;-;6,72;10,28;-
22.05.2021 15:00:56;12,00;3,80;-;6,99;10,31;-
22.05.2021 16:00:56;12,17;4,27;-;7,83;10,16;-
22.05.2021 17:00:56;14,50;3,91;-;7,51;10,79;-
22.05.2021 18:00:56;19,17;3,36;-;9,30;12,49;-
22.05.2021 19:00:56;9,92;4,02;-;12,34;15,36;-
22.05.2021 20:00:56;8,92;4,35;-;12,75;15,30;-
22.05.2021 21:00:56;7,75;3,97;-;10,54;13,42;-
22.05.2021 22:00:56;4,83;3,02;-;8,12;11,15;-
22.05.2021 23:00:56;3,08;3,56;-;7,39;10,02;-
23.05.2021 00:00:56;4,00;3,38;-;8,17;10,76;-
23.05.2021 01:00:56;4,00;3,51;-;7,32;10,23;-
23.05.2021 02:00:56;4,08;3,46;-;6,17;8,90;-
23.05.2021 03:00:56;4,92;3,47;-;4,88;7,85;-
23.05.2021 04:00:56;5,17;3,63;-;10,57;13,26;-
23.05.2021 05:00:56;17,83;3,30;-;12,91;16,08;-
23.05.2021 06:00:56;15,83;2,74;-;14,09;16,69;-
23.05.2021 07:00:56;13,83;3,25;-;12,88;16,04;-
23.05.2021 08:00:56;11,50;3,40;-;7,67;10,78;-
23.05.2021 09:00:56;5,67;3,29;-;5,71;8,72;-
23.05.2021 10:00:56;2,25;4,65;-;5,68;8,81;-
23.05.2021 11:00:56;5,25;4,59;-;11,33;14,20;-
23.05.2021 12:00:56;8,58;4,42;-;7,63;10,82;-
23.05.2021 13:00:56;14,75;3,73;-;5,69;9,29;-
23.05.2021 14:00:56;12,25;3,87;-;5,55;8,44;-
23.05.2021 15:00:56;14,58;3,67;-;6,28;9,12;-
23.05.2021 16:00:56;10,00;3,52;-;6,21;9,28;-
23.05.2021 17:00:56;10,08;4,16;-;5,98;9,04;-
23.05.2021 18:00:56;10,83;4,51;-;7,25;10,24;-
23.05.2021 19:00:56;9,08;4,31;-;6,63;9,49;-
23.05.2021 20:00:56;10,08;3,83;-;8,21;11,63;-
23.05.2021 21:00:56;11,33;4,63;-;10,06;13,61;-
23.05.2021 22:00:56;14,42;5,07;-;14,80;17,48;-
23.05.2021 23:00:56;8,58;4,89;-;16,29;19,07;-
24.05.2021 00:00:56;15,99;5,22;-;23,17;26,03;-
24.05.2021 01:00:56;25,77;5,43;-;11,44;14,10;-
24.05.2021 02:00:56;11,92;4,04;-;7,77;10,06;-
24.05.2021 03:00:56;11,67;4,19;-;8,89;12,16;-
24.05.2021 04:00:56;-;-;-;-;-;-
24.05.2021 05:00:56;-;-;-;-;-;-
24.05.2021 06:00:56;-;-;-;-;-;-
24.05.2021 07:00:56;-;-;-;-;-;-
24.05.2021 08:00:56;-;-;-;-;-;-
24.05.2021 09:00:56;-;-;-;-;-;-
24.05.2021 10:00:56;-;-;-;-;-;-
24.05.2021 11:00:56;16,67;4,79;-;9,82;12,62;-
24.05.2021 12:00:56;13,00;4,52;-;8,56;11,44;-
24.05.2021 13:00:56;12,83;4,41;-;8,70;12,00;-
24.05.2021 14:00:56;11,08;4,04;-;8,67;11,99;-
24.05.2021 15:00:56;12,50;4,54;-;9,67;12,65;-
24.05.2021 16:00:56;17,67;4,68;-;13,29;16,20;-
24.05.2021 17:00:56;14,92;4,60;-;11,46;14,30;-
24.05.2021 18:00:56;24,83;4,48;-;11,13;13,89;-
24.05.2021 19:00:56;22,50;4,36;-;12,82;15,74;-
24.05.2021 20:00:56;17,42;5,02;-;17,75;20,43;-
24.05.2021 21:00:56;23,58;4,59;-;30,77;33,92;-
24.05.2021 22:00:56;41,42;4,26;-;50,80;54,02;-
24.05.2021 23:00:56;45,75;4,89;-;61,48;72,28;-
25.05.2021 00:00:56;44,74;5,70;-;60,52;88,89;-
25.05.2021 01:00:56;63,18;7,48;-;58,64;73,23;-
25.05.2021 02:00:56;53,08;7,08;-;55,78;66,60;-
25.05.2021 03:00:56;41,92;6,78;-;42,95;46,21;-
25.05.2021 04:00:56;30,67;6,89;-;40,59;44,14;-
25.05.2021 05:00:56;36,67;7,28;-;35,68;38,74;-
25.05.2021 06:00:56;21,33;6,68;-;23,54;26,75;-
25.05.2021 07:00:56;14,25;6,95;-;16,32;19,20;-
25.05.2021 08:00:56;17,67;7,13;-;30,21;35,31;-
25.05.2021 09:00:56;24,08;6,80;-;31,36;35,95;-
25.05.2021 10:00:56;14,00;6,44;-;17,56;21,33;-
25.05.2021 11:00:56;14,58;6,01;-;12,66;16,33;-
25.05.2021 12:00:56;21,00;6,55;-;12,29;15,54;-
25.05.2021 13:00:56;21,17;6,32;-;11,80;14,28;-
25.05.2021 14:00:56;22,75;5,75;-;11,26;12,91;-
25.05.2021 15:00:56;20,33;5,87;-;11,09;13,51;-
25.05.2021 16:00:56;24,00;4,97;-;11,20;13,75;-
25.05.2021 17:00:56;23,67;5,21;-;12,04;15,24;-
25.05.2021 18:00:56;19,50;5,73;-;16,49;20,32;-
25.05.2021 19:00:56;14,67;5,43;-;14,78;17,92;-
25.05.2021 20:00:56;22,08;6,45;-;21,04;23,72;-
25.05.2021 21:00:56;24,83;7,29;-;37,90;40,39;-
25.05.2021 22:00:56;46,17;7,05;-;50,20;65,62;-
25.05.2021 23:00:56;60,83;7,33;-;66,31;108,62;-
26.05.2021 00:00:56;80,34;7,25;-;68,51;91,88;-
26.05.2021 01:00:56;70,05;4,01;-;61,03;72,02;-
26.05.2021 02:00:56;35,33;3,87;-;28,84;31,69;-
26.05.2021 03:00:56;17,08;3,09;-;19,28;22,16;-
26.05.2021 04:00:56;17,75;3,88;-;18,70;21,54;-
26.05.2021 05:00:56;17,92;4,68;-;39,17;44,21;-
26.05.2021 06:00:56;48,92;4,74;-;36,39;41,04;-
26.05.2021 07:00:56;38,83;4,57;-;40,93;50,89;-
26.05.2021 08:00:56;59,75;4,23;-;50,76;65,02;-
26.05.2021 09:00:56;66,33;3,89;-;58,23;73,81;-
26.05.2021 10:00:56;46,67;3,76;-;48,48;54,92;-
26.05.2021 11:00:56;31,25;3,05;-;27,48;30,65;-
26.05.2021 12:00:56;22,67;2,76;-;16,27;19,64;-
26.05.2021 13:00:56;21,00;1,28;-;15,17;18,45;-
26.05.2021 14:00:56;42,58;1,06;-;14,65;17,29;-
26.05.2021 15:00:56;37,83;0,76;-;13,90;16,58;-
26.05.2021 16:00:56;35,50;-0,01;-;14,00;16,68;-
26.05.2021 17:00:56;30,17;0,74;-;13,90;16,38;-
26.05.2021 18:00:56;31,58;0,74;-;13,25;16,04;-
26.05.2021 19:00:56;26,58;0,99;-;16,48;19,50;-
26.05.2021 20:00:56;22,92;2,17;-;31,31;33,76;-
26.05.2021 21:00:56;34,08;3,09;-;39,84;43,13;-
26.05.2021 22:00:56;47,50;4,41;-;50,86;58,66;-
26.05.2021 23:00:56;68,33;4,51;-;68,82;98,54;-
27.05.2021 00:00:56;113,27;4,97;-;70,93;109,45;-
27.05.2021 01:00:56;80,54;5,13;-;73,91;99,25;-
27.05.2021 02:00:56;52,42;5,43;-;69,49;85,50;-
27.05.2021 03:00:56;44,75;4,76;-;60,49;66,49;-
27.05.2021 04:00:56;30,42;5,04;-;38,51;42,18;-
27.05.2021 05:00:56;24,08;5,20;-;29,88;33,07;-
27.05.2021 06:00:56;25,58;5,19;-;35,14;38,98;-
27.05.2021 07:00:56;33,42;5,67;-;36,67;43,95;-
27.05.2021 08:00:56;47,83;5,32;-;36,50;41,73;-
27.05.2021 09:00:56;35,00;5,45;-;46,06;52,80;-
27.05.2021 10:00:56;36,75;5,07;-;30,34;34,08;-
27.05.2021 11:00:56;54,58;3,83;-;20,26;23,79;-
27.05.2021 12:00:56;38,42;3,81;-;25,33;28,41;-
27.05.2021 13:00:56;31,75;3,76;-;17,14;19,70;-
27.05.2021 14:00:56;28,75;2,50;-;12,03;15,29;-
27.05.2021 15:00:56;26,42;3,19;-;16,16;18,89;-
27.05.2021 16:00:56;30,67;3,80;-;18,84;21,60;-
27.05.2021 17:00:56;29,92;4,39;-;28,68;32,00;-
27.05.2021 18:00:56;59,75;4,67;-;28,83;32,12;-
27.05.2021 19:00:56;34,67;4,36;-;43,49;47,10;-
27.05.2021 20:00:56;31,92;3,92;-;40,74;44,22;-
27.05.2021 21:00:56;39,08;4,24;-;22,70;25,69;-
27.05.2021 22:00:56;7,25;4,17;-;28,38;31,81;-
27.05.2021 23:00:56;10,25;4,18;-;24,54;27,78;-
28.05.2021 00:00:56;13,33;4,31;-;21,02;23,69;-
28.05.2021 01:00:56;16,84;4,95;-;21,01;24,10;-
28.05.2021 02:00:56;15,75;5,35;-;24,97;28,02;-
28.05.2021 03:00:56;23,92;5,38;-;31,89;35,09;-
28.05.2021 04:00:56;23,17;4,77;-;32,76;36,55;-
28.05.2021 05:00:56;24,08;5,05;-;26,29;29,46;-
28.05.2021 06:00:56;13,92;4,76;-;20,94;23,69;-
28.05.2021 07:00:56;14,75;4,76;-;32,38;38,20;-
28.05.2021 08:00:56;35,17;5,38;-;43,62;52,19;-
28.05.2021 09:00:56;45,67;4,43;-;33,31;37,79;-
28.05.2021 10:00:56;19,75;4,00;-;25,33;28,34;-
28.05.2021 11:00:56;17,33;4,36;-;19,45;22,86;-
28.05.2021 12:00:56;20,58;4,11;-;15,90;19,26;-
28.05.2021 13:00:56;16,17;3,10;-;15,70;18,82;-
28.05.2021 14:00:56;18,58;3,39;-;13,83;17,35;-
28.05.2021 15:00:56;25,25;1,61;-;15,91;19,32;-
28.05.2021 16:00:56;28,58;3,01;-;14,92;17,91;-
28.05.2021 17:00:56;35,42;2,54;-;14,93;18,04;-
28.05.2021 18:00:56;40,08;2,43;-;18,24;21,30;-
28.05.2021 19:00:56;39,92;3,58;-;21,59;25,14;-
28.05.2021 20:00:56;27,42;3,58;-;27,03;29,96;-
28.05.2021 21:00:56;21,67;4,43;-;30,95;35,37;-
28.05.2021 22:00:56;29,08;4,28;-;23,78;26,83;-
28.05.2021 23:00:56;29,33;4,49;-;14,80;16,99;-
29.05.2021 00:00:56;22,41;5,42;-;12,19;15,23;-
29.05.2021 01:00:56;26,67;4,71;-;9,35;12,56;-
29.05.2021 02:00:56;22,67;4,90;-;7,67;10,11;-
29.05.2021 03:00:56;19,17;4,82;-;6,86;9,52;-
29.05.2021 04:00:56;20,75;4,28;-;7,29;10,61;-
29.05.2021 05:00:56;17,92;4,45;-;8,26;10,93;-
29.05.2021 06:00:56;17,08;5,31;-;8,65;11,19;-
29.05.2021 07:00:56;17,75;5,45;-;10,70;13,41;-
29.05.2021 08:00:56;15,25;5,19;-;16,70;19,87;-
29.05.2021 09:00:56;18,33;5,33;-;17,72;21,74;-
29.05.2021 10:00:56;23,25;5,80;-;17,30;20,18;-
29.05.2021 11:00:56;35,67;4,64;-;12,00;14,51;-
29.05.2021 12:00:56;20,75;3,92;-;10,62;13,90;-
29.05.2021 13:00:56;17,92;4,78;-;9,70;12,85;-
29.05.2021 14:00:56;17,67;5,00;-;9,62;12,34;-
29.05.2021 15:00:56;23,83;4,18;-;9,72;12,61;-
29.05.2021 16:00:56;11,08;4,65;-;10,08;12,97;-
29.05.2021 17:00:56;12,33;4,70;-;9,51;12,43;-
29.05.2021 18:00:56;15,58;4,48;-;10,20;13,17;-
29.05.2021 19:00:56;10,92;4,16;-;11,70;14,54;-
29.05.2021 20:00:56;9,92;4,04;-;13,65;17,03;-
29.05.2021 21:00:56;8,83;4,39;-;12,99;16,15;-
29.05.2021 22:00:56;6,75;5,41;-;10,66;13,76;-
29.05.2021 23:00:56;4,00;5,91;-;10,83;13,07;-
30.05.2021 00:00:56;-;-;-;-;-;-
30.05.2021 01:00:56;-;-;-;-;-;-
30.05.2021 02:00:56;-;-;-;-;-;-
30.05.2021 03:00:56;-;-;-;-;-;-
30.05.2021 04:00:56;-;-;-;-;-;-
30.05.2021 05:00:56;-;-;-;-;-;-
30.05.2021 06:00:56;-;-;-;-;-;-
30.05.2021 07:00:56;-;-;-;-;-;-
30.05.2021 08:00:56;-;-;-;-;-;-
30.05.2021 09:00:56;-;-;-;-;-;-
30.05.2021 10:00:56;-;-;-;-;-;-
30.05.2021 11:00:56;-;-;-;-;-;-
30.05.2021 12:00:56;-;-;-;-;-;-
30.05.2021 13:00:56;-;-;-;-;-;-
30.05.2021 14:00:56;-;-;-;-;-;-
30.05.2021 15:00:56;-;-;-;-;-;-
30.05.2021 16:00:56;-;-;-;-;-;-
30.05.2021 17:00:56;-;-;-;-;-;-
30.05.2021 18:00:56;-;-;-;-;-;-
30.05.2021 19:00:56;-;-;-;-;-;-
30.05.2021 20:00:56;-;-;-;-;-;-
30.05.2021 21:00:56;-;-;-;-;-;-
30.05.2021 22:00:56;-;-;-;-;-;-
30.05.2021 23:00:56;-;-;-;-;-;-
31.05.2021 00:00:56;-;-;-;-;-;-
31.05.2021 01:00:56;-;-;-;-;-;-
31.05.2021 02:00:56;-;-;-;-;-;-
31.05.2021 03:00:56;-;-;-;-;-;-
31.05.2021 04:00:56;-;-;-;-;-;-
31.05.2021 05:00:56;-;-;-;-;-;-
31.05.2021 06:00:56;-;-;-;-;-;-
31.05.2021 07:00:56;-;-;-;-;-;-
31.05.2021 08:00:56;-;-;-;-;-;-
31.05.2021 09:00:56;-;-;-;-;-;-
31.05.2021 10:00:56;-;-;-;-;-;-
31.05.2021 11:00:56;21,54;5,00;-;17,35;20,46;-
31.05.2021 12:00:56;26,75;5,09;-;16,03;18,70;-
31.05.2021 13:00:56;24,25;4,24;-;12,42;15,89;-
31.05.2021 14:00:56;26,42;4,61;-;11,81;15,34;-
31.05.2021 15:00:56;20,67;5,49;-;14,16;17,30;-
31.05.2021 16:00:56;27,83;4,60;-;11,81;14,80;-
31.05.2021 17:00:56;26,42;4,39;-;19,44;23,13;-
31.05.2021 18:00:56;30,00;4,53;-;27,57;32,18;-
31.05.2021 19:00:56;19,08;4,46;-;34,38;39,06;-
31.05.2021 20:00:56;19,58;4,18;-;41,97;45,94;-
31.05.2021 21:00:56;14,33;4,45;-;29,23;32,41;-
31.05.2021 22:00:56;7,08;4,80;-;17,28;20,07;-
31.05.2021 23:00:56;8,17;4,61;-;17,50;20,28;-
01.06.2021 00:00:56;14,06;4,15;-;27,39;30,58;-
01.06.2021 01:00:56;56,05;4,84;-;27,65;31,18;-
01.06.2021 02:00:56;23,25;4,72;-;21,79;24,67;-
01.06.2021 03:00:56;25,33;3,92;-;23,79;26,92;-
01.06.2021 04:00:56;-;2,30;-;-;-;-
01.06.2021 05:00:56;-;4,14;-;-;-;-
01.06.2021 06:00:56;25,00;4,69;-;-;-;-
01.06.2021 07:00:56;25,07;5,12;-;-;-;-
01.06.2021 08:00:56;27,57;5,47;-;-;-;-
01.06.2021 09:00:56;46,78;5,18;-;-;-;-
01.06.2021 10:00:56;42,43;4,82;-;-;-;-
01.06.2021 11:00:56;23,37;3,89;-;-;-;-
01.06.2021 12:00:56;27,55;3,73;-;-;-;-
01.06.2021 13:00:56;21,63;2,26;-;16,06;19,83;-
01.06.2021 14:00:56;16,70;3,40;-;17,08;19,56;-
01.06.2021 15:00:56;14,27;3,63;-;14,86;18,19;-
01.06.2021 16:00:56;29,48;3,59;-;14,18;17,22;-
01.06.2021 17:00:56;23,07;4,29;-;15,73;18,57;-
01.06.2021 18:00:56;22,21;4,64;-;21,34;24,29;-
01.06.2021 19:00:56;0,00;5,34;-;30,81;34,85;-
01.06.2021 20:00:56;0,37;5,57;-;33,79;36,89;-
01.06.2021 21:00:56;6,20;5,32;-;34,34;37,60;-
01.06.2021 22:00:56;22,05;5,12;-;44,27;50,24;-
01.06.2021 23:00:56;33,73;5,05;-;35,82;38,99;-
02.06.2021 00:00:56;18,44;4,45;-;32,85;36,62;-
02.06.2021 01:00:56;23,00;4,68;-;33,97;37,22;-
02.06.2021 02:00:56;23,37;3,51;-;30,99;34,09;-
02.06.2021 03:00:56;26,66;2,53;-;21,09;23,80;-
02.06.2021 04:00:56;10,45;3,12;-;22,10;25,22;-
02.06.2021 05:00:56;15,18;2,83;-;19,28;22,76;-
02.06.2021 06:00:56;5,90;2,82;-;19,06;22,27;-
02.06.2021 07:00:56;16,63;3,08;-;27,35;33,35;-
02.06.2021 08:00:56;12,00;3,72;-;29,41;34,77;-
02.06.2021 09:00:56;13,27;4,09;-;33,09;38,74;-
02.06.2021 10:00:56;28,03;2,86;-;29,27;33,66;-
02.06.2021 11:00:56;15,55;2,18;-;20,39;23,45;-
02.06.2021 12:00:56;10,07;2,59;-;19,04;22,13;-
02.06.2021 13:00:56;11,67;2,35;-;19,01;22,33;-
02.06.2021 14:00:56;19,93;3,00;-;17,80;21,19;-
02.06.2021 15:00:56;18,18;2,81;-;16,59;19,65;-
02.06.2021 16:00:56;7,70;2,37;-;14,99;17,96;-
02.06.2021 17:00:56;3,93;1,71;-;15,42;18,18;-
02.06.2021 18:00:56;3,22;2,95;-;16,29;19,69;-
02.06.2021 19:00:56;6,07;3,22;-;21,59;24,04;-
02.06.2021 20:00:56;7,07;3,54;-;26,87;29,63;-
02.06.2021 21:00:56;8,22;4,14;-;25,56;28,47;-
02.06.2021 22:00:56;11,07;4,77;-;22,28;25,39;-
02.06.2021 23:00:56;11,93;4,29;-;19,01;21,57;-
03.06.2021 00:00:56;10,91;4,29;-;14,03;17,08;-
03.06.2021 01:00:56;9,93;3,88;-;21,43;24,04;-
03.06.2021 02:00:56;8,93;3,92;-;11,81;14,98;-
03.06.2021 03:00:56;7,78;3,33;-;10,28;13,36;-
03.06.2021 04:00:56;5,00;3,20;-;11,19;14,49;-
03.06.2021 05:00:56;4,85;3,12;-;8,84;11,72;-
03.06.2021 06:00:56;5,54;3,20;-;27,69;31,42;-
03.06.2021 07:00:56;35,43;3,56;-;27,61;32,10;-
03.06.2021 08:00:56;16,22;3,82;-;23,64;28,45;-
03.06.2021 09:00:56;18,78;4,16;-;26,94;32,19;-
03.06.2021 10:00:56;15,55;4,79;-;27,04;31,77;-
03.06.2021 11:00:56;10,60;3,16;-;24,78;28,25;-
03.06.2021 12:00:56;17,70;2,16;-;17,23;20,47;-
03.06.2021 13:00:56;14,37;2,52;-;16,46;19,23;-
03.06.2021 14:00:56;19,37;2,00;-;15,02;17,59;-
03.06.2021 15:00:56;24,30;1,96;-;13,92;16,81;-
03.06.2021 16:00:56;28,00;2,11;-;16,42;19,36;-
03.06.2021 17:00:56;26,88;1,91;-;16,54;18,60;-
03.06.2021 18:00:56;13,22;2,83;-;14,30;17,39;-
03.06.2021 19:00:56;15,48;3,77;-;19,07;21,83;-
03.06.2021 20:00:56;9,07;3,67;-;19,64;22,23;-
03.06.2021 21:00:56;10,07;4,26;-;19,96;23,04;-
03.06.2021 22:00:56;11,07;4,73;-;16,84;19,76;-
03.06.2021 23:00:56;12,00;4,56;-;16,79;20,09;-
04.06.2021 00:00:56;11,82;4,48;-;13,16;16,17;-
04.06.2021 01:00:56;9,93;6,67;-;10,65;13,74;-
04.06.2021 02:00:56;9,00;6,74;-;9,08;12,48;-
04.06.2021 03:00:56;9,52;6,85;-;20,44;22,62;-
04.06.2021 04:00:56;15,70;6,09;-;15,22;18,05;-
04.06.2021 05:00:56;12,75;6,13;-;14,74;16,45;-
04.06.2021 06:00:56;23,49;5,94;-;18,24;20,86;-
04.06.2021 07:00:56;40,51;6,45;-;19,52;23,24;-
04.06.2021 08:00:56;22,52;7,05;-;21,70;25,19;-
04.06.2021 09:00:56;28,70;6,52;-;29,60;34,51;-
04.06.2021 10:00:56;24,85;5,97;-;37,29;42,85;-
04.06.2021 11:00:56;22,78;5,14;-;20,84;23,92;-
04.06.2021 12:00:56;19,85;5,25;-;13,13;16,61;-
04.06.2021 13:00:56;17,93;5,26;-;11,14;14,32;-
04.06.2021 14:00:56;16,93;4,69;-;9,72;13,18;-
04.06.2021 15:00:56;15,48;5,91;-;14,09;16,70;-
04.06.2021 16:00:56;9,90;5,40;-;15,90;18,84;-
04.06.2021 17:00:56;19,95;5,16;-;17,48;19,85;-
04.06.2021 18:00:56;7,07;6,00;-;13,70;17,09;-
04.06.2021 19:00:56;8,97;6,28;-;17,30;20,16;-
04.06.2021 20:00:56;20,25;6,70;-;16,34;19,37;-
04.06.2021 21:00:56;10,85;7,20;-;16,04;19,18;-
04.06.2021 22:00:56;9,60;7,27;-;17,24;20,42;-
04.06.2021 23:00:56;16,48;7,43;-;19,92;23,10;-
05.06.2021 00:00:56;10,00;6,76;-;13,79;16,70;-
05.06.2021 01:00:56;10,07;3,77;-;22,92;25,37;-
05.06.2021 02:00:56;11,07;3,45;-;13,94;16,73;-
05.06.2021 03:00:56;11,78;3,86;-;10,66;13,30;-
05.06.2021 04:00:56;8,78;3,73;-;7,82;10,72;-
05.06.2021 05:00:56;5,93;3,28;-;11,34;14,52;-
05.06.2021 06:00:56;5,22;2,79;-;19,75;22,78;-
05.06.2021 07:00:56;8,60;2,86;-;26,47;30,38;-
05.06.2021 08:00:56;15,55;3,44;-;21,54;25,53;-
05.06.2021 09:00:56;9,93;3,84;-;14,43;17,27;-
05.06.2021 10:00:56;9,07;3,74;-;12,60;15,35;-
05.06.2021 11:00:56;10,52;3,09;-;11,01;13,44;-
05.06.2021 12:00:56;16,55;2,64;-;11,61;14,59;-
05.06.2021 13:00:56;10,93;3,17;-;10,06;12,66;-
05.06.2021 14:00:56;10,00;3,59;-;9,67;12,87;-
05.06.2021 15:00:56;9,93;2,94;-;9,16;11,88;-
05.06.2021 16:00:56;9,07;2,75;-;11,00;14,06;-
05.06.2021 17:00:56;10,07;3,06;-;11,38;14,08;-
05.06.2021 18:00:56;10,93;3,55;-;13,06;15,77;-
05.06.2021 19:00:56;10,15;3,57;-;15,12;17,64;-
05.06.2021 20:00:56;12,52;4,12;-;15,11;18,10;-
05.06.2021 21:00:56;18,78;4,18;-;17,63;20,16;-
05.06.2021 22:00:56;15,78;3,80;-;21,28;24,34;-
05.06.2021 23:00:56;12,85;3,57;-;17,54;20,48;-
06.06.2021 00:00:56;10,74;3,94;-;12,53;15,09;-
06.06.2021 01:00:56;8,15;5,13;-;12,30;14,86;-
06.06.2021 02:00:56;10,00;4,97;-;16,73;18,87;-
06.06.2021 03:00:56;9,93;4,08;-;9,99;12,46;-
06.06.2021 04:00:56;8,93;3,99;-;8,08;10,80;-
06.06.2021 05:00:56;7,78;4,55;-;9,86;12,80;-
06.06.2021 06:00:56;5,90;4,25;-;10,41;13,46;-
06.06.2021 07:00:56;16,63;4,43;-;10,34;13,34;-
06.06.2021 08:00:56;11,93;4,80;-;20,59;24,30;-
06.06.2021 09:00:56;11,00;4,54;-;22,99;26,27;-
06.06.2021 10:00:56;10,93;4,24;-;8,92;11,60;-
06.06.2021 11:00:56;10,00;4,00;-;7,14;9,79;-
06.06.2021 12:00:56;10,22;3,56;-;7,75;10,62;-
06.06.2021 13:00:56;12,85;3,43;-;8,98;11,70;-
06.06.2021 14:00:56;10,93;2,88;-;9,90;12,98;-
06.06.2021 15:00:56;10,07;2,45;-;10,56;13,44;-
06.06.2021 16:00:56;11,30;3,22;-;10,64;13,29;-
06.06.2021 17:00:56;14,78;2,73;-;9,60;13,32;-
06.06.2021 18:00:56;11,85;2,88;-;9,29;12,56;-
06.06.2021 19:00:56;10,07;3,55;-;8,13;11,46;-
06.06.2021 20:00:56;-;-;-;-;-;-
06.06.2021 21:00:56;-;-;-;-;-;-
06.06.2021 22:00:56;-;-;-;-;-;-
06.06.2021 23:00:56;-;-;-;-;-;-
07.06.2021 00:00:56;-;-;-;-;-;-
07.06.2021 01:00:56;-;-;-;-;-;-
07.06.2021 02:00:56;-;-;-;-;-;-
07.06.2021 03:00:56;-;-;-;-;-;-
07.06.2021 04:00:56;-;-;-;-;-;-
07.06.2021 05:00:56;-;-;-;-;-;-
07.06.2021 06:00:56;-;-;-;-;-;-
07.06.2021 07:00:56;-;-;-;-;-;-
07.06.2021 08:00:56;-;-;-;-;-;-
07.06.2021 09:00:56;-;-;-;-;-;-
07.06.2021 10:00:56;-;-;-;-;-;-
07.06.2021 11:00:56;-;-;-;-;-;-
07.06.2021 12:00:56;-;-;-;-;-;-
07.06.2021 13:00:56;-;-;-;-;-;-
07.06.2021 14:00:56;-;-;-;-;-;-
07.06.2021 15:00:56;16,79;7,87;-;13,52;16,91;-
07.06.2021 16:00:56;39,60;12,03;-;13,19;16,32;-
07.06.2021 17:00:56;45,80;12,99;-;12,98;15,79;-
07.06.2021 18:00:56;30,78;13,10;-;12,95;15,83;-
07.06.2021 19:00:56;27,63;13,36;-;13,69;16,00;-
07.06.2021 20:00:56;23,60;12,91;-;22,23;25,37;-
07.06.2021 21:00:56;31,30;12,73;-;26,71;29,95;-
07.06.2021 22:00:56;33,88;13,15;-;23,76;26,93;-
07.06.2021 23:00:56;21,72;12,67;-;36,36;39,85;-
08.06.2021 00:00:56;45,29;11,27;-;57,74;76,76;-
08.06.2021 01:00:56;66,83;6,98;-;61,16;90,47;-
08.06.2021 02:00:56;38,21;5,80;-;29,59;33,00;-
08.06.2021 03:00:56;15,85;5,62;-;21,62;24,64;-
08.06.2021 04:00:56;13,93;5,96;-;16,42;19,36;-
08.06.2021 05:00:56;13,15;6,03;-;16,91;19,86;-
08.06.2021 06:00:56;15,07;5,52;-;20,01;23,24;-
08.06.2021 07:00:56;17,94;6,11;-;35,60;47,21;-
08.06.2021 08:00:56;43,94;6,47;-;54,02;75,20;-
08.06.2021 09:00:56;66,21;6,56;-;51,21;57,47;-
08.06.2021 10:00:56;43,10;7,38;-;40,50;44,09;-
08.06.2021 11:00:56;30,80;8,45;-;25,27;28,21;-
08.06.2021 12:00:56;16,22;10,45;-;16,91;19,94;-
08.06.2021 13:00:56;18,85;8,73;-;13,20;16,63;-
08.06.2021 14:00:56;17,30;7,11;-;12,93;15,79;-
08.06.2021 15:00:56;22,34;7,49;-;17,64;20,30;-
08.06.2021 16:00:56;37,58;7,52;-;16,87;19,65;-
08.06.2021 17:00:56;20,00;7,90;-;18,61;21,72;-
08.06.2021 18:00:56;22,02;7,93;-;16,74;20,06;-
08.06.2021 19:00:56;48,05;7,60;-;20,67;23,60;-
08.06.2021 20:00:56;57,86;7,02;-;28,84;32,13;-
08.06.2021 21:00:56;19,60;6,38;-;25,62;28,50;-
08.06.2021 22:00:56;25,36;5,62;-;25,37;28,17;-
