Tarih;Konya Ereðli Yaygýnlaþtýrma;;;
;PM10 ( mg/m3 );SO2 ( mg/m3 );NO2 ( mg/m3 );NOX ( mg/m3 )
01.01.2021 00:00:56;-;-;76,97;105,19
01.01.2021 01:00:56;-;-;74,32;99,03
01.01.2021 02:00:56;-;-;72,79;95,22
01.01.2021 03:00:56;-;-;74,01;95,88
01.01.2021 04:00:56;-;-;68,70;88,51
01.01.2021 05:00:56;-;-;63,35;80,84
01.01.2021 06:00:56;-;-;61,61;79,64
01.01.2021 07:00:56;-;-;59,78;76,52
01.01.2021 08:00:56;-;-;58,99;73,50
01.01.2021 09:00:56;-;-;64,43;80,11
01.01.2021 10:00:56;-;-;73,50;96,32
01.01.2021 11:00:56;-;-;88,01;127,22
01.01.2021 12:00:56;-;-;80,97;112,91
01.01.2021 13:00:56;-;-;78,85;107,13
01.01.2021 14:00:56;-;-;72,69;95,20
01.01.2021 15:00:56;-;-;68,70;87,05
01.01.2021 16:00:56;-;-;68,00;84,49
01.01.2021 17:00:56;-;-;68,99;85,95
01.01.2021 18:00:56;-;-;74,40;91,89
01.01.2021 19:00:56;-;-;91,33;120,87
01.01.2021 20:00:56;-;-;94,48;129,36
01.01.2021 21:00:56;-;-;87,16;120,17
01.01.2021 22:00:56;-;-;76,42;103,21
01.01.2021 23:00:56;-;-;71,89;94,29
02.01.2021 00:00:56;-;-;69,75;90,52
02.01.2021 01:00:56;-;-;67,11;85,19
02.01.2021 02:00:56;-;-;65,80;82,27
02.01.2021 03:00:56;-;-;63,88;79,00
02.01.2021 04:00:56;-;-;67,61;83,61
02.01.2021 05:00:56;-;-;65,66;82,19
02.01.2021 06:00:56;-;-;63,90;80,72
02.01.2021 07:00:56;-;-;62,57;78,91
02.01.2021 08:00:56;-;-;68,05;88,55
02.01.2021 09:00:56;-;-;80,28;116,14
02.01.2021 10:00:56;-;-;81,25;122,93
02.01.2021 11:00:56;-;-;76,42;111,66
02.01.2021 12:00:56;-;-;74,94;106,46
02.01.2021 13:00:56;-;-;70,45;95,33
02.01.2021 14:00:56;-;-;67,59;87,87
02.01.2021 15:00:56;-;-;66,93;85,30
02.01.2021 16:00:56;-;-;65,83;82,72
02.01.2021 17:00:56;-;-;67,09;84,23
02.01.2021 18:00:56;-;-;72,53;92,68
02.01.2021 19:00:56;-;-;89,60;125,80
02.01.2021 20:00:56;-;-;104,09;163,51
02.01.2021 21:00:56;-;-;106,74;174,75
02.01.2021 22:00:56;-;-;93,00;143,63
02.01.2021 23:00:56;-;-;84,84;125,35
03.01.2021 00:00:56;-;-;81,11;116,44
03.01.2021 01:00:56;-;-;74,10;104,10
03.01.2021 02:00:56;-;-;72,79;102,07
03.01.2021 03:00:56;-;-;69,99;96,85
03.01.2021 04:00:56;-;-;63,42;85,66
03.01.2021 05:00:56;-;-;58,80;76,99
03.01.2021 06:00:56;-;-;57,06;73,56
03.01.2021 07:00:56;-;-;57,99;74,48
03.01.2021 08:00:56;-;-;61,07;79,21
03.01.2021 09:00:56;-;-;64,89;86,83
03.01.2021 10:00:56;-;-;73,36;106,49
03.01.2021 11:00:56;-;-;71,25;101,38
03.01.2021 12:00:56;-;-;70,27;96,26
03.01.2021 13:00:56;-;-;69,79;91,22
03.01.2021 14:00:56;-;-;67,40;85,30
03.01.2021 15:00:56;-;-;66,02;82,46
03.01.2021 16:00:56;-;-;66,05;81,34
03.01.2021 17:00:56;-;-;65,40;80,23
03.01.2021 18:00:56;-;-;69,48;85,46
03.01.2021 19:00:56;-;-;75,21;93,49
03.01.2021 20:00:56;-;-;78,47;99,77
03.01.2021 21:00:56;-;-;76,95;100,30
03.01.2021 22:00:56;-;-;75,66;98,43
03.01.2021 23:00:56;-;-;76,85;101,62
04.01.2021 00:00:56;-;-;75,37;103,01
04.01.2021 01:00:56;-;-;73,65;102,10
04.01.2021 02:00:56;-;-;69,70;95,54
04.01.2021 03:00:56;-;-;67,99;92,10
04.01.2021 04:00:56;-;-;61,31;81,87
04.01.2021 05:00:56;-;-;58,14;75,64
04.01.2021 06:00:56;-;-;58,81;75,38
04.01.2021 07:00:56;-;-;61,62;79,50
04.01.2021 08:00:56;-;-;67,28;92,50
04.01.2021 09:00:56;-;-;83,10;130,39
04.01.2021 10:00:56;-;-;101,05;171,18
04.01.2021 11:00:56;-;-;108,71;183,80
04.01.2021 12:00:56;-;-;105,89;177,08
04.01.2021 13:00:56;-;-;95,37;153,32
04.01.2021 14:00:56;-;-;90,37;138,39
04.01.2021 15:00:56;-;-;90,67;133,13
04.01.2021 16:00:56;-;-;90,93;130,05
04.01.2021 17:00:56;-;-;91,96;130,44
04.01.2021 18:00:56;-;-;103,23;154,45
04.01.2021 19:00:56;-;-;138,42;242,59
04.01.2021 20:00:56;-;-;152,66;283,93
04.01.2021 21:00:56;-;-;142,18;263,78
04.01.2021 22:00:56;-;-;133,87;246,42
04.01.2021 23:00:56;-;-;118,15;211,96
05.01.2021 00:00:56;-;-;100,55;170,08
05.01.2021 01:00:56;-;-;88,94;141,11
05.01.2021 02:00:56;-;-;83,97;128,00
05.01.2021 03:00:56;-;-;77,65;113,65
05.01.2021 04:00:56;-;-;71,64;101,14
05.01.2021 05:00:56;-;-;66,14;90,08
05.01.2021 06:00:56;-;-;72,65;101,34
05.01.2021 07:00:56;-;-;79,40;116,37
05.01.2021 08:00:56;-;-;83,87;126,00
05.01.2021 09:00:56;-;-;91,43;142,71
05.01.2021 10:00:56;-;-;100,23;161,78
05.01.2021 11:00:56;-;-;100,12;162,46
05.01.2021 12:00:56;-;-;93,05;147,31
05.01.2021 13:00:56;-;-;97,34;149,07
05.01.2021 14:00:56;-;-;100,75;155,76
05.01.2021 15:00:56;-;-;97,39;147,04
05.01.2021 16:00:56;-;-;88,97;132,53
05.01.2021 17:00:56;-;-;92,52;136,13
05.01.2021 18:00:56;-;-;111,33;175,00
05.01.2021 19:00:56;-;-;124,39;208,96
05.01.2021 20:00:56;-;-;123,85;210,94
05.01.2021 21:00:56;-;-;115,74;195,38
05.01.2021 22:00:56;-;-;108,45;181,13
05.01.2021 23:00:56;-;-;95,55;157,42
06.01.2021 00:00:56;-;-;95,09;158,50
06.01.2021 01:00:56;-;-;84,08;135,91
06.01.2021 02:00:56;-;-;77,55;122,17
06.01.2021 03:00:56;-;-;74,07;115,44
06.01.2021 04:00:56;-;-;73,03;114,87
06.01.2021 05:00:56;-;-;68,33;105,82
06.01.2021 06:00:56;-;-;66,47;101,58
06.01.2021 07:00:56;-;-;70,75;108,38
06.01.2021 08:00:56;-;-;74,59;114,14
06.01.2021 09:00:56;-;-;84,95;137,15
06.01.2021 10:00:56;-;-;88,98;144,04
06.01.2021 11:00:56;-;-;93,60;151,75
06.01.2021 12:00:56;-;-;103,60;173,82
06.01.2021 13:00:56;-;-;97,26;163,11
06.01.2021 14:00:56;-;-;97,66;160,75
06.01.2021 15:00:56;-;-;93,66;151,42
06.01.2021 16:00:56;-;-;90,27;143,00
06.01.2021 17:00:56;-;-;91,34;140,02
06.01.2021 18:00:56;-;-;112,62;183,24
06.01.2021 19:00:56;-;-;146,49;268,93
06.01.2021 20:00:56;-;-;177,64;358,44
06.01.2021 21:00:56;-;-;153,73;307,33
06.01.2021 22:00:56;-;-;128,65;245,86
06.01.2021 23:00:56;-;-;108,01;196,42
07.01.2021 00:00:56;-;-;96,42;165,73
07.01.2021 01:00:56;-;-;84,76;138,44
07.01.2021 02:00:56;-;-;81,94;128,37
07.01.2021 03:00:56;-;-;73,33;111,12
07.01.2021 04:00:56;-;-;67,88;98,76
07.01.2021 05:00:56;-;-;66,10;93,95
07.01.2021 06:00:56;-;-;64,47;90,17
07.01.2021 07:00:56;-;-;64,94;88,42
07.01.2021 08:00:56;-;-;75,75;112,42
07.01.2021 09:00:56;-;-;87,91;142,31
07.01.2021 10:00:56;-;-;85,74;134,06
07.01.2021 11:00:56;-;-;105,41;175,11
07.01.2021 12:00:56;-;-;114,94;192,75
07.01.2021 13:00:56;-;-;114,28;189,33
07.01.2021 14:00:56;-;-;100,30;162,08
07.01.2021 15:00:56;-;-;56,43;72,76
07.01.2021 16:00:56;-;-;59,06;72,40
07.01.2021 17:00:56;-;-;69,35;89,84
07.01.2021 18:00:56;-;-;89,75;128,41
07.01.2021 19:00:56;-;-;107,92;170,53
07.01.2021 20:00:56;-;-;114,12;190,24
07.01.2021 21:00:56;-;-;110,11;184,70
07.01.2021 22:00:56;-;-;105,55;176,32
07.01.2021 23:00:56;-;-;92,35;149,08
08.01.2021 00:00:56;-;-;87,62;137,38
08.01.2021 01:00:56;-;-;79,17;118,19
08.01.2021 02:00:56;-;-;72,53;104,45
08.01.2021 03:00:56;-;-;72,41;104,84
08.01.2021 04:00:56;-;-;67,71;96,88
08.01.2021 05:00:56;-;-;62,33;85,97
08.01.2021 06:00:56;-;-;62,85;84,31
08.01.2021 07:00:56;-;-;68,35;92,51
08.01.2021 08:00:56;-;-;81,20;121,19
08.01.2021 09:00:56;-;-;99,88;169,68
08.01.2021 10:00:56;-;-;100,89;174,53
08.01.2021 11:00:56;-;-;98,83;166,51
08.01.2021 12:00:56;-;-;92,68;151,13
08.01.2021 13:00:56;-;-;90,29;140,74
08.01.2021 14:00:56;-;-;86,22;129,00
08.01.2021 15:00:56;-;-;86,82;126,97
08.01.2021 16:00:56;-;-;87,82;127,36
08.01.2021 17:00:56;-;-;88,51;128,40
08.01.2021 18:00:56;-;-;87,80;126,08
08.01.2021 19:00:56;-;-;103,91;161,82
08.01.2021 20:00:56;-;-;118,05;195,88
08.01.2021 21:00:56;-;-;112,35;185,93
08.01.2021 22:00:56;-;-;104,57;169,31
08.01.2021 23:00:56;-;-;93,43;147,06
09.01.2021 00:00:56;-;-;85,41;130,02
09.01.2021 01:00:56;-;-;82,80;121,92
09.01.2021 02:00:56;-;-;77,34;111,12
09.01.2021 03:00:56;-;-;73,35;102,73
09.01.2021 04:00:56;-;-;69,04;94,39
09.01.2021 05:00:56;-;-;65,17;86,96
09.01.2021 06:00:56;-;-;62,75;81,85
09.01.2021 07:00:56;-;-;63,52;82,95
09.01.2021 08:00:56;-;-;66,44;89,33
09.01.2021 09:00:56;-;-;82,03;125,73
09.01.2021 10:00:56;-;-;96,72;161,80
09.01.2021 11:00:56;-;-;100,51;163,57
09.01.2021 12:00:56;-;-;102,13;165,36
09.01.2021 13:00:56;-;-;90,40;141,42
09.01.2021 14:00:56;-;-;81,47;122,71
09.01.2021 15:00:56;-;-;77,96;113,02
09.01.2021 16:00:56;-;-;75,53;106,20
09.01.2021 17:00:56;-;-;73,50;100,76
09.01.2021 18:00:56;-;-;72,98;96,93
09.01.2021 19:00:56;-;-;77,98;102,85
09.01.2021 20:00:56;-;-;77,68;103,20
09.01.2021 21:00:56;-;-;73,66;96,63
09.01.2021 22:00:56;-;-;72,65;94,74
09.01.2021 23:00:56;-;-;74,22;97,21
10.01.2021 00:00:56;-;-;74,25;97,45
10.01.2021 01:00:56;-;-;73,39;96,90
10.01.2021 02:00:56;-;-;72,41;94,79
10.01.2021 03:00:56;-;-;71,78;94,13
10.01.2021 04:00:56;-;-;70,38;92,76
10.01.2021 05:00:56;-;-;67,79;89,75
10.01.2021 06:00:56;-;-;69,75;93,37
10.01.2021 07:00:56;-;-;69,23;92,78
10.01.2021 08:00:56;-;-;71,29;97,96
10.01.2021 09:00:56;-;-;73,15;105,49
10.01.2021 10:00:56;-;-;70,77;103,12
10.01.2021 11:00:56;-;-;69,25;98,24
10.01.2021 12:00:56;-;-;70,35;97,68
10.01.2021 13:00:56;-;-;68,82;93,32
10.01.2021 14:00:56;-;-;67,67;89,45
10.01.2021 15:00:56;-;-;68,67;89,52
10.01.2021 16:00:56;-;-;67,83;87,50
10.01.2021 17:00:56;-;-;67,38;86,17
10.01.2021 18:00:56;-;-;70,05;89,68
10.01.2021 19:00:56;-;-;77,74;101,57
10.01.2021 20:00:56;-;-;80,79;109,46
10.01.2021 21:00:56;-;-;77,76;108,14
10.01.2021 22:00:56;-;-;75,31;105,64
10.01.2021 23:00:56;-;-;72,04;100,97
11.01.2021 00:00:56;-;-;71,38;100,22
11.01.2021 01:00:56;-;-;67,51;93,61
11.01.2021 02:00:56;-;-;66,43;90,64
11.01.2021 03:00:56;-;-;68,13;92,99
11.01.2021 04:00:56;-;-;67,38;92,56
11.01.2021 05:00:56;-;-;63,93;88,16
11.01.2021 06:00:56;-;-;65,47;91,67
11.01.2021 07:00:56;-;-;74,25;111,22
11.01.2021 08:00:56;-;-;79,76;125,30
11.01.2021 09:00:56;-;-;87,68;143,82
11.01.2021 10:00:56;-;-;110,12;192,62
11.01.2021 11:00:56;-;-;117,34;207,72
11.01.2021 12:00:56;-;-;112,10;194,08
11.01.2021 13:00:56;-;-;107,91;181,84
11.01.2021 14:00:56;-;-;100,56;166,09
11.01.2021 15:00:56;-;-;97,48;155,45
11.01.2021 16:00:56;-;-;96,97;155,74
11.01.2021 17:00:56;-;-;98,76;162,31
11.01.2021 18:00:56;-;-;112,58;194,93
11.01.2021 19:00:56;-;-;103,48;179,44
11.01.2021 20:00:56;-;-;106,65;187,17
11.01.2021 21:00:56;-;-;111,68;202,59
11.01.2021 22:00:56;-;-;105,02;191,25
11.01.2021 23:00:56;-;-;94,01;169,00
12.01.2021 00:00:56;-;-;93,46;168,99
12.01.2021 01:00:56;-;-;97,44;182,77
12.01.2021 02:00:56;-;-;90,84;164,68
12.01.2021 03:00:56;-;-;82,38;143,65
12.01.2021 04:00:56;-;-;76,36;128,58
12.01.2021 05:00:56;-;-;75,48;123,36
12.01.2021 06:00:56;-;-;76,29;122,54
12.01.2021 07:00:56;-;-;75,62;120,74
12.01.2021 08:00:56;-;-;77,86;124,45
12.01.2021 09:00:56;-;-;96,73;169,61
12.01.2021 10:00:56;-;-;118,61;221,74
12.01.2021 11:00:56;-;-;143,31;277,44
12.01.2021 12:00:56;-;-;128,61;244,98
12.01.2021 13:00:56;-;-;117,43;218,97
12.01.2021 14:00:56;-;-;100,84;179,98
12.01.2021 15:00:56;-;-;87,24;143,81
12.01.2021 16:00:56;-;-;79,18;121,32
12.01.2021 17:00:56;-;-;76,36;112,37
12.01.2021 18:00:56;-;-;75,50;107,34
12.01.2021 19:00:56;-;-;74,21;104,63
12.01.2021 20:00:56;-;-;71,75;98,96
12.01.2021 21:00:56;-;-;67,50;88,26
12.01.2021 22:00:56;-;-;63,52;79,36
12.01.2021 23:00:56;-;-;60,14;72,75
13.01.2021 00:00:56;-;-;55,67;64,54
13.01.2021 01:00:56;-;-;51,73;59,10
13.01.2021 02:00:56;-;-;54,67;63,28
13.01.2021 03:00:56;-;-;57,20;66,46
13.01.2021 04:00:56;-;-;58,05;66,88
13.01.2021 05:00:56;-;-;57,52;65,67
13.01.2021 06:00:56;-;-;57,67;65,83
13.01.2021 07:00:56;-;-;58,74;67,42
13.01.2021 08:00:56;-;-;59,84;69,09
13.01.2021 09:00:56;-;-;59,94;68,92
13.01.2021 10:00:56;-;-;57,23;64,96
13.01.2021 11:00:56;-;-;52,96;59,79
13.01.2021 12:00:56;-;-;50,83;57,49
13.01.2021 13:00:56;-;-;50,39;57,30
13.01.2021 14:00:56;-;-;47,05;53,19
13.01.2021 15:00:56;-;-;45,05;50,90
13.01.2021 16:00:56;-;-;45,43;51,46
13.01.2021 17:00:56;-;-;51,82;59,95
13.01.2021 18:00:56;-;-;56,68;67,86
13.01.2021 19:00:56;-;-;63,01;79,57
13.01.2021 20:00:56;-;-;63,10;80,75
13.01.2021 21:00:56;-;-;62,37;79,50
13.01.2021 22:00:56;-;-;61,09;77,78
13.01.2021 23:00:56;-;-;60,19;76,66
14.01.2021 00:00:56;-;-;59,02;76,92
14.01.2021 01:00:56;-;-;56,52;72,80
14.01.2021 02:00:56;-;-;56,49;72,73
14.01.2021 03:00:56;-;-;55,05;70,52
14.01.2021 04:00:56;-;-;54,65;69,78
14.01.2021 05:00:56;-;-;53,97;69,59
14.01.2021 06:00:56;-;-;54,51;71,21
14.01.2021 07:00:56;-;-;56,81;74,44
14.01.2021 08:00:56;-;-;65,33;90,18
14.01.2021 09:00:56;-;-;75,34;112,58
14.01.2021 10:00:56;-;-;82,42;132,87
14.01.2021 11:00:56;-;-;81,41;133,42
14.01.2021 12:00:56;-;-;82,85;136,20
14.01.2021 13:00:56;-;-;65,80;94,86
14.01.2021 14:00:56;-;-;59,65;72,52
14.01.2021 15:00:56;-;-;59,11;75,43
14.01.2021 16:00:56;-;-;57,60;74,15
14.01.2021 17:00:56;-;-;59,45;77,05
14.01.2021 18:00:56;-;-;59,60;75,33
14.01.2021 19:00:56;-;-;63,61;80,89
14.01.2021 20:00:56;-;-;63,86;82,07
14.01.2021 21:00:56;-;-;62,66;82,63
14.01.2021 22:00:56;-;-;60,04;77,92
14.01.2021 23:00:56;-;-;56,72;72,18
15.01.2021 00:00:56;-;-;54,37;67,92
15.01.2021 01:00:56;-;-;52,92;65,44
15.01.2021 02:00:56;-;-;54,72;67,80
15.01.2021 03:00:56;-;-;52,84;66,13
15.01.2021 04:00:56;-;-;52,13;65,24
15.01.2021 05:00:56;-;-;51,22;63,79
15.01.2021 06:00:56;-;-;52,62;66,01
15.01.2021 07:00:56;-;-;54,12;66,42
15.01.2021 08:00:56;-;-;60,48;75,78
15.01.2021 09:00:56;-;-;70,61;98,55
15.01.2021 10:00:56;-;-;81,75;122,38
15.01.2021 11:00:56;-;-;89,96;140,33
15.01.2021 12:00:56;-;-;92,68;150,13
15.01.2021 13:00:56;-;-;87,67;141,57
15.01.2021 14:00:56;-;-;74,96;107,47
15.01.2021 15:00:56;-;-;67,10;84,02
15.01.2021 16:00:56;-;-;60,45;70,83
15.01.2021 17:00:56;-;-;57,92;67,81
15.01.2021 18:00:56;-;-;59,38;69,25
15.01.2021 19:00:56;-;-;63,22;76,93
15.01.2021 20:00:56;-;-;63,90;79,78
15.01.2021 21:00:56;-;-;65,74;82,91
15.01.2021 22:00:56;-;-;62,40;78,18
15.01.2021 23:00:56;-;-;58,21;71,75
16.01.2021 00:00:56;-;-;59,32;75,83
16.01.2021 01:00:56;-;-;57,19;71,35
16.01.2021 02:00:56;-;-;55,77;68,27
16.01.2021 03:00:56;-;-;54,25;65,79
16.01.2021 04:00:56;-;-;52,59;63,43
16.01.2021 05:00:56;-;-;52,59;63,41
16.01.2021 06:00:56;-;-;53,57;65,22
16.01.2021 07:00:56;-;-;53,17;65,14
16.01.2021 08:00:56;-;-;53,73;65,92
16.01.2021 09:00:56;-;-;55,27;68,50
16.01.2021 10:00:56;-;-;58,84;74,03
16.01.2021 11:00:56;-;-;60,94;81,30
16.01.2021 12:00:56;-;-;59,12;78,94
16.01.2021 13:00:56;-;-;59,60;79,89
16.01.2021 14:00:56;-;-;62,17;84,63
16.01.2021 15:00:56;-;-;63,65;86,51
16.01.2021 16:00:56;-;-;66,26;92,12
16.01.2021 17:00:56;-;-;66,29;94,21
16.01.2021 18:00:56;-;-;67,91;96,68
16.01.2021 19:00:56;-;-;73,91;108,50
16.01.2021 20:00:56;-;-;77,36;117,91
16.01.2021 21:00:56;-;-;74,98;111,84
16.01.2021 22:00:56;-;-;77,32;120,19
16.01.2021 23:00:56;-;-;74,25;113,28
17.01.2021 00:00:56;-;-;69,69;103,13
17.01.2021 01:00:56;-;-;66,65;95,21
17.01.2021 02:00:56;-;-;62,46;83,95
17.01.2021 03:00:56;-;-;57,83;71,63
17.01.2021 04:00:56;-;-;54,05;63,64
17.01.2021 05:00:56;-;-;51,91;60,76
17.01.2021 06:00:56;-;-;50,45;58,63
17.01.2021 07:00:56;-;-;51,17;59,89
17.01.2021 08:00:56;-;-;52,61;61,86
17.01.2021 09:00:56;-;-;53,79;63,18
17.01.2021 10:00:56;-;-;54,98;65,35
17.01.2021 11:00:56;-;-;55,57;66,10
17.01.2021 12:00:56;-;-;56,30;68,66
17.01.2021 13:00:56;-;-;55,80;69,46
17.01.2021 14:00:56;-;-;56,38;70,57
17.01.2021 15:00:56;-;-;57,59;71,92
17.01.2021 16:00:56;-;-;58,62;72,53
17.01.2021 17:00:56;-;-;58,16;70,58
17.01.2021 18:00:56;-;-;57,87;69,73
17.01.2021 19:00:56;-;-;56,53;67,90
17.01.2021 20:00:56;-;-;55,03;64,88
17.01.2021 21:00:56;-;-;54,25;63,47
17.01.2021 22:00:56;-;-;53,74;62,60
17.01.2021 23:00:56;-;-;53,43;61,84
18.01.2021 00:00:56;-;-;52,86;60,99
18.01.2021 01:00:56;-;-;51,19;59,02
18.01.2021 02:00:56;-;-;50,53;58,05
18.01.2021 03:00:56;-;-;49,24;56,34
18.01.2021 04:00:56;-;-;48,57;55,49
18.01.2021 05:00:56;-;-;47,97;54,86
18.01.2021 06:00:56;-;-;47,90;54,53
18.01.2021 07:00:56;-;-;48,20;54,67
18.01.2021 08:00:56;-;-;48,35;54,75
18.01.2021 09:00:56;-;-;52,49;60,52
18.01.2021 10:00:56;-;-;61,66;76,17
18.01.2021 11:00:56;-;-;64,75;81,12
18.01.2021 12:00:56;-;-;66,67;85,03
18.01.2021 13:00:56;-;-;69,09;87,94
18.01.2021 14:00:56;-;-;71,64;91,56
18.01.2021 15:00:56;-;-;71,20;89,57
18.01.2021 16:00:56;-;-;70,90;87,98
18.01.2021 17:00:56;-;-;70,80;88,52
18.01.2021 18:00:56;-;-;72,03;89,22
18.01.2021 19:00:56;-;-;71,01;88,15
18.01.2021 20:00:56;-;-;67,24;82,23
18.01.2021 21:00:56;-;-;63,55;75,35
18.01.2021 22:00:56;-;-;61,00;70,90
18.01.2021 23:00:56;-;-;62,89;72,58
19.01.2021 00:00:56;-;-;60,30;69,41
19.01.2021 01:00:56;-;-;60,81;70,58
19.01.2021 02:00:56;-;-;58,67;68,14
19.01.2021 03:00:56;-;-;54,59;62,70
19.01.2021 04:00:56;-;-;51,94;58,83
19.01.2021 05:00:56;-;-;51,20;57,96
19.01.2021 06:00:56;-;-;51,40;58,20
19.01.2021 07:00:56;-;-;52,33;58,56
19.01.2021 08:00:56;-;-;54,11;60,72
19.01.2021 09:00:56;-;-;58,73;66,72
19.01.2021 10:00:56;-;-;62,69;72,73
19.01.2021 11:00:56;-;-;64,18;76,26
19.01.2021 12:00:56;-;-;64,56;76,93
19.01.2021 13:00:56;-;-;61,79;72,70
19.01.2021 14:00:56;-;-;61,83;73,71
19.01.2021 15:00:56;-;-;63,71;74,85
19.01.2021 16:00:56;-;-;61,72;71,64
19.01.2021 17:00:56;-;-;63,73;74,38
19.01.2021 18:00:56;-;-;65,32;75,41
19.01.2021 19:00:56;-;-;66,44;75,89
19.01.2021 20:00:56;-;-;64,73;73,58
19.01.2021 21:00:56;-;-;61,81;69,68
19.01.2021 22:00:56;-;-;57,77;64,79
19.01.2021 23:00:56;-;-;54,71;60,65
20.01.2021 00:00:56;-;-;54,28;60,38
20.01.2021 01:00:56;-;-;51,52;57,00
20.01.2021 02:00:56;-;-;50,65;55,67
20.01.2021 03:00:56;-;-;49,57;54,50
20.01.2021 04:00:56;-;-;49,12;54,02
20.01.2021 05:00:56;-;-;47,52;52,20
20.01.2021 06:00:56;-;-;47,94;52,88
20.01.2021 07:00:56;-;-;48,39;53,62
20.01.2021 08:00:56;-;-;50,35;55,81
20.01.2021 09:00:56;-;-;58,46;66,70
20.01.2021 10:00:56;-;-;61,37;71,44
20.01.2021 11:00:56;-;-;59,16;69,63
20.01.2021 12:00:56;-;-;58,79;68,63
20.01.2021 13:00:56;-;-;57,34;66,20
20.01.2021 14:00:56;-;-;57,89;66,46
20.01.2021 15:00:56;-;-;63,66;74,82
20.01.2021 16:00:56;-;-;64,08;74,74
20.01.2021 17:00:56;-;-;63,86;73,94
20.01.2021 18:00:56;-;-;69,07;80,56
20.01.2021 19:00:56;-;-;72,81;85,59
20.01.2021 20:00:56;-;-;74,99;88,59
20.01.2021 21:00:56;-;-;70,39;80,05
20.01.2021 22:00:56;-;-;70,65;79,25
20.01.2021 23:00:56;-;-;69,06;78,50
21.01.2021 00:00:56;-;-;64,30;72,41
21.01.2021 01:00:56;-;-;60,25;66,78
21.01.2021 02:00:56;-;-;60,92;67,68
21.01.2021 03:00:56;-;-;58,73;65,06
21.01.2021 04:00:56;-;-;57,60;64,12
21.01.2021 05:00:56;-;-;59,44;66,28
21.01.2021 06:00:56;-;-;62,60;70,39
21.01.2021 07:00:56;-;-;63,66;71,70
21.01.2021 08:00:56;-;-;65,44;74,69
21.01.2021 09:00:56;-;-;79,65;98,11
21.01.2021 10:00:56;-;-;80,28;101,69
21.01.2021 11:00:56;-;-;81,22;104,91
21.01.2021 12:00:56;-;-;78,39;101,01
21.01.2021 13:00:56;-;-;79,84;101,51
21.01.2021 14:00:56;-;-;83,27;103,55
21.01.2021 15:00:56;-;-;83,72;102,41
21.01.2021 16:00:56;-;7,37;86,29;107,02
21.01.2021 17:00:56;-;6,97;86,97;107,64
21.01.2021 18:00:56;-;8,08;87,86;107,75
21.01.2021 19:00:56;-;8,56;93,58;121,19
21.01.2021 20:00:56;-;10,03;107,44;154,47
21.01.2021 21:00:56;-;10,89;102,25;142,36
21.01.2021 22:00:56;-;-;101,03;140,82
21.01.2021 23:00:56;-;10,24;93,23;127,13
22.01.2021 00:00:56;-;10,02;85,18;112,11
22.01.2021 01:00:56;-;9,70;80,56;104,92
22.01.2021 02:00:56;-;10,13;-;-
22.01.2021 03:00:56;-;9,60;74,07;98,69
22.01.2021 04:00:56;-;9,36;72,18;93,30
22.01.2021 05:00:56;-;8,74;69,18;86,95
22.01.2021 06:00:56;-;8,31;67,37;84,72
22.01.2021 07:00:56;-;8,18;68,05;87,81
22.01.2021 08:00:56;-;8,01;73,23;99,14
22.01.2021 09:00:56;-;7,84;77,70;107,18
22.01.2021 10:00:56;-;8,61;87,45;125,43
22.01.2021 11:00:56;-;9,65;98,37;150,64
22.01.2021 12:00:56;-;9,93;99,99;154,43
22.01.2021 13:00:56;-;9,20;91,13;135,52
22.01.2021 14:00:56;-;8,32;82,59;114,97
22.01.2021 15:00:56;-;7,87;79,16;105,98
22.01.2021 16:00:56;-;7,32;78,75;103,01
22.01.2021 17:00:56;-;7,25;81,02;104,63
22.01.2021 18:00:56;-;7,53;89,28;117,24
22.01.2021 19:00:56;-;9,46;122,65;190,61
22.01.2021 20:00:56;-;10,72;132,87;218,89
22.01.2021 21:00:56;-;10,55;118,88;188,98
22.01.2021 22:00:56;-;10,19;103,72;158,44
22.01.2021 23:00:56;-;9,21;86,55;122,92
23.01.2021 00:00:56;-;8,74;76,38;100,42
23.01.2021 01:00:56;-;8,74;70,49;88,06
23.01.2021 02:00:56;-;8,57;68,27;82,07
23.01.2021 03:00:56;-;8,56;68,33;82,52
23.01.2021 04:00:56;-;8,35;66,42;83,15
23.01.2021 05:00:56;-;8,17;65,31;83,14
23.01.2021 06:00:56;-;8,05;64,28;79,80
23.01.2021 07:00:56;-;7,65;62,34;75,10
23.01.2021 08:00:56;-;7,26;64,08;77,65
23.01.2021 09:00:56;-;7,65;78,52;108,41
23.01.2021 10:00:56;-;8,15;79,08;111,41
23.01.2021 11:00:56;-;8,56;80,25;111,56
23.01.2021 12:00:56;-;7,98;75,53;101,55
23.01.2021 13:00:56;-;7,69;70,03;91,90
23.01.2021 14:00:56;-;7,57;67,40;84,32
23.01.2021 15:00:56;18,00;7,74;66,36;81,17
23.01.2021 16:00:56;19,00;7,68;65,75;78,87
23.01.2021 17:00:56;27,00;7,47;67,96;81,21
23.01.2021 18:00:56;36,00;7,94;73,77;89,05
23.01.2021 19:00:56;78,00;8,97;88,08;111,50
23.01.2021 20:00:56;56,00;10,06;100,17;139,67
23.01.2021 21:00:56;27,00;10,16;95,03;134,38
23.01.2021 22:00:56;15,00;8,96;82,70;112,05
