Tarih;Konya Ereðli Yaygýnlaþtýrma;;;
;PM10 ( mg/m3 );SO2 ( mg/m3 );NO2 ( mg/m3 );NOX ( mg/m3 )
13.02.2021 12:00:56;-;-;60,41;72,40
13.02.2021 13:00:56;-;-;59,01;71,18
13.02.2021 14:00:56;-;-;56,81;67,75
13.02.2021 15:00:56;-;-;54,86;64,43
13.02.2021 16:00:56;-;-;54,05;63,76
13.02.2021 17:00:56;-;-;54,10;63,31
13.02.2021 18:00:56;-;-;55,05;64,29
13.02.2021 19:00:56;-;-;59,61;70,11
13.02.2021 20:00:56;-;-;68,34;83,42
13.02.2021 21:00:56;-;-;63,18;76,01
13.02.2021 22:00:56;-;-;61,69;73,04
13.02.2021 23:00:56;-;-;61,71;71,94
14.02.2021 00:00:56;-;-;67,42;80,88
14.02.2021 01:00:56;-;-;64,85;78,50
14.02.2021 02:00:56;-;-;64,81;78,04
14.02.2021 03:00:56;-;-;64,61;78,25
14.02.2021 04:00:56;-;-;61,91;76,10
14.02.2021 05:00:56;-;-;58,26;70,61
14.02.2021 06:00:56;-;-;56,97;68,50
14.02.2021 07:00:56;-;-;56,19;67,43
14.02.2021 08:00:56;-;-;57,63;69,28
14.02.2021 09:00:56;-;-;67,24;88,68
14.02.2021 10:00:56;-;-;72,13;100,45
14.02.2021 11:00:56;-;-;69,93;93,85
14.02.2021 12:00:56;-;-;69,20;88,77
14.02.2021 13:00:56;-;-;66,81;82,63
14.02.2021 14:00:56;-;-;63,21;76,07
14.02.2021 15:00:56;-;-;60,52;71,65
14.02.2021 16:00:56;-;-;58,05;68,48
14.02.2021 17:00:56;-;-;57,01;67,18
14.02.2021 18:00:56;-;-;56,20;65,74
14.02.2021 19:00:56;-;-;56,39;65,23
14.02.2021 20:00:56;-;-;59,16;68,67
14.02.2021 21:00:56;-;-;65,06;79,06
14.02.2021 22:00:56;-;-;66,00;80,34
14.02.2021 23:00:56;-;-;65,77;80,53
15.02.2021 00:00:56;-;-;63,15;77,22
15.02.2021 01:00:56;-;-;63,17;77,44
15.02.2021 02:00:56;-;-;60,22;73,52
15.02.2021 03:00:56;-;-;58,20;70,23
15.02.2021 04:00:56;-;-;56,69;67,83
15.02.2021 05:00:56;-;-;57,46;69,52
15.02.2021 06:00:56;-;-;57,87;71,10
15.02.2021 07:00:56;-;-;58,10;70,66
15.02.2021 08:00:56;-;-;60,33;73,21
15.02.2021 09:00:56;-;-;61,77;75,06
15.02.2021 10:00:56;-;-;72,82;95,84
15.02.2021 11:00:56;-;-;74,13;101,90
15.02.2021 12:00:56;-;-;73,18;99,32
15.02.2021 13:00:56;-;-;72,83;95,59
15.02.2021 14:00:56;-;-;68,47;86,62
15.02.2021 15:00:56;-;-;66,41;81,03
15.02.2021 16:00:56;-;-;63,00;73,64
15.02.2021 17:00:56;-;-;61,35;69,96
15.02.2021 18:00:56;-;-;59,89;67,79
15.02.2021 19:00:56;-;-;61,45;70,01
15.02.2021 20:00:56;-;-;62,98;74,90
15.02.2021 21:00:56;-;-;60,63;73,50
15.02.2021 22:00:56;-;-;57,73;70,02
15.02.2021 23:00:56;-;-;56,95;68,48
16.02.2021 00:00:56;-;-;57,29;69,58
16.02.2021 01:00:56;-;-;56,00;67,38
16.02.2021 02:00:56;-;-;54,15;63,97
16.02.2021 03:00:56;-;-;52,40;60,38
16.02.2021 04:00:56;-;-;51,07;57,88
16.02.2021 05:00:56;-;-;49,54;55,31
16.02.2021 06:00:56;-;-;48,30;53,47
16.02.2021 07:00:56;-;-;48,15;53,05
16.02.2021 08:00:56;-;-;49,55;54,55
16.02.2021 09:00:56;-;-;52,91;59,25
16.02.2021 10:00:56;-;-;54,50;60,56
16.02.2021 11:00:56;-;-;55,67;61,91
16.02.2021 12:00:56;-;-;56,89;63,58
16.02.2021 13:00:56;-;-;59,98;67,43
16.02.2021 14:00:56;-;-;49,44;56,23
16.02.2021 15:00:56;-;-;48,65;54,03
16.02.2021 16:00:56;-;-;48,09;54,51
16.02.2021 17:00:56;-;-;52,16;59,77
16.02.2021 18:00:56;-;-;54,36;61,44
16.02.2021 19:00:56;-;-;60,50;70,32
16.02.2021 20:00:56;-;-;63,93;74,60
16.02.2021 21:00:56;-;-;63,18;72,95
16.02.2021 22:00:56;-;-;60,33;69,17
16.02.2021 23:00:56;-;-;55,40;62,31
17.02.2021 00:00:56;-;-;53,36;60,06
17.02.2021 01:00:56;-;-;51,39;58,41
17.02.2021 02:00:56;-;-;50,11;56,61
17.02.2021 03:00:56;-;-;48,87;55,30
17.02.2021 04:00:56;-;-;48,69;54,81
17.02.2021 05:00:56;-;-;47,97;53,30
17.02.2021 06:00:56;-;-;47,89;52,97
17.02.2021 07:00:56;-;-;47,80;52,70
17.02.2021 08:00:56;-;-;49,48;54,66
17.02.2021 09:00:56;-;-;52,13;58,19
17.02.2021 10:00:56;-;-;57,27;65,85
17.02.2021 11:00:56;-;-;62,27;73,11
17.02.2021 12:00:56;-;-;62,79;73,76
17.02.2021 13:00:56;-;-;60,96;70,55
17.02.2021 14:00:56;-;-;60,66;69,34
17.02.2021 15:00:56;-;-;61,35;69,40
17.02.2021 16:00:56;-;-;60,60;69,03
17.02.2021 17:00:56;-;-;61,85;70,36
17.02.2021 18:00:56;-;-;60,77;69,42
17.02.2021 19:00:56;-;-;60,56;69,10
17.02.2021 20:00:56;-;-;61,46;69,13
17.02.2021 21:00:56;-;-;57,37;63,34
17.02.2021 22:00:56;-;-;54,71;59,86
17.02.2021 23:00:56;-;-;53,76;58,71
18.02.2021 00:00:56;-;-;52,68;57,34
18.02.2021 01:00:56;-;-;53,86;58,51
18.02.2021 02:00:56;-;-;55,59;60,36
18.02.2021 03:00:56;-;-;55,00;59,66
18.02.2021 04:00:56;-;-;53,53;58,14
18.02.2021 05:00:56;-;-;52,25;56,59
18.02.2021 06:00:56;-;-;51,69;55,85
18.02.2021 07:00:56;-;-;51,96;56,13
18.02.2021 08:00:56;-;-;56,27;60,79
18.02.2021 09:00:56;-;-;60,49;67,27
18.02.2021 10:00:56;-;-;61,40;69,04
18.02.2021 11:00:56;-;-;62,58;71,52
18.02.2021 12:00:56;-;-;64,16;73,34
18.02.2021 13:00:56;-;-;63,70;72,17
18.02.2021 14:00:56;-;-;68,28;78,68
18.02.2021 15:00:56;-;-;67,98;77,29
18.02.2021 16:00:56;-;-;64,87;71,63
18.02.2021 17:00:56;-;-;61,57;67,46
18.02.2021 18:00:56;-;-;60,76;66,10
18.02.2021 19:00:56;-;-;65,72;71,56
18.02.2021 20:00:56;-;-;67,65;72,61
18.02.2021 21:00:56;-;-;74,47;80,09
18.02.2021 22:00:56;-;-;76,83;82,96
18.02.2021 23:00:56;-;-;77,44;83,78
19.02.2021 00:00:56;-;-;71,54;76,94
19.02.2021 01:00:56;-;-;65,44;71,08
19.02.2021 02:00:56;-;-;62,19;66,47
19.02.2021 03:00:56;-;-;61,14;65,41
19.02.2021 04:00:56;-;-;71,69;79,69
19.02.2021 05:00:56;-;-;77,64;90,45
19.02.2021 06:00:56;-;-;73,83;84,87
19.02.2021 07:00:56;-;-;74,98;85,85
19.02.2021 08:00:56;-;-;77,70;90,58
19.02.2021 09:00:56;-;-;88,71;115,49
19.02.2021 10:00:56;-;-;88,25;117,06
19.02.2021 11:00:56;-;-;90,26;117,17
19.02.2021 12:00:56;-;-;94,23;122,70
19.02.2021 13:00:56;-;-;87,58;107,62
19.02.2021 14:00:56;-;-;79,66;93,44
19.02.2021 15:00:56;-;-;72,73;81,76
19.02.2021 16:00:56;-;-;64,60;70,73
19.02.2021 17:00:56;-;-;66,69;75,61
19.02.2021 18:00:56;-;-;66,50;73,22
19.02.2021 19:00:56;-;-;67,42;74,13
19.02.2021 20:00:56;-;-;75,18;84,11
19.02.2021 21:00:56;-;-;73,08;80,29
19.02.2021 22:00:56;-;-;68,67;74,86
19.02.2021 23:00:56;-;-;72,85;81,17
20.02.2021 00:00:56;-;-;72,40;80,52
20.02.2021 01:00:56;-;-;73,70;81,91
20.02.2021 02:00:56;-;-;74,96;85,52
20.02.2021 03:00:56;-;-;68,60;77,56
20.02.2021 04:00:56;-;-;64,13;71,31
20.02.2021 05:00:56;-;-;57,78;62,62
20.02.2021 06:00:56;-;-;58,22;62,83
20.02.2021 07:00:56;-;-;57,24;61,68
20.02.2021 08:00:56;-;-;58,05;62,53
20.02.2021 09:00:56;-;-;58,98;64,28
20.02.2021 10:00:56;-;-;59,44;66,45
20.02.2021 11:00:56;-;-;59,53;66,29
20.02.2021 12:00:56;-;-;64,25;72,29
20.02.2021 13:00:56;-;-;64,05;71,62
20.02.2021 14:00:56;-;-;61,76;68,52
20.02.2021 15:00:56;-;-;60,02;66,78
20.02.2021 16:00:56;-;-;60,40;67,15
20.02.2021 17:00:56;-;-;58,47;63,98
20.02.2021 18:00:56;-;-;57,44;62,73
20.02.2021 19:00:56;-;-;57,89;63,01
20.02.2021 20:00:56;-;-;65,32;71,72
20.02.2021 21:00:56;-;-;68,93;74,70
20.02.2021 22:00:56;-;-;67,39;73,02
20.02.2021 23:00:56;-;-;69,75;75,53
21.02.2021 00:00:56;-;-;72,63;79,52
21.02.2021 01:00:56;-;-;66,28;72,03
21.02.2021 02:00:56;-;-;-;-
21.02.2021 03:00:56;-;-;58,06;62,89
21.02.2021 04:00:56;-;-;57,53;61,97
21.02.2021 05:00:56;-;-;54,58;58,60
21.02.2021 06:00:56;-;-;55,71;59,97
21.02.2021 07:00:56;-;-;61,33;67,29
21.02.2021 08:00:56;-;-;65,52;73,53
21.02.2021 09:00:56;-;-;66,28;75,64
21.02.2021 10:00:56;-;-;61,26;68,53
21.02.2021 11:00:56;-;-;58,80;65,15
21.02.2021 12:00:56;-;-;56,32;61,90
21.02.2021 13:00:56;-;-;54,34;59,15
21.02.2021 14:00:56;-;-;53,62;58,45
21.02.2021 15:00:56;-;-;55,36;60,81
21.02.2021 16:00:56;-;-;56,17;61,40
21.02.2021 17:00:56;-;-;58,47;63,99
21.02.2021 18:00:56;-;-;58,38;63,29
21.02.2021 19:00:56;-;-;59,59;64,19
21.02.2021 20:00:56;-;-;63,63;68,32
21.02.2021 21:00:56;-;-;67,86;73,03
21.02.2021 22:00:56;-;-;71,97;77,66
21.02.2021 23:00:56;-;-;73,37;79,55
22.02.2021 00:00:56;-;-;69,89;75,62
22.02.2021 01:00:56;-;-;63,22;68,21
22.02.2021 02:00:56;-;-;65,43;70,63
22.02.2021 03:00:56;-;-;67,16;72,96
22.02.2021 04:00:56;-;-;66,93;72,34
22.02.2021 05:00:56;-;-;73,57;80,00
22.02.2021 06:00:56;-;-;71,19;77,36
22.02.2021 07:00:56;-;-;68,43;73,86
22.02.2021 08:00:56;-;-;72,38;78,50
22.02.2021 09:00:56;-;-;89,21;107,65
22.02.2021 10:00:56;-;-;96,86;122,10
22.02.2021 11:00:56;-;-;83,54;99,07
22.02.2021 12:00:56;-;-;74,58;85,06
22.02.2021 13:00:56;-;-;67,83;74,84
22.02.2021 14:00:56;-;-;64,65;71,85
22.02.2021 15:00:56;-;-;64,17;70,97
22.02.2021 16:00:56;-;-;63,15;70,48
22.02.2021 17:00:56;-;-;64,59;71,95
22.02.2021 18:00:56;-;-;70,50;79,15
22.02.2021 19:00:56;-;-;77,05;86,70
22.02.2021 20:00:56;-;-;84,69;92,96
22.02.2021 21:00:56;-;-;88,46;97,42
22.02.2021 22:00:56;-;-;89,88;100,36
22.02.2021 23:00:56;-;-;82,75;92,08
23.02.2021 00:00:56;-;-;73,31;80,54
23.02.2021 01:00:56;-;-;66,46;72,06
23.02.2021 02:00:56;-;-;67,22;72,97
23.02.2021 03:00:56;-;-;74,60;82,67
23.02.2021 04:00:56;-;-;83,67;96,29
23.02.2021 05:00:56;-;-;80,93;94,70
23.02.2021 06:00:56;-;-;73,21;84,09
23.02.2021 07:00:56;-;-;69,41;77,76
23.02.2021 08:00:56;-;-;65,88;72,51
23.02.2021 09:00:56;-;-;71,21;80,05
23.02.2021 10:00:56;-;-;79,44;93,69
23.02.2021 11:00:56;-;-;86,44;108,87
23.02.2021 12:00:56;-;-;84,42;105,48
23.02.2021 13:00:56;-;-;78,60;92,25
23.02.2021 14:00:56;-;-;74,23;84,75
23.02.2021 15:00:56;-;-;71,83;81,18
23.02.2021 16:00:56;-;-;68,16;75,90
23.02.2021 17:00:56;-;-;66,11;73,01
23.02.2021 18:00:56;-;-;66,95;74,35
23.02.2021 19:00:56;-;-;73,52;82,10
23.02.2021 20:00:56;-;-;88,72;101,41
23.02.2021 21:00:56;-;-;101,37;121,46
23.02.2021 22:00:56;-;-;98,62;121,67
23.02.2021 23:00:56;-;-;86,64;103,81
24.02.2021 00:00:56;-;-;76,88;89,54
24.02.2021 01:00:56;-;-;70,50;80,61
24.02.2021 02:00:56;-;-;74,49;86,18
24.02.2021 03:00:56;-;-;77,60;92,87
24.02.2021 04:00:56;-;-;75,99;92,56
24.02.2021 05:00:56;-;-;69,53;82,72
24.02.2021 06:00:56;-;-;67,13;78,34
24.02.2021 07:00:56;-;-;69,37;81,08
24.02.2021 08:00:56;-;-;74,38;89,58
24.02.2021 09:00:56;-;-;85,01;109,67
24.02.2021 10:00:56;-;-;96,60;131,79
24.02.2021 11:00:56;-;-;93,03;125,17
24.02.2021 12:00:56;-;-;84,40;106,99
24.02.2021 13:00:56;-;-;79,40;97,49
24.02.2021 14:00:56;-;-;74,92;90,63
24.02.2021 15:00:56;-;-;71,58;84,86
24.02.2021 16:00:56;-;-;70,18;83,28
24.02.2021 17:00:56;-;-;69,21;82,32
24.02.2021 18:00:56;-;-;69,46;81,04
24.02.2021 19:00:56;-;-;69,40;79,09
24.02.2021 20:00:56;-;-;77,87;90,24
24.02.2021 21:00:56;-;-;81,30;96,01
24.02.2021 22:00:56;-;-;73,46;85,32
24.02.2021 23:00:56;-;-;69,74;79,75
25.02.2021 00:00:56;-;-;73,30;85,10
25.02.2021 01:00:56;-;-;76,49;91,89
25.02.2021 02:00:56;-;-;75,97;91,85
25.02.2021 03:00:56;-;-;72,75;89,66
25.02.2021 04:00:56;-;-;68,91;85,29
25.02.2021 05:00:56;-;-;64,19;79,52
25.02.2021 06:00:56;-;-;59,92;73,40
25.02.2021 07:00:56;-;-;59,14;72,13
25.02.2021 08:00:56;-;-;63,87;79,01
25.02.2021 09:00:56;-;-;75,42;100,60
25.02.2021 10:00:56;-;-;81,44;112,75
25.02.2021 11:00:56;-;-;76,40;104,50
25.02.2021 12:00:56;-;-;69,08;90,02
25.02.2021 13:00:56;-;-;66,34;83,88
25.02.2021 14:00:56;-;-;63,21;77,52
25.02.2021 15:00:56;-;-;62,56;76,55
25.02.2021 16:00:56;-;-;61,54;74,14
25.02.2021 17:00:56;-;-;63,47;76,84
25.02.2021 18:00:56;-;-;67,54;83,19
25.02.2021 19:00:56;-;-;78,88;101,02
25.02.2021 20:00:56;-;-;79,59;102,51
25.02.2021 21:00:56;-;-;76,69;96,56
25.02.2021 22:00:56;-;-;73,33;89,96
25.02.2021 23:00:56;-;-;71,39;85,39
26.02.2021 00:00:56;-;-;66,09;78,82
26.02.2021 01:00:56;-;-;60,25;72,16
26.02.2021 02:00:56;-;-;58,21;69,83
26.02.2021 03:00:56;-;-;54,54;64,79
26.02.2021 04:00:56;-;-;52,88;61,97
26.02.2021 05:00:56;-;-;53,92;62,67
26.02.2021 06:00:56;-;-;59,65;72,62
26.02.2021 07:00:56;-;-;60,59;74,08
26.02.2021 08:00:56;-;-;61,21;74,47
26.02.2021 09:00:56;-;-;63,09;79,63
26.02.2021 10:00:56;-;-;61,91;77,70
26.02.2021 11:00:56;-;-;60,67;76,74
26.02.2021 12:00:56;-;-;58,10;72,48
26.02.2021 13:00:56;-;-;58,39;71,49
26.02.2021 14:00:56;-;-;56,51;67,29
26.02.2021 15:00:56;-;-;58,92;70,97
26.02.2021 16:00:56;-;-;60,17;72,34
26.02.2021 17:00:56;-;-;61,78;74,85
26.02.2021 18:00:56;-;-;63,48;77,60
26.02.2021 19:00:56;-;-;76,58;97,97
26.02.2021 20:00:56;-;-;94,81;129,86
26.02.2021 21:00:56;-;-;97,90;136,89
26.02.2021 22:00:56;-;-;90,79;126,10
26.02.2021 23:00:56;-;-;87,42;121,27
27.02.2021 00:00:56;-;-;91,00;132,77
27.02.2021 01:00:56;-;-;89,35;134,64
27.02.2021 02:00:56;-;-;84,83;126,01
27.02.2021 03:00:56;-;-;75,76;108,22
27.02.2021 04:00:56;-;-;70,70;95,94
27.02.2021 05:00:56;-;-;66,00;86,27
27.02.2021 06:00:56;-;-;63,22;79,87
27.02.2021 07:00:56;-;-;62,79;78,43
27.02.2021 08:00:56;-;-;67,18;85,21
27.02.2021 09:00:56;-;-;68,11;87,53
27.02.2021 10:00:56;-;-;66,88;85,33
27.02.2021 11:00:56;-;-;66,68;83,58
27.02.2021 12:00:56;-;-;64,32;79,12
27.02.2021 13:00:56;-;-;61,80;74,41
27.02.2021 14:00:56;-;-;60,29;71,79
27.02.2021 15:00:56;-;-;59,08;69,74
27.02.2021 16:00:56;-;-;58,98;69,24
27.02.2021 17:00:56;-;-;58,05;67,93
27.02.2021 18:00:56;-;-;58,59;68,85
27.02.2021 19:00:56;-;-;61,95;72,62
27.02.2021 20:00:56;-;-;72,47;86,37
27.02.2021 21:00:56;-;-;85,40;112,80
27.02.2021 22:00:56;-;-;80,06;106,45
27.02.2021 23:00:56;-;-;73,94;96,44
28.02.2021 00:00:56;-;-;69,57;88,84
28.02.2021 01:00:56;-;-;66,12;82,85
28.02.2021 02:00:56;-;-;62,88;77,68
28.02.2021 03:00:56;-;-;59,99;72,48
28.02.2021 04:00:56;-;-;57,73;68,41
28.02.2021 05:00:56;-;-;56,91;66,53
28.02.2021 06:00:56;-;-;57,59;67,46
28.02.2021 07:00:56;-;-;62,25;74,79
28.02.2021 08:00:56;-;-;62,09;77,47
28.02.2021 09:00:56;-;-;63,49;83,67
28.02.2021 10:00:56;-;-;61,34;81,40
28.02.2021 11:00:56;-;-;58,66;76,27
28.02.2021 12:00:56;-;-;56,23;70,42
28.02.2021 13:00:56;-;-;54,71;66,32
28.02.2021 14:00:56;-;-;53,61;63,62
28.02.2021 15:00:56;-;-;52,83;61,59
28.02.2021 16:00:56;-;-;52,54;60,94
28.02.2021 17:00:56;-;-;53,20;61,35
28.02.2021 18:00:56;-;-;56,71;65,84
28.02.2021 19:00:56;-;-;58,41;69,34
28.02.2021 20:00:56;-;-;61,56;72,98
28.02.2021 21:00:56;-;-;61,69;72,50
28.02.2021 22:00:56;-;-;58,79;68,72
28.02.2021 23:00:56;-;-;57,71;68,43
01.03.2021 00:00:56;-;-;57,68;68,21
01.03.2021 01:00:56;-;-;57,13;69,24
01.03.2021 02:00:56;-;-;55,05;64,94
01.03.2021 03:00:56;-;-;53,40;62,84
01.03.2021 04:00:56;-;-;54,14;66,20
01.03.2021 05:00:56;-;-;52,31;63,20
01.03.2021 06:00:56;-;-;51,20;60,72
01.03.2021 07:00:56;-;-;51,33;60,81
01.03.2021 08:00:56;-;-;52,22;61,30
01.03.2021 09:00:56;-;-;54,71;64,99
01.03.2021 10:00:56;-;-;62,43;79,03
01.03.2021 11:00:56;-;-;66,02;86,20
01.03.2021 12:00:56;-;-;67,23;88,11
01.03.2021 13:00:56;-;-;64,88;83,87
01.03.2021 14:00:56;-;-;66,10;83,32
01.03.2021 15:00:56;-;-;64,75;79,77
01.03.2021 16:00:56;-;-;66,82;82,76
01.03.2021 17:00:56;-;-;67,29;81,74
01.03.2021 18:00:56;-;-;67,48;82,66
01.03.2021 19:00:56;-;-;71,05;85,55
01.03.2021 20:00:56;-;-;82,43;104,42
01.03.2021 21:00:56;-;-;86,10;111,97
01.03.2021 22:00:56;-;-;84,18;109,34
01.03.2021 23:00:56;-;-;75,41;95,63
02.03.2021 00:00:56;-;-;77,81;101,34
02.03.2021 01:00:56;-;-;74,56;97,21
02.03.2021 02:00:56;-;-;70,31;88,63
02.03.2021 03:00:56;-;-;68,82;86,10
02.03.2021 04:00:56;-;-;65,26;81,08
02.03.2021 05:00:56;-;-;60,67;74,01
02.03.2021 06:00:56;-;-;59,67;72,29
02.03.2021 07:00:56;-;-;60,06;73,31
02.03.2021 08:00:56;-;-;65,90;83,95
02.03.2021 09:00:56;-;-;68,71;92,63
02.03.2021 10:00:56;-;-;63,86;87,06
02.03.2021 11:00:56;-;-;62,86;84,06
02.03.2021 12:00:56;-;-;61,44;80,62
02.03.2021 13:00:56;-;-;60,69;76,86
02.03.2021 14:00:56;-;-;59,42;73,85
02.03.2021 15:00:56;-;-;60,02;74,24
02.03.2021 16:00:56;-;-;58,73;71,26
02.03.2021 17:00:56;-;-;58,94;70,72
02.03.2021 18:00:56;-;-;60,46;71,72
02.03.2021 19:00:56;-;-;63,74;77,37
02.03.2021 20:00:56;-;-;63,35;75,21
02.03.2021 21:00:56;-;-;60,80;71,54
02.03.2021 22:00:56;-;-;57,87;67,22
02.03.2021 23:00:56;-;-;55,84;64,77
03.03.2021 00:00:56;-;-;55,72;64,75
03.03.2021 01:00:56;-;-;52,18;59,19
03.03.2021 02:00:56;-;-;51,11;57,88
03.03.2021 03:00:56;-;-;50,84;57,59
03.03.2021 04:00:56;-;-;49,95;56,53
03.03.2021 05:00:56;-;-;49,75;56,50
03.03.2021 06:00:56;-;-;50,32;57,43
03.03.2021 07:00:56;-;-;51,30;59,16
03.03.2021 08:00:56;-;-;52,72;62,29
03.03.2021 09:00:56;-;-;56,05;68,27
03.03.2021 10:00:56;-;-;55,54;69,14
03.03.2021 11:00:56;-;-;56,40;71,18
03.03.2021 12:00:56;-;-;56,24;71,70
03.03.2021 13:00:56;-;-;56,70;71,66
03.03.2021 14:00:56;-;-;58,25;72,79
03.03.2021 15:00:56;-;-;60,06;74,86
03.03.2021 16:00:56;-;-;59,42;74,52
03.03.2021 17:00:56;-;-;59,52;73,83
03.03.2021 18:00:56;-;-;60,06;73,73
03.03.2021 19:00:56;-;-;60,17;73,06
03.03.2021 20:00:56;-;-;66,83;84,58
03.03.2021 21:00:56;-;-;64,25;81,11
03.03.2021 22:00:56;-;-;62,43;79,35
03.03.2021 23:00:56;-;-;60,13;77,79
04.03.2021 00:00:56;-;-;60,22;76,55
04.03.2021 01:00:56;-;-;61,38;77,57
04.03.2021 02:00:56;-;-;63,17;81,76
04.03.2021 03:00:56;-;-;73,14;106,57
04.03.2021 04:00:56;-;-;64,15;89,78
04.03.2021 05:00:56;-;-;58,25;77,80
04.03.2021 06:00:56;-;-;55,04;70,18
04.03.2021 07:00:56;-;-;54,31;66,88
04.03.2021 08:00:56;-;-;60,54;76,09
04.03.2021 09:00:56;-;-;65,55;88,93
04.03.2021 10:00:56;-;-;62,52;84,41
04.03.2021 11:00:56;-;-;60,02;80,37
04.03.2021 12:00:56;-;-;58,43;75,71
04.03.2021 13:00:56;-;-;56,93;71,30
04.03.2021 14:00:56;-;-;55,50;66,75
04.03.2021 15:00:56;-;-;55,60;65,25
04.03.2021 16:00:56;-;-;53,97;61,73
04.03.2021 17:00:56;-;-;55,25;64,58
04.03.2021 18:00:56;-;-;57,51;66,75
04.03.2021 19:00:56;-;-;62,22;73,13
04.03.2021 20:00:56;-;-;68,69;80,11
04.03.2021 21:00:56;-;-;78,18;95,67
04.03.2021 22:00:56;-;-;77,99;97,69
04.03.2021 23:00:56;-;-;73,83;89,12
05.03.2021 00:00:56;-;-;68,97;83,49
05.03.2021 01:00:56;-;-;63,70;75,64
05.03.2021 02:00:56;-;-;67,68;82,20
05.03.2021 03:00:56;-;-;74,21;95,38
05.03.2021 04:00:56;-;-;68,98;87,14
05.03.2021 05:00:56;-;-;62,73;75,69
05.03.2021 06:00:56;-;-;61,90;72,75
05.03.2021 07:00:56;-;-;61,54;70,90
05.03.2021 08:00:56;-;-;62,17;71,32
05.03.2021 09:00:56;-;-;67,56;80,16
05.03.2021 10:00:56;-;-;85,54;116,72
05.03.2021 11:00:56;-;-;85,99;120,82
05.03.2021 12:00:56;-;-;80,65;107,65
05.03.2021 13:00:56;-;-;75,81;97,79
05.03.2021 14:00:56;-;-;71,98;89,38
05.03.2021 15:00:56;-;-;70,88;87,55
05.03.2021 16:00:56;-;-;68,10;83,52
05.03.2021 17:00:56;-;-;66,09;80,29
05.03.2021 18:00:56;-;-;67,40;81,89
05.03.2021 19:00:56;-;-;83,43;109,69
05.03.2021 20:00:56;-;-;114,06;179,17
05.03.2021 21:00:56;-;-;103,26;159,02
05.03.2021 22:00:56;-;-;92,41;136,32
05.03.2021 23:00:56;-;-;82,02;114,43
06.03.2021 00:00:56;-;-;78,17;102,24
06.03.2021 01:00:56;-;-;77,81;100,70
06.03.2021 02:00:56;-;-;71,56;89,01
06.03.2021 03:00:56;-;-;69,73;84,71
06.03.2021 04:00:56;-;-;67,10;80,06
06.03.2021 05:00:56;-;-;64,74;76,29
06.03.2021 06:00:56;-;-;63,19;73,03
06.03.2021 07:00:56;-;-;62,41;71,04
06.03.2021 08:00:56;-;-;63,94;73,41
06.03.2021 09:00:56;-;-;88,72;124,96
06.03.2021 10:00:56;-;-;97,40;146,00
06.03.2021 11:00:56;-;-;89,45;129,59
06.03.2021 12:00:56;-;-;80,08;110,07
06.03.2021 13:00:56;-;-;73,36;97,64
06.03.2021 14:00:56;-;-;68,71;86,66
06.03.2021 15:00:56;-;-;65,63;78,95
06.03.2021 16:00:56;-;-;63,22;72,77
06.03.2021 17:00:56;-;-;63,94;73,36
06.03.2021 18:00:56;-;-;65,35;74,39
06.03.2021 19:00:56;-;-;73,66;87,51
06.03.2021 20:00:56;-;-;80,33;98,43
06.03.2021 21:00:56;-;-;83,34;106,83
06.03.2021 22:00:56;-;-;80,67;103,68
06.03.2021 23:00:56;-;-;74,35;94,66
07.03.2021 00:00:56;-;-;70,92;88,03
07.03.2021 01:00:56;-;-;65,32;79,56
07.03.2021 02:00:56;-;-;61,66;73,50
07.03.2021 03:00:56;-;-;60,98;71,61
07.03.2021 04:00:56;-;-;60,46;71,12
07.03.2021 05:00:56;-;-;59,93;70,76
07.03.2021 06:00:56;-;-;58,46;68,65
07.03.2021 07:00:56;-;-;60,10;70,52
07.03.2021 08:00:56;-;-;67,83;84,41
07.03.2021 09:00:56;-;-;75,08;100,97
07.03.2021 10:00:56;-;-;69,18;90,35
07.03.2021 11:00:56;-;-;65,66;82,09
07.03.2021 12:00:56;-;-;61,38;73,91
07.03.2021 13:00:56;-;-;59,60;70,46
07.03.2021 14:00:56;-;-;57,43;66,29
07.03.2021 15:00:56;-;-;56,76;65,43
07.03.2021 16:00:56;-;-;56,13;64,23
07.03.2021 17:00:56;-;-;57,07;65,31
07.03.2021 18:00:56;-;-;56,95;65,47
07.03.2021 19:00:56;-;-;56,39;64,92
07.03.2021 20:00:56;-;-;56,81;66,30
07.03.2021 21:00:56;-;-;56,35;65,41
07.03.2021 22:00:56;-;-;56,04;65,36
07.03.2021 23:00:56;-;-;55,52;65,50
08.03.2021 00:00:56;-;-;55,34;66,07
08.03.2021 01:00:56;-;-;53,68;64,50
08.03.2021 02:00:56;-;-;53,30;64,40
08.03.2021 03:00:56;-;-;53,44;65,14
08.03.2021 04:00:56;-;-;53,45;65,31
08.03.2021 05:00:56;-;-;53,16;65,58
08.03.2021 06:00:56;-;-;52,28;65,48
08.03.2021 07:00:56;-;-;51,48;64,95
08.03.2021 08:00:56;-;-;55,83;72,41
08.03.2021 09:00:56;-;-;61,15;82,94
08.03.2021 10:00:56;-;-;63,73;90,30
08.03.2021 11:00:56;-;-;65,21;90,88
08.03.2021 12:00:56;-;-;64,49;87,74
08.03.2021 13:00:56;-;-;63,53;84,24
08.03.2021 14:00:56;-;-;62,01;79,64
08.03.2021 15:00:56;-;-;61,32;77,57
